tune 2.6172709137E+01 1.4280961435E+01
chrom 0.0000000000E+00 0.0000000000E+00
alphac 2.3870971049E-04
energy 3.0000000000E+00
# i      name           s         alphax    betax     nux          etax      etapx     alphay    betay     nuy       etay      etapy     xcod      ycod      dSx       dSy       dipx      dipy      tmatrix
#                      [m]                   [m]                   [m]                            [m]                [m]                 [m]        [m]      [m]       [m]       [rad]     [rad]            
#
   0           begin 0.000000 0.0001050132 9.8791326704 0.0000000000 0.1200759635 0.0001306291 0.0072642341 6.0422780290 0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000
 256 ds1b1           66.860000 -0.6531813462 7.6283998070 3.3664921852 0.0885407252 -0.0004510634 -2.0130420138 8.7030872511 1.8117741428 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.5854536587 6.4797279613 0.0000000000 0.0000000000 0.1565704867 0.0000000000 -0.1355749272 -0.2075507629 0.0000000000 0.0000000000 0.0157078200 0.0000000000 0.0000000000 0.0000000000 0.4505879721 -6.7142360235 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2322729603 -1.2417896444 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 257 mchr            66.860000 -0.6531813462 7.6283998070 3.3664921852 0.0885407252 -0.0004510634 -2.0130420138 8.7030872511 1.8117741428 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.5854536587 6.4797279613 0.0000000000 0.0000000000 0.1565704867 0.0000000000 -0.1355749272 -0.2075507629 0.0000000000 0.0000000000 0.0157078200 0.0000000000 0.0000000000 0.0000000000 0.4505879721 -6.7142360235 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2322729603 -1.2417896444 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 258 gs              66.860000 -0.6531813462 7.6283998070 3.3664921852 0.0885407252 -0.0004510634 -2.0130420138 8.7030872511 1.8117741428 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.5854536587 6.4797279613 0.0000000000 0.0000000000 0.1565704867 0.0000000000 -0.1355749272 -0.2075507629 0.0000000000 0.0000000000 0.0157078200 0.0000000000 0.0000000000 0.0000000000 0.4505879721 -6.7142360235 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.2322729603 -1.2417896444 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 259 qs1             67.160000 -5.0045372202 9.2467410877 3.3723147184 0.0949449600 0.0437112360 2.2286200784 8.6351061185 1.8171468149 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.6704338128 6.8952813119 0.0000000000 0.0000000000 0.1729809658 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4860539360 -6.5930221615 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 260 ds2a            67.465000 -5.8631668188 12.5595891615 3.3768172703 0.1082624183 0.0437112360 2.0179835464 7.3405960145 1.8232420507 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.8039764136 7.8138116550 0.0000000000 0.0000000000 0.2019635798 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4864444570 -5.9708169613 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 261 s3              67.590000 -6.2111635566 14.0680813138 3.3783131331 0.1137185005 0.0436804241 1.9297576026 6.8474002738 1.8260467771 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.8587069878 8.1902585170 0.0000000000 0.0000000000 0.2138417003 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4866045066 -5.7158148301 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 262 hc              67.590000 -6.2111635566 14.0680813138 3.3783131331 0.1137185005 0.0436804241 1.9297576026 6.8474002738 1.8260467771 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.8587069878 8.1902585170 0.0000000000 0.0000000000 0.2138417003 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4866045066 -5.7158148301 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 263 vc              67.590000 -6.2111635566 14.0680813138 3.3783131331 0.1137185005 0.0436804241 1.9297576026 6.8474002738 1.8260467771 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.8587069878 8.1902585170 0.0000000000 0.0000000000 0.2138417003 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4866045066 -5.7158148301 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 264 s3              67.715000 -6.5580850320 15.6633933783 3.3796526098 0.1191705419 0.0436465085 1.8417122758 6.3762266168 1.8290561625 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.9134375619 8.5667053790 0.0000000000 0.0000000000 0.2257198208 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4867645562 -5.4608126989 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 265 ds2b            67.840000 -6.9090989626 17.3458763764 3.3808589121 0.1246204323 0.0436465085 1.7556598739 5.9267995129 1.8322908470 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.9681681360 8.9431522409 0.0000000000 0.0000000000 0.2375979413 0.0000000000 -0.4378445930 3.0115748956 0.0000000000 0.0000000000 0.0950249640 0.0000000000 0.0000000000 0.0000000000 0.4869246058 -5.2058105677 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0012803966 2.0400170497 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 266 qs2             68.440000 8.9156743124 15.8606459714 3.3861020735 0.1158329503 -0.0716190337 -4.1524775734 7.1484920278 1.8483578524 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.9537990521 8.2458533668 0.0000000000 0.0000000000 0.2272793937 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.6275755848 -5.3615403717 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 267 ds3aa1          68.770000 7.2419081097 10.5315419567 3.3901640530 0.0922243118 -0.0716190337 -4.9941852853 10.1652501486 1.8545172765 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.7942332890 6.5203789277 0.0000000000 0.0000000000 0.1850942141 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.7888852012 -6.2138170274 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 268 bpm             68.770000 7.2419081097 10.5315419567 3.3901640530 0.0922243118 -0.0716190337 -4.9941852853 10.1652501486 1.8545172765 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.7942332890 6.5203789277 0.0000000000 0.0000000000 0.1850942141 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.7888852012 -6.2138170274 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 269 ds3ab1          68.865000 6.7600663241 9.2020774029 3.3916991099 0.0854278856 -0.0716190337 -5.2364950812 11.1366365082 1.8559375675 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.7482976906 6.0236514377 0.0000000000 0.0000000000 0.1729499957 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.8353228180 -6.4591693980 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 270 s4              68.990000 6.1244221491 7.5924104961 3.3940780222 0.0764863582 -0.0716014464 -5.5526172596 12.4845487974 1.8576238749 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.6878561137 5.3700626350 0.0000000000 0.0000000000 0.1569707610 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.8964249455 -6.7820014646 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 271 hc              68.990000 6.1244221491 7.5924104961 3.3940780222 0.0764863582 -0.0716014464 -5.5526172596 12.4845487974 1.8576238749 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.6878561137 5.3700626350 0.0000000000 0.0000000000 0.1569707610 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.8964249455 -6.7820014646 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 272 vc              68.990000 6.1244221491 7.5924104961 3.3940780222 0.0764863582 -0.0716014464 -5.5526172596 12.4845487974 1.8576238749 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.6878561137 5.3700626350 0.0000000000 0.0000000000 0.1569707610 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.8964249455 -6.7820014646 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 273 s4              69.115000 5.4895890892 6.1414632766 3.3969900350 0.0675467940 -0.0715875255 -5.8684705530 13.9114136799 1.8591326577 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.6274145368 4.7164738323 0.0000000000 0.0000000000 0.1409915263 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 0.9575270729 -7.1048335311 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 274 ds3b            69.240000 4.8562168178 4.8489404656 3.4006339788 0.0586080632 -0.0715875255 -6.1867315592 15.4174948823 1.8604903668 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.5669729599 4.0628850296 0.0000000000 0.0000000000 0.1250122916 0.0000000000 0.4835326153 -5.2287104214 0.0000000000 0.0000000000 -0.1278338776 0.0000000000 0.0000000000 0.0000000000 1.0186292003 -7.4276655977 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.4888170194 -2.5826565325 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 275 qs3             69.540000 2.3431780651 2.7714076811 3.4139246097 0.0402221418 -0.0523226260 0.1152769667 17.3131190827 1.8633542515 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.4528531025 2.7055088176 0.0000000000 0.0000000000 0.0933580581 0.0000000000 0.2847407642 -3.9093662792 0.0000000000 0.0000000000 -0.0852675541 0.0000000000 0.0000000000 0.0000000000 1.1028416103 -7.7529778350 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0670634852 0.4352921411 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 276 ds4             69.860000 1.5941636238 1.5121431834 3.4388917678 0.0234970690 -0.0523226260 0.0965584352 17.2453685993 1.8663002661 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.3617360579 1.4545116082 0.0000000000 0.0000000000 0.0660724408 0.0000000000 0.2847407642 -3.9093662792 0.0000000000 0.0000000000 -0.0852675541 0.0000000000 0.0000000000 0.0000000000 1.1243019256 -7.6136843499 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0670634852 0.4352921411 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 0.0120308316 0.1342787246 0.0000000000 -0.0000000000 0.0140601511 1.0000000000
 277 bend            70.960000 -0.9732350741 0.8314599321 3.7225624321 0.0379832237 0.0787651627 0.2950330039 16.8111285575 1.8765838443 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.0494149369 -2.8335209234 0.0000000000 0.0000000000 0.0444378400 0.0000000000 0.2847407638 -3.9093662805 0.0000000000 0.0000000000 0.0458193559 0.0000000000 0.0000000000 0.0000000000 1.1884256769 -7.0695404821 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0490250105 0.5498162120 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 278 ge              70.960000 -0.9732350741 0.8314599321 3.7225624321 0.0379832237 0.0787651627 0.2950330039 16.8111285575 1.8765838443 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 -0.0494149369 -2.8335209234 0.0000000000 0.0000000000 0.0444378400 0.0000000000 0.2847407638 -3.9093662805 0.0000000000 0.0000000000 0.0458193559 0.0000000000 0.0000000000 0.0000000000 1.1884256769 -7.0695404821 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0490250105 0.5498162120 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 279 dc5             71.510000 -2.2605668674 2.6090842585 3.7834348207 0.0812569338 0.0787651627 0.2594881272 16.5063077081 1.8818367807 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.1071924833 -4.9836723777 0.0000000000 0.0000000000 0.0696384858 0.0000000000 0.2847407638 -3.9093662805 0.0000000000 0.0000000000 0.0458193559 0.0000000000 0.0000000000 0.0000000000 1.2153894326 -6.7671415656 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0490250105 0.5498162120 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 280 gs              71.510000 -2.2605668674 2.6090842585 3.7834348207 0.0812569338 0.0787651627 0.2594881272 16.5063077081 1.8818367807 -0.0000000000 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.1071924833 -4.9836723777 0.0000000000 0.0000000000 0.0696384858 0.0000000000 0.2847407638 -3.9093662805 0.0000000000 0.0000000000 0.0458193559 0.0000000000 0.0000000000 0.0000000000 1.2153894326 -6.7671415656 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 0.0490250105 0.5498162120 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 281 qs4             71.810000 -4.2869494809 4.5141645433 3.7975727050 0.1089913730 0.1077497213 4.9575903972 14.8921977606 1.8848341624 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.1989068491 -6.4058603126 0.0000000000 0.0000000000 0.0868281859 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.1743254770 -6.2954401066 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 282 dc6aa           71.905000 -4.6945337201 5.3669416769 3.8006430006 0.1192164594 0.1077497213 4.7945143327 13.9662513745 1.8858819939 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.2303874722 -6.9420936025 0.0000000000 0.0000000000 0.0934456051 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.1438608400 -6.0512247648 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 283 bpm             71.905000 -4.6945337201 5.3669416769 3.8006430006 0.1192164594 0.1077497213 4.7945143327 13.9662513745 1.8858819939 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.2303874722 -6.9420936025 0.0000000000 0.0000000000 0.0934456051 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.1438608400 -6.0512247648 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 284 dc6ab           72.085000 -5.4667985943 7.1949873378 3.8052512558 0.1385903073 0.1077497213 4.4855281052 12.2967516703 1.8880669113 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.2900349686 -7.9581145728 0.0000000000 0.0000000000 0.1059838731 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.0861383698 -5.5885009592 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 285 sd              72.210000 -6.0054593583 8.6282195294 3.8077749508 0.1520467876 0.1077896951 4.2740312998 11.2023955917 1.8897610505 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.3314568411 -8.6636846911 0.0000000000 0.0000000000 0.1146910037 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.0460533211 -5.2671649832 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 286 hc              72.210000 -6.0054593583 8.6282195294 3.8077749508 0.1520467876 0.1077896951 4.2740312998 11.2023955917 1.8897610505 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.3314568411 -8.6636846911 0.0000000000 0.0000000000 0.1146910037 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.0460533211 -5.2671649832 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 287 vc              72.210000 -6.0054593583 8.6282195294 3.8077749508 0.1520467876 0.1077896951 4.2740312998 11.2023955917 1.8897610505 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.3314568411 -8.6636846911 0.0000000000 0.0000000000 0.1146910037 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.0460533211 -5.2671649832 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 288 sd              72.335000 -6.5452043419 10.1961751696 3.8098949130 0.1655087369 0.1078374103 4.0622059302 10.1609249599 1.8916247640 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.3728787136 -9.3692548094 0.0000000000 0.0000000000 0.1233981343 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 1.0059682724 -4.9458290071 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
 289 dc6b            72.760000 -8.3715500639 16.5323499618 3.8151028087 0.2112897818 0.1078374103 3.3305696049 7.0207031241 1.8996323066 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 -0.0000000000E+00 0.0000000000E+00 0.5137130801 -11.7681932116 0.0000000000 0.0000000000 0.1530023782 0.0000000000 0.3313749799 -5.6445609463 0.0000000000 0.0000000000 0.0696570446 0.0000000000 0.0000000000 0.0000000000 0.8696791067 -3.8532866884 0.0000000000 0.0000000000 -0.0000000000 -0.0000000000 -0.3206803897 2.5706878086 -0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000 1.0000000000 0.0000000000 -0.0149174251 0.0438936897 0.0000000000 -0.0000000000 0.0197301290 1.0000000000
