V:1-SR-MG:SUPER{QS1:90}Fld:SP,elemHandle=put,elemName=qs1:90,elemIndex=9000,elemPosition=26.84,elemLength=0.0,id=49,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS1:90}Fld:I,elemHandle=get,elemName=qs1:90,elemIndex=9000,elemPosition=26.84,elemLength=0.0,id=49,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{S5:92}Fld:SP,elemHandle=put,elemName=s5:92,elemIndex=9200,elemPosition=27.27,elemLength=0.0,id=50,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{S5:92}Fld:I,elemHandle=get,elemName=s5:92,elemIndex=9200,elemPosition=27.27,elemLength=0.0,id=50,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{HC:93}Fld:SP,elemHandle=put,elemName=hc:93,elemIndex=9300,elemPosition=27.27,elemLength=0.0,id=51,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{HC:93}Fld:I,elemHandle=get,elemName=hc:93,elemIndex=9300,elemPosition=27.27,elemLength=0.0,id=51,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{VC:94}Fld:SP,elemHandle=put,elemName=vc:94,elemIndex=9400,elemPosition=27.27,elemLength=0.0,id=52,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{VC:94}Fld:I,elemHandle=get,elemName=vc:94,elemIndex=9400,elemPosition=27.27,elemLength=0.0,id=52,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{S5:95}Fld:SP,elemHandle=put,elemName=s5:95,elemIndex=9500,elemPosition=27.395,elemLength=0.0,id=53,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{S5:95}Fld:I,elemHandle=get,elemName=s5:95,elemIndex=9500,elemPosition=27.395,elemLength=0.0,id=53,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{QS2:97}Fld:SP,elemHandle=put,elemName=qs2:97,elemIndex=9700,elemPosition=28.12,elemLength=0.0,id=54,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS2:97}Fld:I,elemHandle=get,elemName=qs2:97,elemIndex=9700,elemPosition=28.12,elemLength=0.0,id=54,elemField=b1,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:99}SA:X,elemHandle=get,elemName=bpm:99,elemIndex=9900,elemPosition=28.45,elemLength=0.0,id=55,elemField=x,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:99}SA:Y,elemHandle=get,elemName=bpm:99,elemIndex=9900,elemPosition=28.45,elemLength=0.0,id=55,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{S6:101}Fld:SP,elemHandle=put,elemName=s6:101,elemIndex=10100,elemPosition=28.67,elemLength=0.0,id=56,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{S6:101}Fld:I,elemHandle=get,elemName=s6:101,elemIndex=10100,elemPosition=28.67,elemLength=0.0,id=56,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{HC:102}Fld:SP,elemHandle=put,elemName=hc:102,elemIndex=10200,elemPosition=28.67,elemLength=0.0,id=57,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{HC:102}Fld:I,elemHandle=get,elemName=hc:102,elemIndex=10200,elemPosition=28.67,elemLength=0.0,id=57,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{VC:103}Fld:SP,elemHandle=put,elemName=vc:103,elemIndex=10300,elemPosition=28.67,elemLength=0.0,id=58,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{VC:103}Fld:I,elemHandle=get,elemName=vc:103,elemIndex=10300,elemPosition=28.67,elemLength=0.0,id=58,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{S6:104}Fld:SP,elemHandle=put,elemName=s6:104,elemIndex=10400,elemPosition=28.795,elemLength=0.0,id=59,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{S6:104}Fld:I,elemHandle=get,elemName=s6:104,elemIndex=10400,elemPosition=28.795,elemLength=0.0,id=59,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{QS3:106}Fld:SP,elemHandle=put,elemName=qs3:106,elemIndex=10600,elemPosition=29.22,elemLength=0.0,id=60,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS3:106}Fld:I,elemHandle=get,elemName=qs3:106,elemIndex=10600,elemPosition=29.22,elemLength=0.0,id=60,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{BEND:108}Fld:SP,elemHandle=put,elemName=bend:108,elemIndex=10800,elemPosition=30.64,elemLength=0.0,id=61,elemField=b0,aphla.sys.SR
V:1-SR-MG:SUPER{BEND:108}Fld:I,elemHandle=get,elemName=bend:108,elemIndex=10800,elemPosition=30.64,elemLength=0.0,id=61,elemField=b0,aphla.sys.SR
V:1-SR-MG:SUPER{QS4:112}Fld:SP,elemHandle=put,elemName=qs4:112,elemIndex=11200,elemPosition=31.49,elemLength=0.0,id=62,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS4:112}Fld:I,elemHandle=get,elemName=qs4:112,elemIndex=11200,elemPosition=31.49,elemLength=0.0,id=62,elemField=b1,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:114}SA:X,elemHandle=get,elemName=bpm:114,elemIndex=11400,elemPosition=31.585,elemLength=0.0,id=63,elemField=x,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:114}SA:Y,elemHandle=get,elemName=bpm:114,elemIndex=11400,elemPosition=31.585,elemLength=0.0,id=63,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{SD:116}Fld:SP,elemHandle=put,elemName=sd:116,elemIndex=11600,elemPosition=31.89,elemLength=0.0,id=64,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{SD:116}Fld:I,elemHandle=get,elemName=sd:116,elemIndex=11600,elemPosition=31.89,elemLength=0.0,id=64,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{HC:117}Fld:SP,elemHandle=put,elemName=hc:117,elemIndex=11700,elemPosition=31.89,elemLength=0.0,id=65,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{HC:117}Fld:I,elemHandle=get,elemName=hc:117,elemIndex=11700,elemPosition=31.89,elemLength=0.0,id=65,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{VC:118}Fld:SP,elemHandle=put,elemName=vc:118,elemIndex=11800,elemPosition=31.89,elemLength=0.0,id=66,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{VC:118}Fld:I,elemHandle=get,elemName=vc:118,elemIndex=11800,elemPosition=31.89,elemLength=0.0,id=66,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{SD:119}Fld:SP,elemHandle=put,elemName=sd:119,elemIndex=11900,elemPosition=32.015,elemLength=0.0,id=67,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{SD:119}Fld:I,elemHandle=get,elemName=sd:119,elemIndex=11900,elemPosition=32.015,elemLength=0.0,id=67,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{QS5:121}Fld:SP,elemHandle=put,elemName=qs5:121,elemIndex=12100,elemPosition=32.74,elemLength=0.0,id=68,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS5:121}Fld:I,elemHandle=get,elemName=qs5:121,elemIndex=12100,elemPosition=32.74,elemLength=0.0,id=68,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{SF:123}Fld:SP,elemHandle=put,elemName=sf:123,elemIndex=12300,elemPosition=33.12,elemLength=0.0,id=69,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{SF:123}Fld:I,elemHandle=get,elemName=sf:123,elemIndex=12300,elemPosition=33.12,elemLength=0.0,id=69,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{HC:124}Fld:SP,elemHandle=put,elemName=hc:124,elemIndex=12400,elemPosition=33.12,elemLength=0.0,id=70,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{HC:124}Fld:I,elemHandle=get,elemName=hc:124,elemIndex=12400,elemPosition=33.12,elemLength=0.0,id=70,elemField=x,aphla.sys.SR
V:1-SR-MG:SUPER{VC:125}Fld:SP,elemHandle=put,elemName=vc:125,elemIndex=12500,elemPosition=33.12,elemLength=0.0,id=71,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{VC:125}Fld:I,elemHandle=get,elemName=vc:125,elemIndex=12500,elemPosition=33.12,elemLength=0.0,id=71,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{SF:126}Fld:SP,elemHandle=put,elemName=sf:126,elemIndex=12600,elemPosition=33.245,elemLength=0.0,id=72,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{SF:126}Fld:I,elemHandle=get,elemName=sf:126,elemIndex=12600,elemPosition=33.245,elemLength=0.0,id=72,elemField=b2,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:128}SA:X,elemHandle=get,elemName=bpm:128,elemIndex=12800,elemPosition=33.405,elemLength=0.0,id=73,elemField=x,aphla.sys.SR
V:1-SR-BI:SUPER{BPM:128}SA:Y,elemHandle=get,elemName=bpm:128,elemIndex=12800,elemPosition=33.405,elemLength=0.0,id=73,elemField=y,aphla.sys.SR
V:1-SR-MG:SUPER{QS5:130}Fld:SP,elemHandle=put,elemName=qs5:130,elemIndex=13000,elemPosition=33.8,elemLength=0.0,id=74,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{QS5:130}Fld:I,elemHandle=get,elemName=qs5:130,elemIndex=13000,elemPosition=33.8,elemLength=0.0,id=74,elemField=b1,aphla.sys.SR
V:1-SR-MG:SUPER{SD:132}Fld:SP,elemHandle=put,elemName=sd:132,elemIndex=13200,elemPosition=34.35,elemLength=0.0,id=75,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{SD:132}Fld:I,elemHandle=get,elemName=sd:132,elemIndex=13200,elemPosition=34.35,elemLength=0.0,id=75,elemField=b2,aphla.sys.SR
V:1-SR-MG:SUPER{HC:133}Fld:SP,elemHandle=put,elemName=hc:133,elemIndex=13300,elemPosition=34.35,elemLength=0.0,id=76,elemField=x,aphla.sys.SR
