Tune: 3.322128e+01 1.625978e+01
Chrom: 2.000000e+00 1.789887e+00 
Alpha_c: 3.627490e-04
 element        s            alphax         alphay         betax          betay            etax          etaxp           etay          etayp           phix           phiy     
        DSCH   1.528841e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   4.148532e+01   1.940862e+01 
  CH1YG6C05B   1.528841e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   4.148532e+01   1.940862e+01 
  CH1XG6C05B   1.528841e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   4.148532e+01   1.940862e+01 
        DSCH   1.529841e+02   4.228933e+00  -3.638114e-01   2.389168e+01   1.105113e+01   -2.525415e-04   4.191555e-05   0.000000e+00   0.000000e+00   4.148943e+01   1.941770e+01 
     DH2AG6B   1.531076e+02   4.131319e+00  -3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04   4.191555e-05   0.000000e+00   0.000000e+00   4.149472e+01   1.942883e+01 
   QH1G6C05B   1.533756e+02   2.449790e-01   1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.150684e+01   1.945303e+01 
     DH1AG6B   1.534562e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.151056e+01   1.946055e+01 
   PH1G6C05B   1.534562e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.151056e+01   1.946055e+01 
      DBPM12   1.535416e+02   2.368717e-01   1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.151451e+01   1.946870e+01 
   SH1G6C05B   1.537416e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.152378e+01   1.948857e+01 
    GEG6C05B   1.537416e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.152378e+01   1.948857e+01 
    GSG1C06A   1.537416e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.152378e+01   1.948857e+01 
      DH2G1A   1.541825e+02   2.055704e-01   1.250081e+00   2.134049e+01   8.628777e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.154435e+01   1.953656e+01 
         DFT   1.542045e+02   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.154538e+01   1.953912e+01 
   FH1G1C06A   1.542045e+02   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.154538e+01   1.953912e+01 
         DFT   1.542265e+02   2.034215e-01   1.237013e+00   2.132249e+01   8.519345e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.154641e+01   1.954169e+01 
     DH01G1A   1.583916e+02  -7.632783e-15   0.000000e+00   2.047522e+01   3.367063e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.174709e+01   2.043265e+01 
   MK4G1C06A   1.583916e+02  -7.632783e-15   0.000000e+00   2.047522e+01   3.367063e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.174709e+01   2.043265e+01 
     DH02G1A   1.626854e+02  -2.097066e-01  -1.275233e+00   2.137566e+01   8.842646e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.195380e+01   2.133843e+01 
         DFT   1.627074e+02  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.195483e+01   2.134091e+01 
   FH2G1C06A   1.627074e+02  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.195483e+01   2.134091e+01 
         DFT   1.627294e+02  -2.118556e-01  -1.288301e+00   2.139421e+01   8.955441e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.195586e+01   2.134337e+01 
      DH1G1A   1.630416e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.197041e+01   2.137672e+01 
    GEG1C06A   1.630416e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.197041e+01   2.137672e+01 
    GSG2C06A   1.630416e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.197041e+01   2.137672e+01 
   SH1G2C06A   1.632416e+02  -2.368717e-01  -1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.197968e+01   2.139659e+01 
     DH1AG2A   1.633266e+02  -2.410230e-01  -1.465669e+00   2.166467e+01   1.060014e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.198360e+01   2.140471e+01 
   PH1G2C06A   1.633266e+02  -2.410230e-01  -1.465669e+00   2.166467e+01   1.060014e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.198360e+01   2.140471e+01 
      DBPM01   1.634076e+02  -2.449790e-01  -1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04   7.845558e-17   0.000000e+00   0.000000e+00   4.198734e+01   2.141226e+01 
   QH1G2C06A   1.636756e+02  -4.131319e+00   3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.199946e+01   2.143646e+01 
     DH2AG2A   1.638241e+02  -4.248693e+00   3.612498e-01   2.410362e+01   1.103300e+01   -2.535894e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.200579e+01   2.144986e+01 
  SQHHG2C06A   1.639241e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.200987e+01   2.145895e+01 
  CH1XG2C06A   1.639241e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.200987e+01   2.145895e+01 
  CH1YG2C06A   1.639241e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.200987e+01   2.145895e+01 
  SQHHG2C06A   1.640241e+02  -4.406772e+00   3.407567e-01   2.583471e+01   1.089260e+01   -2.619725e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.201381e+01   2.146810e+01 
     DH2BG2A   1.644776e+02  -4.765216e+00   2.942886e-01   2.999421e+01   1.060461e+01   -2.809812e-04  -4.191555e-05   0.000000e+00   0.000000e+00   4.203010e+01   2.151031e+01 
   QH2G2C06A   1.649376e+02   1.359869e+01  -8.083086e+00   2.546193e+01   1.386369e+01   -2.576604e-04   1.407283e-04   0.000000e+00   0.000000e+00   4.204591e+01   2.155021e+01 
     DH3AG2A   1.651216e+02   1.225511e+01  -8.963506e+00   2.070484e+01   1.700027e+01   -2.317664e-04   1.407283e-04   0.000000e+00   0.000000e+00   4.205393e+01   2.156220e+01 
   SH3G2C06A   1.653216e+02   1.079470e+01  -9.920485e+00   1.609487e+01   2.077706e+01   -2.036208e-04   1.407283e-04   0.000000e+00   0.000000e+00   4.206488e+01   2.157284e+01 
     DH3BG2A   1.655076e+02   9.436519e+00  -1.081047e+01   1.233187e+01   2.463302e+01   -1.774453e-04   1.407283e-04   0.000000e+00   0.000000e+00   4.207809e+01   2.158106e+01 
   QH3G2C06A   1.657756e+02   3.495160e+00   1.251357e+00   9.004699e+00   2.730813e+01   -1.502256e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.210406e+01   2.159118e+01 
     DH4AG2A   1.658516e+02   3.383586e+00   1.244214e+00   8.481777e+00   2.711841e+01   -1.453199e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.211276e+01   2.159397e+01 
   PH2G2C06A   1.658516e+02   3.383586e+00   1.244214e+00   8.481777e+00   2.711841e+01   -1.453199e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.211276e+01   2.159397e+01 
      DBPM02   1.659416e+02   3.251523e+00   1.235759e+00   7.884750e+00   2.689527e+01   -1.395133e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.212376e+01   2.159730e+01 
   SH4G2C06A   1.661416e+02   2.957984e+00   1.216967e+00   6.642849e+00   2.640472e+01   -1.266070e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.215140e+01   2.160481e+01 
     DH4BG2A   1.663901e+02   2.593262e+00   1.193618e+00   5.263364e+00   2.580569e+01   -1.105709e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.219344e+01   2.161433e+01 
        DFCH   1.665401e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.222420e+01   2.162018e+01 
  CH2XG2C06A   1.665401e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.222420e+01   2.162018e+01 
  CH2YG2C06A   1.665401e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   4.222420e+01   2.162018e+01 
        DFCH   1.666901e+02   2.152954e+00   1.165430e+00   3.839499e+00   2.509798e+01   -9.121138e-05   6.453164e-05   0.000000e+00   0.000000e+00   4.226022e+01   2.162612e+01 
    GEG2C06A   1.666901e+02   2.152954e+00   1.165430e+00   3.839499e+00   2.509798e+01   -9.121138e-05   6.453164e-05   0.000000e+00   0.000000e+00   4.226022e+01   2.162612e+01 
     DH4CG3A   1.667216e+02   2.106722e+00   1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05   6.453164e-05   0.000000e+00   0.000000e+00   4.226857e+01   2.162737e+01 
    GSG3C06A   1.667216e+02   2.106722e+00   1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05   6.453164e-05   0.000000e+00   0.000000e+00   4.226857e+01   2.162737e+01 
   MK1G3C06A   1.667216e+02   2.106722e+00   1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05   6.453164e-05   0.000000e+00   0.000000e+00   4.226857e+01   2.162737e+01 
    B1G3C06A   1.693416e+02  -1.731613e+00   9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.444328e+01   2.174676e+01 
    GEG3C06A   1.693416e+02  -1.731613e+00   9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.444328e+01   2.174676e+01 
    GSG4C06A   1.693416e+02  -1.731613e+00   9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.444328e+01   2.174676e+01 
     DM1AG4A   1.698426e+02  -2.466928e+00   9.445541e-01   4.827799e+00   1.836549e+01    1.896821e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.458186e+01   2.177335e+01 
        DSCH   1.699426e+02  -2.613697e+00   9.342512e-01   5.335862e+00   1.817761e+01    2.001701e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.460157e+01   2.177882e+01 
  CM1XG4C06A   1.699426e+02  -2.613697e+00   9.342512e-01   5.335862e+00   1.817761e+01    2.001701e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.460157e+01   2.177882e+01 
  CM1YG4C06A   1.699426e+02  -2.613697e+00   9.342512e-01   5.335862e+00   1.817761e+01    2.001701e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.460157e+01   2.177882e+01 
        DSCH   1.700426e+02  -2.760467e+00   9.239482e-01   5.873278e+00   1.799179e+01    2.106581e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.461943e+01   2.178435e+01 
     DM1BG4A   1.703181e+02  -3.164817e+00   8.955637e-01   7.505694e+00   1.749052e+01    2.395526e-01   1.048801e-01   0.000000e+00   0.000000e+00   4.466094e+01   2.179988e+01 
   QM1G4C06A   1.705651e+02  -5.414352e+00   4.177851e+00   9.590427e+00   1.621626e+01    2.716323e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.469030e+01   2.181443e+01 
     DM2AG4A   1.707666e+02  -6.051291e+00   3.948540e+00   1.190075e+01   1.457880e+01    3.030556e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.470916e+01   2.182753e+01 
   SM1G4C06A   1.709666e+02  -6.683488e+00   3.720936e+00   1.444771e+01   1.304490e+01    3.342450e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.472441e+01   2.184203e+01 
        DFT1   1.711998e+02  -7.420631e+00   3.455550e+00   1.773679e+01   1.137135e+01    3.706118e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.473898e+01   2.186118e+01 
         DFT   1.712218e+02  -7.490172e+00   3.430513e+00   1.806483e+01   1.121985e+01    3.740426e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.474021e+01   2.186313e+01 
   FM1G4C06A   1.712218e+02  -7.490172e+00   3.430513e+00   1.806483e+01   1.121985e+01    3.740426e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.474021e+01   2.186313e+01 
         DFT   1.712438e+02  -7.559714e+00   3.405477e+00   1.839593e+01   1.106946e+01    3.774734e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.474142e+01   2.186510e+01 
     DM2BG4A   1.715362e+02  -8.483986e+00   3.072720e+00   2.308710e+01   9.175235e+00    4.230723e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.475561e+01   2.189412e+01 
   PM1G4C06A   1.715362e+02  -8.483986e+00   3.072720e+00   2.308710e+01   9.175235e+00    4.230723e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.475561e+01   2.189412e+01 
      DBPM03   1.716206e+02  -8.750774e+00   2.976671e+00   2.454172e+01   8.664667e+00    4.362342e-01   1.559469e-01   0.000000e+00   0.000000e+00   4.475915e+01   2.190359e+01 
   QM2G4C06A   1.719026e+02   1.140735e-02   3.947078e-02   2.708957e+01   7.840723e+00    4.584040e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.476991e+01   2.193837e+01 
     DM2CG4A   1.720866e+02   4.614189e-03   1.596700e-02   2.708663e+01   7.830522e+00    4.584050e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.477670e+01   2.196185e+01 
  SM2HG4C06B   1.722116e+02  -7.330506e-07  -2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.478132e+01   2.197782e+01 
   MK3G4C06B   1.722116e+02  -7.330506e-07  -2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.478132e+01   2.197782e+01 
  SM2HG4C06B   1.723366e+02  -4.615655e-03  -1.596749e-02   2.708663e+01   7.830523e+00    4.584064e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.478593e+01   2.199378e+01 
     DM2CG4B   1.725206e+02  -1.140882e-02  -3.947127e-02   2.708958e+01   7.840723e+00    4.584074e-01   5.619405e-06   0.000000e+00   0.000000e+00   4.479273e+01   2.201727e+01 
   QM2G4C06B   1.728026e+02   8.750773e+00  -2.976671e+00   2.454172e+01   8.664667e+00    4.362406e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.480349e+01   2.205205e+01 
     DM2BG4B   1.733066e+02   7.157636e+00  -3.550234e+00   1.652388e+01   1.195423e+01    3.576482e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.482852e+01   2.210159e+01 
   SM1G4C06B   1.735066e+02   6.525439e+00  -3.777838e+00   1.378727e+01   1.341984e+01    3.264608e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.484177e+01   2.211738e+01 
     DM2AG4B   1.737689e+02   5.696439e+00  -4.076296e+00   1.058196e+01   1.547967e+01    2.855646e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.486348e+01   2.213558e+01 
   PM1G4C06B   1.737689e+02   5.696439e+00  -4.076296e+00   1.058196e+01   1.547967e+01    2.855646e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.486348e+01   2.213558e+01 
      DBPM04   1.738581e+02   5.414352e+00  -4.177852e+00   9.590429e+00   1.621627e+01    2.716488e-01  -1.559373e-01   0.000000e+00   0.000000e+00   4.487234e+01   2.214121e+01 
   QM1G4C06B   1.741051e+02   3.164816e+00  -8.955643e-01   7.505697e+00   1.749052e+01    2.395718e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.490170e+01   2.215576e+01 
     DM1EG4B   1.742156e+02   3.002636e+00  -9.069490e-01   6.824193e+00   1.768970e+01    2.279840e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.491714e+01   2.216204e+01 
        DFCH   1.743656e+02   2.782482e+00  -9.224034e-01   5.956425e+00   1.796410e+01    2.122539e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.494067e+01   2.217045e+01 
  CM1YG4C06B   1.743656e+02   2.782482e+00  -9.224034e-01   5.956425e+00   1.796410e+01    2.122539e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.494067e+01   2.217045e+01 
  CM1XG4C06B   1.743656e+02   2.782482e+00  -9.224034e-01   5.956425e+00   1.796410e+01    2.122539e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.494067e+01   2.217045e+01 
        DFCH   1.745156e+02   2.562328e+00  -9.378578e-01   5.154704e+00   1.824314e+01    1.965239e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.496774e+01   2.217874e+01 
    GEG4C06B   1.745156e+02   2.562328e+00  -9.378578e-01   5.154704e+00   1.824314e+01    1.965239e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.496774e+01   2.217874e+01 
    GSG5C06B   1.745156e+02   2.562328e+00  -9.378578e-01   5.154704e+00   1.824314e+01    1.965239e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.496774e+01   2.217874e+01 
    DM1DG5B1   1.746156e+02   2.415559e+00  -9.481607e-01   4.656915e+00   1.843174e+01    1.860372e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.498815e+01   2.218419e+01 
      DPWG5B   1.748156e+02   2.122020e+00  -9.687666e-01   3.749399e+00   1.881513e+01    1.650638e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.503604e+01   2.219493e+01 
    DM1CG5B1   1.750816e+02   1.731614e+00  -9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01  -1.048670e-01   0.000000e+00   0.000000e+00   4.511936e+01   2.220888e+01 
    B1G5C06B   1.777016e+02  -2.106719e+00  -1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.729406e+01   2.232826e+01 
   MK2G5C06B   1.777016e+02  -2.106719e+00  -1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.729406e+01   2.232826e+01 
    GEG5C06B   1.777016e+02  -2.106719e+00  -1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.729406e+01   2.232826e+01 
     DL4BG6B   1.779194e+02  -2.426383e+00  -1.182935e+00   4.692624e+00   2.553548e+01   -3.415675e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.734632e+01   2.233688e+01 
    GSG6C06B   1.779194e+02  -2.426383e+00  -1.182935e+00   4.692624e+00   2.553548e+01   -3.415675e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.734632e+01   2.233688e+01 
     DL4AG6B   1.782926e+02  -2.974126e+00  -1.218001e+00   6.708093e+00   2.643151e+01   -5.335806e-05  -5.145046e-05   0.000000e+00   0.000000e+00   4.741289e+01   2.235124e+01 
   QL3G6C06B   1.785606e+02  -7.002617e+00   9.007208e+00   9.288707e+00   2.426464e+01   -7.033546e-05  -7.639618e-05   0.000000e+00   0.000000e+00   4.744747e+01   2.236163e+01 
      DBPM05   1.786388e+02  -7.423975e+00   8.742453e+00   1.041715e+01   2.287626e+01   -7.631117e-05  -7.639618e-05   0.000000e+00   0.000000e+00   4.745542e+01   2.236495e+01 
   PL2G6C06B   1.786388e+02  -7.423975e+00   8.742453e+00   1.041715e+01   2.287626e+01   -7.631117e-05  -7.639618e-05   0.000000e+00   0.000000e+00   4.745542e+01   2.236495e+01 
     DL3CG6B   1.787266e+02  -7.896830e+00   8.445339e+00   1.176201e+01   2.136752e+01   -8.301723e-05  -7.639618e-05   0.000000e+00   0.000000e+00   4.746335e+01   2.236892e+01 
   SL3G6C06B   1.789266e+02  -8.974195e+00   7.768389e+00   1.513622e+01   1.812477e+01   -9.829646e-05  -7.639618e-05   0.000000e+00   0.000000e+00   4.747834e+01   2.237909e+01 
     DL3BG6B   1.790841e+02  -9.822621e+00   7.235290e+00   1.809672e+01   1.576169e+01   -1.103289e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.748785e+01   2.238841e+01 
        DSCH   1.791841e+02  -1.036130e+01   6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.749309e+01   2.239506e+01 
  CL2YG6C06B   1.791841e+02  -1.036130e+01   6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.749309e+01   2.239506e+01 
  CL2XG6C06B   1.791841e+02  -1.036130e+01   6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.749309e+01   2.239506e+01 
        DSCH   1.792841e+02  -1.089999e+01   6.558340e+00   2.224124e+01   1.300297e+01   -1.256081e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.749782e+01   2.240238e+01 
     DL3AG6B   1.794862e+02  -1.198866e+01   5.874282e+00   2.686704e+01   1.049033e+01   -1.410478e-04  -7.639618e-05   0.000000e+00   0.000000e+00   4.750609e+01   2.241968e+01 
   QL2G6C06B   1.799462e+02   1.077128e+01  -1.939233e+00   2.750900e+01   8.876291e+00   -1.485172e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.752198e+01   2.247040e+01 
     DL2CG6B   1.801902e+02   9.733328e+00  -2.070098e+00   2.250588e+01   9.854567e+00   -1.375526e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.753178e+01   2.249649e+01 
   SL2G6C06B   1.803902e+02   8.882549e+00  -2.177364e+00   1.878270e+01   1.070406e+01   -1.285652e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.754151e+01   2.251596e+01 
     DL2BG6B   1.805214e+02   8.324225e+00  -2.247757e+00   1.652432e+01   1.128486e+01   -1.226672e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.754896e+01   2.252791e+01 
        DSCH   1.806214e+02   7.898836e+00  -2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.755533e+01   2.253659e+01 
  CL1YG6C06B   1.806214e+02   7.898836e+00  -2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.755533e+01   2.253659e+01 
  CL1XG6C06B   1.806214e+02   7.898836e+00  -2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.755533e+01   2.253659e+01 
        DSCH   1.807214e+02   7.473446e+00  -2.355023e+00   1.336478e+01   1.220541e+01   -1.136797e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.756242e+01   2.254495e+01 
     DL2AG6B   1.808562e+02   6.900233e+00  -2.427294e+00   1.142793e+01   1.284983e+01   -1.076245e-04   4.493712e-05   0.000000e+00   0.000000e+00   4.757332e+01   2.255571e+01 
   QL1G6C06B   1.811242e+02   1.988660e+00   3.132248e+00   9.133881e+00   1.265323e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.760007e+01   2.257632e+01 
     DL1AG6B   1.812025e+02   1.946186e+00   3.065348e+00   8.825782e+00   1.216796e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.760879e+01   2.258263e+01 
   PL1G6C06B   1.812025e+02   1.946186e+00   3.065348e+00   8.825782e+00   1.216796e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.760879e+01   2.258263e+01 
      DBPM06   1.812902e+02   1.898612e+00   2.990417e+00   8.488593e+00   1.163686e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.761892e+01   2.259000e+01 
   SL1G6C06B   1.814902e+02   1.790120e+00   2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.764358e+01   2.260812e+01 
    GEG6C06B   1.814902e+02   1.790120e+00   2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.764358e+01   2.260812e+01 
    GSG1C07A   1.814902e+02   1.790120e+00   2.819536e+00   7.750847e+00   1.047487e+01   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.764358e+01   2.260812e+01 
     DL0BG1A   1.819367e+02   1.547900e+00   2.438027e+00   6.260354e+00   8.127267e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.770773e+01   2.265653e+01 
         DFT   1.819587e+02   1.535966e+00   2.419230e+00   6.192509e+00   8.020407e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.771126e+01   2.265926e+01 
   FL1G1C07A   1.819587e+02   1.535966e+00   2.419230e+00   6.192509e+00   8.020407e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.771126e+01   2.265926e+01 
         DFT   1.819807e+02   1.524032e+00   2.400433e+00   6.125189e+00   7.914375e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.771483e+01   2.266202e+01 
        DFT2   1.820317e+02   1.496366e+00   2.356859e+00   5.971149e+00   7.671753e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.772327e+01   2.266856e+01 
        DLDK   1.821267e+02   1.444833e+00   2.275690e+00   5.691735e+00   7.231661e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.773956e+01   2.268132e+01 
     DL01G1A   1.847902e+02   2.442491e-15  -3.552714e-15   1.843452e+00   1.170405e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.870494e+01   2.383809e+01 
   MK5G1C07A   1.847902e+02   2.442491e-15  -3.552714e-15   1.843452e+00   1.170405e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.870494e+01   2.383809e+01 
     DL02G1A   1.875879e+02  -1.517631e+00  -2.390351e+00   6.089298e+00   7.857844e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.969312e+01   2.501266e+01 
        DLDK   1.876829e+02  -1.569165e+00  -2.471520e+00   6.382543e+00   8.319721e+00   -1.016605e-04   5.856047e-17   0.000000e+00   0.000000e+00   4.970835e+01   2.502441e+01 
