Tune: 3.322128e+01 1.625978e+01
Chrom: 2.000000e+00 1.789887e+00 
Alpha_c: 3.627490e-04
 element        s            alphax         alphay         betax          betay            etax          etaxp           etay          etayp           phix           phiy     
      DBPM07   6.636310e+02  -1.988660e+00  -3.132248e+00   9.133881e+00   1.265323e+01   -1.016605e-04  -1.685528e-16   0.000000e+00   0.000000e+00   1.750511e+02   8.639779e+01 
   QL1G2C25A   6.638990e+02  -6.900233e+00   2.427294e+00   1.142793e+01   1.284983e+01   -1.076245e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.750778e+02   8.641841e+01 
     DL2AG2A   6.640338e+02  -7.473446e+00   2.355023e+00   1.336478e+01   1.220541e+01   -1.136797e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.750887e+02   8.642917e+01 
        DSCH   6.641338e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.750958e+02   8.643752e+01 
  CL1XG2C25A   6.641338e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.750958e+02   8.643752e+01 
  CL1YG2C25A   6.641338e+02  -7.898836e+00   2.301390e+00   1.490201e+01   1.173977e+01   -1.181735e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.750958e+02   8.643752e+01 
        DSCH   6.642338e+02  -8.324225e+00   2.247757e+00   1.652432e+01   1.128486e+01   -1.226672e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.751022e+02   8.644621e+01 
     DL2BG2A   6.643650e+02  -8.882549e+00   2.177364e+00   1.878270e+01   1.070406e+01   -1.285652e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.751096e+02   8.645815e+01 
   SL2G2C25A   6.645650e+02  -9.733328e+00   2.070098e+00   2.250588e+01   9.854567e+00   -1.375526e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.751194e+02   8.647762e+01 
     DL2CG2A   6.648090e+02  -1.077128e+01   1.939233e+00   2.750900e+01   8.876291e+00   -1.485172e-04  -4.493712e-05   0.000000e+00   0.000000e+00   1.751292e+02   8.650372e+01 
   QL2G2C25A   6.652690e+02   1.198866e+01  -5.874282e+00   2.686704e+01   1.049033e+01   -1.410478e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751451e+02   8.655443e+01 
     DL3AG2A   6.654711e+02   1.089999e+01  -6.558340e+00   2.224124e+01   1.300297e+01   -1.256081e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751533e+02   8.657174e+01 
        DSCH   6.655711e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751581e+02   8.657906e+01 
  CL2XG2C25A   6.655711e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751581e+02   8.657906e+01 
  CL2YG2C25A   6.655711e+02   1.036130e+01  -6.896815e+00   2.011511e+01   1.434848e+01   -1.179685e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751581e+02   8.657906e+01 
        DSCH   6.656711e+02   9.822621e+00  -7.235290e+00   1.809672e+01   1.576169e+01   -1.103289e-04   7.639618e-05   0.000000e+00   0.000000e+00   1.751633e+02   8.658571e+01 
     DL3BG2A   6.658286e+02   8.974195e+00  -7.768389e+00   1.513622e+01   1.812477e+01   -9.829646e-05   7.639618e-05   0.000000e+00   0.000000e+00   1.751728e+02   8.659503e+01 
   SL3G2C25A   6.660286e+02   7.896830e+00  -8.445339e+00   1.176201e+01   2.136752e+01   -8.301723e-05   7.639618e-05   0.000000e+00   0.000000e+00   1.751878e+02   8.660519e+01 
     DL3CG2A   6.661187e+02   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   1.751960e+02   8.660926e+01 
   PL2G2C25A   6.661187e+02   7.411585e+00  -8.750238e+00   1.038303e+01   2.291650e+01   -7.613546e-05   7.639618e-05   0.000000e+00   0.000000e+00   1.751960e+02   8.660926e+01 
      DBPM08   6.661946e+02   7.002617e+00  -9.007208e+00   9.288707e+00   2.426464e+01   -7.033546e-05   7.639618e-05   0.000000e+00   0.000000e+00   1.752037e+02   8.661248e+01 
   QL3G2C25A   6.664626e+02   2.974126e+00   1.218001e+00   6.708093e+00   2.643151e+01   -5.335806e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.752383e+02   8.662287e+01 
     DL4AG2A   6.670353e+02   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.753522e+02   8.664512e+01 
    GEG2C25A   6.670353e+02   2.133578e+00   1.164190e+00   3.782911e+00   2.506723e+01   -2.389238e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.753522e+02   8.664512e+01 
     DL4BG3A   6.670536e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.753571e+02   8.664585e+01 
    GSG3C25A   6.670536e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.753571e+02   8.664585e+01 
   MK1G3C25A   6.670536e+02   2.106719e+00   1.162471e+00   3.705314e+00   2.502465e+01   -2.295084e-05   5.145046e-05   0.000000e+00   0.000000e+00   1.753571e+02   8.664585e+01 
    B1G3C25A   6.696736e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.775318e+02   8.676524e+01 
    GEG3C25A   6.696736e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.775318e+02   8.676524e+01 
    GSG4C25A   6.696736e+02  -1.731614e+00   9.961724e-01   2.724333e+00   1.933780e+01    1.371692e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.775318e+02   8.676524e+01 
     DM1AG4A   6.701746e+02  -2.466928e+00   9.445547e-01   4.827802e+00   1.836550e+01    1.897075e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.776704e+02   8.679182e+01 
  SQMHG4C25A   6.702746e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.776901e+02   8.679730e+01 
  CM1XG4C25A   6.702746e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.776901e+02   8.679730e+01 
  CM1YG4C25A   6.702746e+02  -2.613697e+00   9.342518e-01   5.335865e+00   1.817762e+01    2.001942e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.776901e+02   8.679730e+01 
  SQMHG4C25A   6.703746e+02  -2.760467e+00   9.239489e-01   5.873281e+00   1.799180e+01    2.106809e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.777080e+02   8.680283e+01 
     DM1BG4A   6.706501e+02  -3.164816e+00   8.955643e-01   7.505697e+00   1.749052e+01    2.395718e-01   1.048670e-01   0.000000e+00   0.000000e+00   1.777495e+02   8.681836e+01 
   QM1G4C25A   6.708971e+02  -5.414352e+00   4.177852e+00   9.590429e+00   1.621627e+01    2.716488e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.777788e+02   8.683290e+01 
    DM2A2G4A   6.710986e+02  -6.051291e+00   3.948541e+00   1.190076e+01   1.457880e+01    3.030702e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.777977e+02   8.684601e+01 
   SM1G4C25A   6.712986e+02  -6.683488e+00   3.720937e+00   1.444771e+01   1.304490e+01    3.342576e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778129e+02   8.686051e+01 
        DFT1   6.715318e+02  -7.420630e+00   3.455551e+00   1.773679e+01   1.137135e+01    3.706222e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778275e+02   8.687966e+01 
         DFT   6.715538e+02  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778287e+02   8.688161e+01 
   FM1G4C25A   6.715538e+02  -7.490172e+00   3.430514e+00   1.806483e+01   1.121985e+01    3.740528e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778287e+02   8.688161e+01 
         DFT   6.715758e+02  -7.559713e+00   3.405478e+00   1.839593e+01   1.106946e+01    3.774835e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778299e+02   8.688358e+01 
    DM2B2G4A   6.718682e+02  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778441e+02   8.691260e+01 
   PM1G4C25A   6.718682e+02  -8.483986e+00   3.072720e+00   2.308711e+01   9.175236e+00    4.230795e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778441e+02   8.691260e+01 
      DBPM09   6.719526e+02  -8.750773e+00   2.976671e+00   2.454172e+01   8.664667e+00    4.362406e-01   1.559373e-01   0.000000e+00   0.000000e+00   1.778477e+02   8.692207e+01 
   QM2G4C25A   6.722346e+02   1.140882e-02   3.947127e-02   2.708958e+01   7.840723e+00    4.584074e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778584e+02   8.695684e+01 
     DM2CG4A   6.724186e+02   4.615655e-03   1.596749e-02   2.708663e+01   7.830523e+00    4.584064e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778652e+02   8.698033e+01 
  SM2HG4C25B   6.725436e+02   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778698e+02   8.699630e+01 
   MK3G4C25B   6.725436e+02   7.330506e-07   2.441191e-07   2.708605e+01   7.828527e+00    4.584057e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778698e+02   8.699630e+01 
  SM2HG4C25B   6.726686e+02  -4.614189e-03  -1.596700e-02   2.708663e+01   7.830522e+00    4.584050e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778745e+02   8.701226e+01 
     DM2CG4B   6.728526e+02  -1.140735e-02  -3.947078e-02   2.708957e+01   7.840723e+00    4.584040e-01  -5.619405e-06   0.000000e+00   0.000000e+00   1.778812e+02   8.703575e+01 
   QM2G4C25B   6.731346e+02   8.750774e+00  -2.976671e+00   2.454172e+01   8.664667e+00    4.362342e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.778920e+02   8.707052e+01 
    DM2B2G4B   6.736386e+02   7.157636e+00  -3.550233e+00   1.652388e+01   1.195423e+01    3.576370e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.779170e+02   8.712007e+01 
   SM1G4C25B   6.738386e+02   6.525439e+00  -3.777837e+00   1.378726e+01   1.341984e+01    3.264476e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.779303e+02   8.713586e+01 
    DM2A2G4B   6.741009e+02   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.779520e+02   8.715405e+01 
   PM1G4C25B   6.741009e+02   5.696439e+00  -4.076294e+00   1.058195e+01   1.547966e+01    2.855490e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.779520e+02   8.715405e+01 
      DBPM10   6.741901e+02   5.414352e+00  -4.177851e+00   9.590427e+00   1.621626e+01    2.716323e-01  -1.559469e-01   0.000000e+00   0.000000e+00   1.779609e+02   8.715969e+01 
   QM1G4C25B   6.744371e+02   3.164817e+00  -8.955637e-01   7.505694e+00   1.749052e+01    2.395526e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.779902e+02   8.717423e+01 
     DM1EG4B   6.745476e+02   3.002636e+00  -9.069484e-01   6.824190e+00   1.768969e+01    2.279633e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780057e+02   8.718052e+01 
        DFCH   6.746976e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780292e+02   8.718893e+01 
  CM1YG4C25B   6.746976e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780292e+02   8.718893e+01 
  CM1XG4C25B   6.746976e+02   2.782482e+00  -9.224028e-01   5.956423e+00   1.796410e+01    2.122313e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780292e+02   8.718893e+01 
        DFCH   6.748476e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780563e+02   8.719722e+01 
    GEG4C25B   6.748476e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780563e+02   8.719722e+01 
    GSG5C25B   6.748476e+02   2.562328e+00  -9.378572e-01   5.154701e+00   1.824314e+01    1.964993e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780563e+02   8.719722e+01 
    DM1DG5B2   6.749476e+02   2.415559e+00  -9.481601e-01   4.656912e+00   1.843174e+01    1.860113e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.780767e+02   8.720267e+01 
      DPWG5B   6.751476e+02   2.122020e+00  -9.687660e-01   3.749397e+00   1.881512e+01    1.650352e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.781246e+02   8.721341e+01 
    DM1CG5B2   6.754136e+02   1.731613e+00  -9.961717e-01   2.724330e+00   1.933780e+01    1.371371e-01  -1.048801e-01   0.000000e+00   0.000000e+00   1.782079e+02   8.722735e+01 
    B1G5C25B   6.780336e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.803826e+02   8.734674e+01 
   MK2G5C25B   6.780336e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.803826e+02   8.734674e+01 
    GEG5C25B   6.780336e+02  -2.106722e+00  -1.162470e+00   3.705319e+00   2.502465e+01   -8.917863e-05  -6.453164e-05   0.000000e+00   0.000000e+00   1.803826e+02   8.734674e+01 
     DH4CG6B   6.782499e+02  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804345e+02   8.735530e+01 
    GSG6C25B   6.782499e+02  -2.424243e+00  -1.182797e+00   4.685548e+00   2.553202e+01   -1.031394e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804345e+02   8.735530e+01 
        DFCH   6.783999e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804642e+02   8.736113e+01 
  CH2YG6C25B   6.783999e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804642e+02   8.736113e+01 
  CH2XG6C25B   6.783999e+02  -2.644397e+00  -1.196891e+00   5.445844e+00   2.588898e+01   -1.128192e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804642e+02   8.736113e+01 
        DFCH   6.785499e+02  -2.864551e+00  -1.210986e+00   6.272186e+00   2.625016e+01   -1.224989e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804899e+02   8.736689e+01 
     DH4BG6B   6.786136e+02  -2.957984e+00  -1.216967e+00   6.642849e+00   2.640472e+01   -1.266070e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.804998e+02   8.736930e+01 
   SH4G6C25B   6.788136e+02  -3.251523e+00  -1.235759e+00   7.884750e+00   2.689527e+01   -1.395133e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.805274e+02   8.737681e+01 
     DH4AG6B   6.789032e+02  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.805384e+02   8.738013e+01 
   PH2G6C25B   6.789032e+02  -3.383029e+00  -1.244178e+00   8.479206e+00   2.711747e+01   -1.452953e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.805384e+02   8.738013e+01 
      DBPM11   6.789796e+02  -3.495160e+00  -1.251357e+00   9.004699e+00   2.730813e+01   -1.502256e-04  -6.453164e-05   0.000000e+00   0.000000e+00   1.805471e+02   8.738293e+01 
   QH3G6C25B   6.792476e+02  -9.436519e+00   1.081047e+01   1.233187e+01   2.463302e+01   -1.774453e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.805731e+02   8.739305e+01 
     DH3BG6B   6.794336e+02  -1.079470e+01   9.920485e+00   1.609487e+01   2.077706e+01   -2.036208e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.805863e+02   8.740127e+01 
   SH3G6C25B   6.796336e+02  -1.225511e+01   8.963506e+00   2.070484e+01   1.700027e+01   -2.317664e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.805972e+02   8.741192e+01 
     DH3AG6B   6.798176e+02  -1.359869e+01   8.083086e+00   2.546193e+01   1.386369e+01   -2.576604e-04  -1.407283e-04   0.000000e+00   0.000000e+00   1.806052e+02   8.742390e+01 
   QH2G6C25B   6.802776e+02   4.765216e+00  -2.942886e-01   2.999421e+01   1.060461e+01   -2.809812e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806211e+02   8.746380e+01 
     DH2BG6B   6.807561e+02   4.387012e+00  -3.433183e-01   2.561486e+01   1.090970e+01   -2.609246e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806383e+02   8.750830e+01 
        DSCH   6.808561e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806423e+02   8.751744e+01 
  CH1YG6C25B   6.808561e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806423e+02   8.751744e+01 
  CH1XG6C25B   6.808561e+02   4.307972e+00  -3.535649e-01   2.474537e+01   1.097939e+01   -2.567331e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806423e+02   8.751744e+01 
        DSCH   6.809561e+02   4.228933e+00  -3.638114e-01   2.389168e+01   1.105113e+01   -2.525415e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806464e+02   8.752652e+01 
     DH2AG6B   6.810796e+02   4.131319e+00  -3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04   4.191555e-05   0.000000e+00   0.000000e+00   1.806517e+02   8.753765e+01 
   QH1G6C25B   6.813476e+02   2.449790e-01   1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806638e+02   8.756185e+01 
     DH1AG6B   6.814282e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806675e+02   8.756937e+01 
   PH1G6C25B   6.814282e+02   2.410431e-01   1.465791e+00   2.166487e+01   1.060134e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806675e+02   8.756937e+01 
      DBPM12   6.815136e+02   2.368717e-01   1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806715e+02   8.757752e+01 
   SH1G6C25B   6.817136e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806807e+02   8.759739e+01 
    GEG6C25B   6.817136e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806807e+02   8.759739e+01 
    GSG1C26A   6.817136e+02   2.271038e-01   1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.806807e+02   8.759739e+01 
      DH2G1A   6.821545e+02   2.055704e-01   1.250081e+00   2.134049e+01   8.628777e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.807013e+02   8.764538e+01 
         DFT   6.821765e+02   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.807024e+02   8.764794e+01 
   FH1G1C26A   6.821765e+02   2.044960e-01   1.243547e+00   2.133147e+01   8.573917e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.807024e+02   8.764794e+01 
         DFT   6.821985e+02   2.034215e-01   1.237013e+00   2.132249e+01   8.519345e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.807034e+02   8.765051e+01 
     DH01G1A   6.863636e+02  -7.632783e-15   6.439294e-15   2.047522e+01   3.367063e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.809041e+02   8.854147e+01 
   MK4G1C26A   6.863636e+02  -7.632783e-15   6.439294e-15   2.047522e+01   3.367063e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.809041e+02   8.854147e+01 
     DH02G1A   6.906574e+02  -2.097066e-01  -1.275233e+00   2.137566e+01   8.842646e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811108e+02   8.944725e+01 
         DFT   6.906794e+02  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811118e+02   8.944973e+01 
   FH2G1C26A   6.906794e+02  -2.107811e-01  -1.281767e+00   2.138491e+01   8.898900e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811118e+02   8.944973e+01 
         DFT   6.907014e+02  -2.118556e-01  -1.288301e+00   2.139421e+01   8.955441e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811128e+02   8.945219e+01 
      DH1G1A   6.910136e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811274e+02   8.948555e+01 
    GEG1C26A   6.910136e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811274e+02   8.948555e+01 
    GSG2C26A   6.910136e+02  -2.271038e-01  -1.381026e+00   2.153125e+01   9.788832e+00   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811274e+02   8.948555e+01 
   SH1G2C26A   6.912136e+02  -2.368717e-01  -1.440424e+00   2.162405e+01   1.035312e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811366e+02   8.950541e+01 
     DH1AG2A   6.912986e+02  -2.410230e-01  -1.465669e+00   2.166467e+01   1.060014e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811406e+02   8.951353e+01 
   PH1G2C26A   6.912986e+02  -2.410230e-01  -1.465669e+00   2.166467e+01   1.060014e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811406e+02   8.951353e+01 
      DBPM01   6.913796e+02  -2.449790e-01  -1.489726e+00   2.170404e+01   1.083953e+01   -2.417697e-04  -1.672314e-16   0.000000e+00   0.000000e+00   1.811443e+02   8.952108e+01 
   QH1G2C26A   6.916476e+02  -4.131319e+00   3.764659e-01   2.285918e+01   1.114255e+01   -2.473649e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811564e+02   8.954528e+01 
     DH2AG2A   6.917961e+02  -4.248693e+00   3.612498e-01   2.410362e+01   1.103300e+01   -2.535894e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811628e+02   8.955868e+01 
  SQHHG2C26A   6.918961e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811668e+02   8.956777e+01 
  CH1XG2C26A   6.918961e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811668e+02   8.956777e+01 
  CH1YG2C26A   6.918961e+02  -4.327732e+00   3.510032e-01   2.496126e+01   1.096178e+01   -2.577809e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811668e+02   8.956777e+01 
  SQHHG2C26A   6.919961e+02  -4.406772e+00   3.407567e-01   2.583471e+01   1.089260e+01   -2.619725e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811708e+02   8.957692e+01 
     DH2BG2A   6.924496e+02  -4.765216e+00   2.942886e-01   2.999421e+01   1.060461e+01   -2.809812e-04  -4.191555e-05   0.000000e+00   0.000000e+00   1.811871e+02   8.961913e+01 
   QH2G2C26A   6.929096e+02   1.359869e+01  -8.083086e+00   2.546193e+01   1.386369e+01   -2.576604e-04   1.407283e-04   0.000000e+00   0.000000e+00   1.812029e+02   8.965903e+01 
     DH3AG2A   6.930936e+02   1.225511e+01  -8.963506e+00   2.070484e+01   1.700027e+01   -2.317664e-04   1.407283e-04   0.000000e+00   0.000000e+00   1.812109e+02   8.967102e+01 
   SH3G2C26A   6.932936e+02   1.079470e+01  -9.920485e+00   1.609487e+01   2.077706e+01   -2.036208e-04   1.407283e-04   0.000000e+00   0.000000e+00   1.812219e+02   8.968166e+01 
     DH3BG2A   6.934796e+02   9.436519e+00  -1.081047e+01   1.233187e+01   2.463302e+01   -1.774453e-04   1.407283e-04   0.000000e+00   0.000000e+00   1.812351e+02   8.968988e+01 
   QH3G2C26A   6.937476e+02   3.495160e+00   1.251357e+00   9.004699e+00   2.730813e+01   -1.502256e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.812610e+02   8.970000e+01 
     DH4AG2A   6.938236e+02   3.383586e+00   1.244214e+00   8.481777e+00   2.711841e+01   -1.453199e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.812697e+02   8.970279e+01 
   PH2G2C26A   6.938236e+02   3.383586e+00   1.244214e+00   8.481777e+00   2.711841e+01   -1.453199e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.812697e+02   8.970279e+01 
      DBPM02   6.939136e+02   3.251523e+00   1.235759e+00   7.884750e+00   2.689527e+01   -1.395133e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.812807e+02   8.970612e+01 
   SH4G2C26A   6.941136e+02   2.957984e+00   1.216967e+00   6.642849e+00   2.640472e+01   -1.266070e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.813084e+02   8.971363e+01 
     DH4BG2A   6.943621e+02   2.593262e+00   1.193618e+00   5.263364e+00   2.580569e+01   -1.105709e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.813504e+02   8.972315e+01 
        DFCH   6.945121e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.813812e+02   8.972900e+01 
  CH2XG2C26A   6.945121e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.813812e+02   8.972900e+01 
  CH2YG2C26A   6.945121e+02   2.373108e+00   1.179524e+00   4.518408e+00   2.544972e+01   -1.008911e-04   6.453164e-05   0.000000e+00   0.000000e+00   1.813812e+02   8.972900e+01 
