# 2011-04-13T18:38:43
SR:C07-MG:G04B{Sext:M2}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=SM2G4C07B, ELEM_NAME=SM2G4C07B, ELEM_TYPE=SEXT, GIRDER=G4, LENGTH=0.25, ORDINAL=813, S_POSITION=197.494, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G04B{VCor:M1}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=CM1G4C07B, ELEM_NAME=CYM1G4C07B, ELEM_TYPE=TRIMY, GIRDER=G4, LENGTH=0.3, ORDINAL=825, S_POSITION=199.673, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C07-MG:G04B{VCor:M1}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=CM1G4C07B, ELEM_NAME=CYM1G4C07B, ELEM_TYPE=TRIMY, GIRDER=G4, LENGTH=0.3, ORDINAL=825, S_POSITION=199.673, SYMMETRY=B,; ~tags= HLA.EPUT HLA.Y
SR:C07-MG:G05B{Bend:1G}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=B1G5C07B, ELEM_NAME=B1G5C07B, ELEM_TYPE=DIPOLE, GIRDER=G5, LENGTH=2.62, ORDINAL=831, S_POSITION=202.859, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G05B{Bend:1G}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=B1G5C07B, ELEM_NAME=B1G5C07B, ELEM_TYPE=DIPOLE, GIRDER=G5, LENGTH=2.62, ORDINAL=831, S_POSITION=202.859, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{HCor:H1}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=CH1G6C07B, ELEM_NAME=CXH1G6C07B, ELEM_TYPE=TRIMX, GIRDER=G6, LENGTH=0.2, ORDINAL=850, S_POSITION=205.781, SYMMETRY=B,; ~tags= HLA.EGET HLA.X
SR:C07-MG:G06B{HCor:H1}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=CH1G6C07B, ELEM_NAME=CXH1G6C07B, ELEM_TYPE=TRIMX, GIRDER=G6, LENGTH=0.2, ORDINAL=850, S_POSITION=205.781, SYMMETRY=B,; ~tags= HLA.EPUT HLA.X
SR:C07-MG:G06B{HCor:H2}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=CH2G6C07B, ELEM_NAME=CXH2G6C07B, ELEM_TYPE=TRIMX, GIRDER=G6, LENGTH=0.3, ORDINAL=836, S_POSITION=203.375, SYMMETRY=B,; ~tags= HLA.EGET HLA.X
SR:C07-MG:G06B{HCor:H2}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=CH2G6C07B, ELEM_NAME=CXH2G6C07B, ELEM_TYPE=TRIMX, GIRDER=G6, LENGTH=0.3, ORDINAL=836, S_POSITION=203.375, SYMMETRY=B,; ~tags= HLA.EPUT HLA.X
SR:C07-MG:G06B{Quad:H1}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=QH1G6C07B, ELEM_NAME=QH1G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.275, ORDINAL=853, S_POSITION=206.176, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Quad:H1}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=QH1G6C07B, ELEM_NAME=QH1G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.275, ORDINAL=853, S_POSITION=206.176, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{Quad:H2}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=QH2G6C07B, ELEM_NAME=QH2G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.448, ORDINAL=847, S_POSITION=205.097, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Quad:H2}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=QH2G6C07B, ELEM_NAME=QH2G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.448, ORDINAL=847, S_POSITION=205.097, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{Quad:H3}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=QH3G6C07B, ELEM_NAME=QH3G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.275, ORDINAL=843, S_POSITION=204.076, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Quad:H3}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=QH3G6C07B, ELEM_NAME=QH3G6C07B, ELEM_TYPE=QUAD, GIRDER=G6, LENGTH=0.275, ORDINAL=843, S_POSITION=204.076, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{Sext:H1}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=SH1G6C07B, ELEM_NAME=SH1G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=857, S_POSITION=206.539, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Sext:H1}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=SH1G6C07B, ELEM_NAME=SH1G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=857, S_POSITION=206.539, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{Sext:H3}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=SH3G6C07B, ELEM_NAME=SH3G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=845, S_POSITION=204.459, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Sext:H3}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=SH3G6C07B, ELEM_NAME=SH3G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=845, S_POSITION=204.459, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{Sext:H4}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=SH4G6C07B, ELEM_NAME=SH4G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=839, S_POSITION=203.639, SYMMETRY=B,; ~tags= HLA.EGET
SR:C07-MG:G06B{Sext:H4}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=SH4G6C07B, ELEM_NAME=SH4G6C07B, ELEM_TYPE=SEXT, GIRDER=G6, LENGTH=0.2, ORDINAL=839, S_POSITION=203.639, SYMMETRY=B,; ~tags= HLA.EPUT
SR:C07-MG:G06B{VCor:H1}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=CH1G6C07B, ELEM_NAME=CYH1G6C07B, ELEM_TYPE=TRIMY, GIRDER=G6, LENGTH=0.2, ORDINAL=851, S_POSITION=205.781, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C07-MG:G06B{VCor:H1}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=CH1G6C07B, ELEM_NAME=CYH1G6C07B, ELEM_TYPE=TRIMY, GIRDER=G6, LENGTH=0.2, ORDINAL=851, S_POSITION=205.781, SYMMETRY=B,; ~tags= HLA.EPUT HLA.Y
SR:C07-MG:G06B{VCor:H2}Fld-I; HANDLE=READBACK, CELL=C07, DEV_NAME=CH2G6C07B, ELEM_NAME=CYH2G6C07B, ELEM_TYPE=TRIMY, GIRDER=G6, LENGTH=0.3, ORDINAL=837, S_POSITION=203.375, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C07-MG:G06B{VCor:H2}Fld-SP; HANDLE=SETPOINT, CELL=C07, DEV_NAME=CH2G6C07B, ELEM_NAME=CYH2G6C07B, ELEM_TYPE=TRIMY, GIRDER=G6, LENGTH=0.3, ORDINAL=837, S_POSITION=203.375, SYMMETRY=B,; ~tags= HLA.EPUT HLA.Y
SR:C08-BI:G02A{BPM:H1}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags= HLA.X
SR:C08-BI:G02A{BPM:H1}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags= HLA.Y
SR:C08-BI:G02A{BPM:H1}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G02A{BPM:H1}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G02A{BPM:H1}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G02A{BPM:H1}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PH1G2C08A, ELEM_NAME=PH1G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=874, S_POSITION=216.124, SYMMETRY=A,; ~tags= HLA.EGET HLA.Y
SR:C08-BI:G02A{BPM:H2}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags= HLA.X
SR:C08-BI:G02A{BPM:H2}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags= HLA.Y
SR:C08-BI:G02A{BPM:H2}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G02A{BPM:H2}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G02A{BPM:H2}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMX, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G02A{BPM:H2}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PH2G2C08A, ELEM_NAME=PH2G2C08A, ELEM_TYPE=BPMY, GIRDER=G2, LENGTH=0.0, ORDINAL=888, S_POSITION=218.649, SYMMETRY=A,; ~tags= HLA.EGET HLA.Y
SR:C08-BI:G04A{BPM:M1}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags= HLA.X
SR:C08-BI:G04A{BPM:M1}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags= HLA.Y
SR:C08-BI:G04A{BPM:M1}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G04A{BPM:M1}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G04A{BPM:M1}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G04A{BPM:M1}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08A, ELEM_NAME=PM1G4C08A, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=914, S_POSITION=224.333, SYMMETRY=A,; ~tags= HLA.EGET HLA.Y
SR:C08-BI:G04B{BPM:M1}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags= HLA.X
SR:C08-BI:G04B{BPM:M1}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags= HLA.Y
SR:C08-BI:G04B{BPM:M1}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G04B{BPM:M1}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G04B{BPM:M1}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMX, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G04B{BPM:M1}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PM1G4C08B, ELEM_NAME=PM1G4C08B, ELEM_TYPE=BPMY, GIRDER=G4, LENGTH=0.0, ORDINAL=924, S_POSITION=226.566, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C08-BI:G06B{BPM:L1}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags= HLA.X
SR:C08-BI:G06B{BPM:L1}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags= HLA.Y
SR:C08-BI:G06B{BPM:L1}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G06B{BPM:L1}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G06B{BPM:L1}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G06B{BPM:L1}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PL1G6C08B, ELEM_NAME=PL1G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=961, S_POSITION=234.0, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C08-BI:G06B{BPM:L2}BBA:X; HANDLE=READBACK, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags= HLA.X
SR:C08-BI:G06B{BPM:L2}BBA:Y; HANDLE=READBACK, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags= HLA.Y
SR:C08-BI:G06B{BPM:L2}GOLDEN:X; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.X
SR:C08-BI:G06B{BPM:L2}GOLDEN:Y; HANDLE=SETPOINT, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags=HLA.OFFSET HLA.EPUT HLA.Y
SR:C08-BI:G06B{BPM:L2}SA:X-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMX, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags= HLA.EGET HLA.X
SR:C08-BI:G06B{BPM:L2}SA:Y-I; HANDLE=READBACK, CELL=C08, DEV_NAME=PL2G6C08B, ELEM_NAME=PL2G6C08B, ELEM_TYPE=BPMY, GIRDER=G6, LENGTH=0.0, ORDINAL=943, S_POSITION=231.436, SYMMETRY=B,; ~tags= HLA.EGET HLA.Y
SR:C08-MG:G01A{HFCor:FH1}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=FH1G1C08A, ELEM_NAME=FXH1G1C08A, ELEM_TYPE=TRIMX, GIRDER=G1, LENGTH=0.044, ORDINAL=862, S_POSITION=207.024, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-MG:G01A{HFCor:FH1}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=FH1G1C08A, ELEM_NAME=FXH1G1C08A, ELEM_TYPE=TRIMX, GIRDER=G1, LENGTH=0.044, ORDINAL=862, S_POSITION=207.024, SYMMETRY=A,; ~tags= HLA.EPUT HLA.X
SR:C08-MG:G01A{HFCor:FH2}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=FH2G1C08A, ELEM_NAME=FXH2G1C08A, ELEM_TYPE=TRIMX, GIRDER=G1, LENGTH=0.044, ORDINAL=867, S_POSITION=215.527, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-MG:G01A{HFCor:FH2}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=FH2G1C08A, ELEM_NAME=FXH2G1C08A, ELEM_TYPE=TRIMX, GIRDER=G1, LENGTH=0.044, ORDINAL=867, S_POSITION=215.527, SYMMETRY=A,; ~tags= HLA.EPUT HLA.X
SR:C08-MG:G01A{VFCor:FH1}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=FH1G1C08A, ELEM_NAME=FYH1G1C08A, ELEM_TYPE=TRIMY, GIRDER=G1, LENGTH=0.044, ORDINAL=863, S_POSITION=207.024, SYMMETRY=A,; ~tags= HLA.EGET HLA.Y
SR:C08-MG:G01A{VFCor:FH1}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=FH1G1C08A, ELEM_NAME=FYH1G1C08A, ELEM_TYPE=TRIMY, GIRDER=G1, LENGTH=0.044, ORDINAL=863, S_POSITION=207.024, SYMMETRY=A,; ~tags= HLA.EPUT HLA.Y
SR:C08-MG:G01A{VFCor:FH2}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=FH2G1C08A, ELEM_NAME=FYH2G1C08A, ELEM_TYPE=TRIMY, GIRDER=G1, LENGTH=0.044, ORDINAL=868, S_POSITION=215.527, SYMMETRY=A,; ~tags= HLA.EGET HLA.Y
SR:C08-MG:G01A{VFCor:FH2}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=FH2G1C08A, ELEM_NAME=FYH2G1C08A, ELEM_TYPE=TRIMY, GIRDER=G1, LENGTH=0.044, ORDINAL=868, S_POSITION=215.527, SYMMETRY=A,; ~tags= HLA.EPUT HLA.Y
SR:C08-MG:G02A{HCor:H2}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=CH2G2C08A, ELEM_NAME=CXH2G2C08A, ELEM_TYPE=TRIMX, GIRDER=G2, LENGTH=0.3, ORDINAL=893, S_POSITION=219.487, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-MG:G02A{HCor:H2}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=CH2G2C08A, ELEM_NAME=CXH2G2C08A, ELEM_TYPE=TRIMX, GIRDER=G2, LENGTH=0.3, ORDINAL=893, S_POSITION=219.487, SYMMETRY=A,; ~tags= HLA.EPUT HLA.X
SR:C08-MG:G02A{HCor:H}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=SQHG2C08A, ELEM_NAME=CXHG2C08A, ELEM_TYPE=TRIMX, GIRDER=G2, LENGTH=0.2, ORDINAL=879, S_POSITION=216.821, SYMMETRY=A,; ~tags= HLA.EGET HLA.X
SR:C08-MG:G02A{HCor:H}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=SQHG2C08A, ELEM_NAME=CXHG2C08A, ELEM_TYPE=TRIMX, GIRDER=G2, LENGTH=0.2, ORDINAL=879, S_POSITION=216.821, SYMMETRY=A,; ~tags= HLA.EPUT HLA.X
SR:C08-MG:G02A{Quad:H1}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=QH1G2C08A, ELEM_NAME=QH1G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.275, ORDINAL=876, S_POSITION=216.476, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{Quad:H1}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=QH1G2C08A, ELEM_NAME=QH1G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.275, ORDINAL=876, S_POSITION=216.476, SYMMETRY=A,; ~tags= HLA.EPUT
SR:C08-MG:G02A{Quad:H2}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=QH2G2C08A, ELEM_NAME=QH2G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.448, ORDINAL=882, S_POSITION=217.729, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{Quad:H2}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=QH2G2C08A, ELEM_NAME=QH2G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.448, ORDINAL=882, S_POSITION=217.729, SYMMETRY=A,; ~tags= HLA.EPUT
SR:C08-MG:G02A{Quad:H3}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=QH3G2C08A, ELEM_NAME=QH3G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.275, ORDINAL=886, S_POSITION=218.576, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{Quad:H3}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=QH3G2C08A, ELEM_NAME=QH3G2C08A, ELEM_TYPE=QUAD, GIRDER=G2, LENGTH=0.275, ORDINAL=886, S_POSITION=218.576, SYMMETRY=A,; ~tags= HLA.EPUT
SR:C08-MG:G02A{SQuad:H2}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=SQHG2C08A, ELEM_NAME=SQHG2C08A, ELEM_TYPE=SQUAD, GIRDER=G2, LENGTH=0.2, ORDINAL=878, S_POSITION=216.821, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{SQuad:H2}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=SQHG2C08A, ELEM_NAME=SQHG2C08A, ELEM_TYPE=SQUAD, GIRDER=G2, LENGTH=0.2, ORDINAL=878, S_POSITION=216.821, SYMMETRY=A,; ~tags= HLA.EPUT
SR:C08-MG:G02A{Sext:H1}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=SH1G2C08A, ELEM_NAME=SH1G2C08A, ELEM_TYPE=SEXT, GIRDER=G2, LENGTH=0.2, ORDINAL=872, S_POSITION=216.039, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{Sext:H1}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=SH1G2C08A, ELEM_NAME=SH1G2C08A, ELEM_TYPE=SEXT, GIRDER=G2, LENGTH=0.2, ORDINAL=872, S_POSITION=216.039, SYMMETRY=A,; ~tags= HLA.EPUT
SR:C08-MG:G02A{Sext:H3}Fld-I; HANDLE=READBACK, CELL=C08, DEV_NAME=SH3G2C08A, ELEM_NAME=SH3G2C08A, ELEM_TYPE=SEXT, GIRDER=G2, LENGTH=0.2, ORDINAL=884, S_POSITION=218.119, SYMMETRY=A,; ~tags= HLA.EGET
SR:C08-MG:G02A{Sext:H3}Fld-SP; HANDLE=SETPOINT, CELL=C08, DEV_NAME=SH3G2C08A, ELEM_NAME=SH3G2C08A, ELEM_TYPE=SEXT, GIRDER=G2, LENGTH=0.2, ORDINAL=884, S_POSITION=218.119, SYMMETRY=A,; ~tags= HLA.EPUT
