# Author : 
# This simulation we only use 14 PS   Tue 20 Jan 2015 06:17:23EPU57v2ModePara, 28_6,  Gap: 16, Phase:28_6residual kick map after correction
# Undulator Length [m]
3.5
# Number of Horizontal Points
61
# Number of Vertical Points
21
# Horizontal Kick [micro-rad]
START
 	-0.03	-0.029	-0.028	-0.027	-0.026	-0.025	-0.024	-0.023	-0.022	-0.021	-0.02	-0.019	-0.018	-0.017	-0.016	-0.015	-0.014	-0.013	-0.012	-0.011	-0.01	-0.009	-0.008	-0.007	-0.006	-0.005	-0.004	-0.003	-0.002	-0.001	0	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.011	0.012	0.013	0.014	0.015	0.016	0.017	0.018	0.019	0.02	0.021	0.022	0.023	0.024	0.025	0.026	0.027	0.028	0.029	0.03
0.005	-28.76241	-22.62071	-13.92786	-7.47393	-4.20138	-3.2078	-3.6221	-4.78714	-5.87345	-5.52865	-2.557772	1.71505	4.1852	3.43118	0.979791	-1.113922	-1.781861	-1.63726	-1.711109	-1.918257	-2.025394	-2.427588	-2.798917	-2.06605	1.942247	11.95403	24.11264	27.27264	16.00271	3.078441	-0.0001354284	-3.078988	-16.00225	-27.27265	-24.11231	-11.9538	-1.942846	2.065914	2.79924	2.427647	2.025619	1.918552	1.711031	1.636907	1.781804	1.113988	-0.979804	-3.43127	-4.18538	-1.71487	2.558047	5.52841	5.87356	4.78763	3.62226	3.20781	4.20136	7.4739	13.92751	22.62054	28.76242
0.0045	-21.05719	-16.79492	-11.12238	-6.61417	-4.11254	-3.25924	-3.47086	-4.18269	-4.70946	-4.16114	-2.003627	0.865708	2.612804	2.349799	0.8548	-0.57395	-1.207808	-1.272118	-1.295276	-1.355707	-1.398902	-1.506156	-1.347474	-0.0416538	3.837	11.15417	18.87422	20.56135	13.75859	4.96319	-0.0000836051	-4.96293	-13.75858	-20.56121	-18.87348	-11.15397	-3.83703	0.041389	1.347657	1.506076	1.398923	1.355885	1.295208	1.271748	1.20777	0.574027	-0.854912	-2.349771	-2.612978	-0.865667	2.003651	4.16103	4.70945	4.18246	3.47088	3.25924	4.11241	6.6142	11.12263	16.79485	21.05714
0.004	-15.53433	-12.35986	-8.47393	-5.32858	-3.51744	-2.887858	-3.034015	-3.4956	-3.73769	-3.1878	-1.619234	0.352686	1.614779	1.595878	0.700755	-0.2650908	-0.793715	-0.929905	-0.943852	-0.938713	-0.913669	-0.835264	-0.398116	1.055468	4.35467	9.57347	14.48343	15.35133	11.00056	4.84299	-0.0000521464	-4.84271	-11.00092	-15.35062	-14.48373	-9.57343	-4.3548	-1.055623	0.398275	0.835156	0.913682	0.938615	0.94391	0.93001	0.793786	0.2649739	-0.700759	-1.59586	-1.614845	-0.352654	1.619255	3.18781	3.73777	3.49558	3.034127	2.887742	3.51739	5.32876	8.47392	12.35957	15.53429
0.0035	-11.46092	-8.9484	-6.15277	-3.9359	-2.675925	-2.280147	-2.442797	-2.790704	-2.917559	-2.456268	-1.323462	0.0546259	0.980843	1.078257	0.556393	-0.0871883	-0.498182	-0.644401	-0.660419	-0.63027	-0.563852	-0.392467	0.1380453	1.482886	4.07727	7.70063	10.79291	11.17968	8.29084	3.97963	-0.0000332518	-3.98	-8.29083	-11.17964	-10.79324	-7.70059	-4.07745	-1.482971	-0.1379131	0.392666	0.563918	0.630344	0.660329	0.644434	0.497983	0.0869179	-0.556304	-1.078242	-0.980819	-0.0546861	1.323395	2.456444	2.917563	2.790712	2.442652	2.280227	2.676001	3.9358	6.15281	8.9485	11.46082
0.003	-8.40777	-6.31334	-4.19935	-2.606672	-1.761338	-1.574623	-1.794152	-2.113559	-2.222989	-1.883873	-1.078294	-0.1058727	0.581628	0.72779	0.436997	0.01608643	-0.2889341	-0.420966	-0.44122	-0.4089	-0.331035	-0.1381063	0.364439	1.471552	3.38474	5.81494	7.71276	7.81869	5.87615	2.934157	-0.00002171868	-2.933875	-5.87615	-7.81898	-7.71273	-5.81522	-3.38501	-1.471643	-0.364504	0.1381641	0.331007	0.409008	0.441376	0.420735	0.2889969	-0.01624965	-0.436929	-0.727852	-0.581538	0.106036	1.078237	1.883952	2.223065	2.113567	1.794161	1.574669	1.761298	2.606731	4.19936	6.31331	8.40775
0.0025	-6.1095	-4.28509	-2.604989	-1.428943	-0.883481	-0.868372	-1.15975	-1.497409	-1.639925	-1.42728	-0.868985	-0.1805128	0.334468	0.494418	0.34548	0.0764742	-0.1429509	-0.2534713	-0.2791571	-0.2572082	-0.1913596	-0.02436318	0.381926	1.207675	2.527022	4.07853	5.184	5.13605	3.85014	1.946297	-0.00001453672	-1.946017	-3.85043	-5.13604	-5.18359	-4.07857	-2.527075	-1.207594	-0.381702	0.02440358	0.1913859	0.2572312	0.2791477	0.2534298	0.1430001	-0.0765132	-0.345482	-0.494378	-0.334422	0.1805284	0.868998	1.427288	1.639925	1.497419	1.159649	0.868381	0.883479	1.428943	2.605034	4.28513	6.10952
0.002	-4.39558	-2.74767	-1.345831	-0.445226	-0.1101184	-0.2277219	-0.589377	-0.966221	-1.162455	-1.064493	-0.691986	-0.2040271	0.185603	0.342251	0.2792658	0.1120728	-0.0428488	-0.1330597	-0.1643142	-0.1590621	-0.1196217	-0.00436076	0.2784634	0.832003	1.668297	2.585127	3.16637	3.042562	2.230263	1.112416	-9.79343e-6	-1.11243	-2.230548	-3.042692	-3.16637	-2.585017	-1.668511	-0.832011	-0.2784506	0.00447059	0.1196415	0.1591628	0.164297	0.1330414	0.0428776	-0.1120741	-0.2792963	-0.342221	-0.1856393	0.20404	0.691949	1.064453	1.16246	0.966248	0.589318	0.2277015	0.1101215	0.445252	1.345784	2.747574	4.39563
0.0015	-3.154409	-1.620704	-0.396075	0.325822	0.518452	0.3040914	-0.1174436	-0.537532	-0.789152	-0.785666	-0.548796	-0.200859	0.0994337	0.2460786	0.2339709	0.1330847	0.02381311	-0.0503985	-0.0871324	-0.1001229	-0.092112	-0.035611	0.1261828	0.447899	0.91575	1.388053	1.629181	1.475607	1.0043	0.464111	-6.50286e-6	-0.464121	-1.004303	-1.475617	-1.629052	-1.388184	-0.915867	-0.448005	-0.1264424	0.0357079	0.091988	0.1001235	0.0871165	0.0503813	-0.02382832	-0.133082	-0.2339657	-0.2460683	-0.0994046	0.2008522	0.548806	0.785674	0.789148	0.537502	0.1174046	-0.3040339	-0.518429	-0.325796	0.396061	1.62077	3.154408
0.001	-2.312792	-0.850231	0.2661274	0.877461	0.979242	0.699583	0.2333166	-0.2234298	-0.520903	-0.587125	-0.44298	-0.1877266	0.0523468	0.1885131	0.2051632	0.1451498	0.065838	0.00259477	-0.0388445	-0.0678296	-0.0879001	-0.0830176	-0.02003327	0.1275029	0.337864	0.51803	0.548261	0.388253	0.1500758	0.00627998	-4.0228e-6	-0.00628693	-0.1500799	-0.387738	-0.548267	-0.518034	-0.33777	-0.1276005	0.0200428	0.083174	0.0879141	0.0677792	0.0388057	-0.00260578	-0.0658163	-0.145147	-0.2051525	-0.1885016	-0.0523383	0.1877302	0.442995	0.587135	0.520909	0.2234226	-0.2333262	-0.699547	-0.979268	-0.87746	-0.2661181	0.850203	2.312789
