# Author : 
# file created by CK Thu 8 Jan 2015 20:40:55EPU105ESMv2, LV, This simulation is to study the impact of having only 14 channels instead of 26, residual kick map after correction
# Undulator Length [m]
2.8
# Number of Horizontal Points
61
# Number of Vertical Points
21
# Horizontal Kick [micro-rad]
START
 	-0.03	-0.029	-0.028	-0.027	-0.026	-0.025	-0.024	-0.023	-0.022	-0.021	-0.02	-0.019	-0.018	-0.017	-0.016	-0.015	-0.014	-0.013	-0.012	-0.011	-0.01	-0.009	-0.008	-0.007	-0.006	-0.005	-0.004	-0.003	-0.002	-0.001	0.	0.001	0.002	0.003	0.004	0.005	0.006	0.007	0.008	0.009	0.01	0.011	0.012	0.013	0.014	0.015	0.016	0.017	0.018	0.019	0.02	0.021	0.022	0.023	0.024	0.025	0.026	0.027	0.028	0.029	0.03
0.005	-15.35539	-8.42901	-1.843662	2.192591	2.914974	0.718048	-3.60473	-9.12567	-14.42857	-17.00192	-14.66507	-9.20766	-4.4982	-1.587483	0.2055596	0.608269	0.0440732	-0.871183	-2.360542	-3.67445	-3.79679	-1.942311	3.66338	12.87355	23.34267	34.5702	44.9428	45.8842	30.86852	11.35751	0.002295632	-11.35373	-30.86768	-45.8871	-44.9445	-34.5688	-23.34022	-12.87115	-3.66205	1.942174	3.7957	3.67445	2.359759	0.870535	-0.0435304	-0.607716	-0.2053682	1.587669	4.49823	9.20738	14.66479	17.00166	14.42859	9.12568	3.60451	-0.71832	-2.915013	-2.19278	1.843581	8.42894	15.35548
0.0045	-9.25376	-3.7534	1.051936	3.76285	3.88068	1.696693	-2.121206	-6.7031	-10.8128	-12.75223	-11.39735	-7.82434	-4.27756	-1.755723	-0.2077393	0.319931	0.0796838	-0.57127	-1.512425	-2.221716	-1.954236	0.0446113	4.70455	11.84892	20.14323	28.58539	35.0655	34.5469	24.39377	10.72641	0.001409873	-10.72606	-24.39473	-34.5506	-35.0675	-28.58535	-20.14176	-11.84713	-4.70304	-0.0452444	1.954478	2.221085	1.512237	0.57064	-0.0795107	-0.319645	0.2083071	1.755715	4.27759	7.82432	11.39711	12.75246	10.81259	6.70289	2.121231	-1.697104	-3.88045	-3.76292	-1.051998	3.75317	9.25347
0.004	-4.51095	0.036103	3.68188	5.50138	5.19125	3.019139	-0.422268	-4.34092	-7.71408	-9.3809	-8.72011	-6.40068	-3.79639	-1.735622	-0.406785	0.1579963	0.1121552	-0.3046287	-0.886209	-1.227799	-0.7708	1.076922	4.82655	10.30388	16.62166	22.71638	26.72532	25.71641	18.65524	8.92322	0.000869329	-8.92103	-18.65349	-25.71683	-26.72867	-22.71447	-16.62069	-10.30238	-4.8264	-1.078079	0.770055	1.226952	0.885521	0.3042493	-0.1119238	-0.1578651	0.406896	1.735466	3.79635	6.40069	8.72011	9.38071	7.71409	4.34086	0.422118	-3.019209	-5.19102	-5.50136	-3.68177	-0.0360894	4.51109
0.0035	-0.780577	3.117812	5.99906	7.22689	6.63179	4.48233	1.321631	-2.14085	-5.06895	-6.64576	-6.4983	-5.05346	-3.19519	-1.577065	-0.463158	0.0833477	0.148573	-0.0974016	-0.451454	-0.591781	-0.09978	1.45414	4.36099	8.45264	13.08752	17.32723	19.75795	18.67789	13.73346	6.85047	0.000537461	-6.84985	-13.73268	-18.67997	-19.75876	-17.32727	-13.08699	-8.45271	-4.36088	-1.454402	0.0994373	0.591162	0.451475	0.0970483	-0.1488558	-0.0832609	0.463261	1.577053	3.19512	5.05356	6.49804	6.64577	5.06906	2.140843	-1.321691	-4.48231	-6.63177	-7.22702	-5.99929	-3.117762	0.780688
0.003	2.164269	5.61728	7.9919	8.83151	8.05673	5.94084	2.988692	-0.1650036	-2.830981	-4.40909	-4.65224	-3.83929	-2.564231	-1.336914	-0.428917	0.0667416	0.186173	0.0488158	-0.1728212	-0.2265606	0.1989916	1.405264	3.55344	6.49925	9.7564	12.58979	14.0026	13.03705	9.62333	4.89899	0.000332405	-4.89633	-9.62356	-13.03764	-14.00416	-12.58789	-9.75599	-6.49879	-3.55458	-1.404808	-0.1988176	0.2261171	0.1724495	-0.0489083	-0.1863535	-0.0665971	0.428922	1.337058	2.564327	3.83939	4.65218	4.40918	2.831152	0.1649509	-2.98874	-5.9407	-8.05685	-8.83149	-7.99177	-5.61698	-2.164366
0.0025	4.47672	7.62195	9.66018	10.2499	9.36876	7.29267	4.49504	1.54761	-0.969211	-2.590286	-3.13455	-2.786939	-1.96315	-1.063572	-0.3434	0.0847189	0.2205856	0.1429494	-0.0130962	-0.053162	0.2502087	1.104389	2.598725	4.61017	6.78019	8.56908	9.33115	8.55082	6.28339	3.21593	0.0002051181	-3.21569	-6.28244	-8.55121	-9.33251	-8.56917	-6.7799	-4.61147	-2.599228	-1.103981	-0.2502418	0.0533688	0.01275599	-0.1427275	-0.220799	-0.0848278	0.343659	1.063689	1.963232	2.786967	3.134445	2.590368	0.969229	-1.547588	-4.49507	-7.29262	-9.36879	-10.24989	-9.66025	-7.62233	-4.47685
0.002	6.26024	9.19467	11.01144	11.44284	10.50341	8.46795	5.78344	2.971919	0.53676	-1.141963	-1.916557	-1.911963	-1.431533	-0.795653	-0.2375795	0.1197799	0.249013	0.1964711	0.0633146	-0.00544573	0.1567906	0.6909	1.644848	2.918276	4.25429	5.2915	5.63858	5.0538	3.65257	1.852719	0.0001254522	-1.852573	-3.65266	-5.05509	-5.63982	-5.29251	-4.25413	-2.918026	-1.644667	-0.690809	-0.1564925	0.00537263	-0.0631099	-0.1965176	-0.2490717	-0.1197254	0.2376036	0.795717	1.431573	1.912083	1.916603	1.141936	-0.536738	-2.971891	-5.78348	-8.46795	-10.50339	-11.44288	-11.01153	-9.19488	-6.26032
0.0015	7.58649	10.37944	12.05289	12.38709	11.41876	9.4197	6.81606	4.09216	1.699016	-0.0355035	-0.981392	-1.224049	-0.995683	-0.561322	-0.1337745	0.1588271	0.2704374	0.2224987	0.0873643	-0.02644097	0.002038454	0.2679087	0.798464	1.515339	2.243778	2.755349	2.845259	2.439136	1.674713	0.81124	0.0000748921	-0.811152	-1.673702	-2.439284	-2.845395	-2.756319	-2.242815	-1.515191	-0.798324	-0.2678559	-0.001735732	0.02669527	-0.0874203	-0.2225274	-0.2704354	-0.1588005	0.133795	0.561439	0.995671	1.224095	0.981454	0.035529	-1.698972	-4.09216	-6.81604	-9.41969	-11.41874	-12.38715	-12.05287	-10.37952	-7.58658
0.001	8.50368	11.20624	12.79151	13.06889	12.08808	10.11779	7.5682	4.89825	2.525074	0.745587	-0.318834	-0.729005	-0.67344	-0.380913	-0.0487439	0.1926749	0.2851643	0.232259	0.0857145	-0.0724518	-0.1525155	-0.0858638	0.141475	0.470879	0.78549	0.953679	0.889702	0.623737	0.2991653	0.0822419	0.0000417824	-0.0821941	-0.2991942	-0.622803	-0.889777	-0.953697	-0.785433	-0.472025	-0.1417808	0.0862572	0.152522	0.0727204	-0.0857207	-0.232253	-0.2852479	-0.1927306	0.0487802	0.380958	0.673436	0.729063	0.318863	-0.745547	-2.525055	-4.89823	-7.56819	-10.1178	-12.08819	-13.06879	-12.79158	-11.20641	-8.50368
0.0005	9.04238	11.695	13.23257	13.48049	12.49554	10.54326	8.02488	5.38407	3.019244	1.210992	0.0767895	-0.430618	-0.47588	-0.2675916	0.00647101	0.2153044	0.293377	0.2347726	0.0765804	-0.1130106	-0.2619822	-0.318272	-0.2740981	-0.171984	-0.0966033	-0.1231398	-0.265394	-0.446006	-0.511634	-0.350402	0.00001838354	0.350423	0.510573	0.444955	0.265368	0.1231321	0.0966273	0.1720369	0.2733723	0.31865	0.2623136	0.1130114	-0.0768461	-0.2345344	-0.2935608	-0.215188	-0.00650692	0.2676282	0.475957	0.430633	-0.0767584	-1.210961	-3.019212	-5.38404	-8.02483	-10.54324	-12.4954	-13.48048	-13.23256	-11.695	-9.04237
0.	9.22015	11.85644	13.37922	13.61817	12.6321	10.68611	8.17794	5.54636	3.18374	1.365622	0.2083743	-0.330918	-0.409418	-0.2290073	0.02560088	0.2232521	0.2963086	0.2345426	0.0725499	-0.1286262	-0.3019441	-0.399599	-0.41438	-0.389624	-0.393104	-0.481497	-0.648917	-0.798879	-0.778879	-0.49271	-5.69852e-10	0.49271	0.778879	0.798878	0.647944	0.481507	0.39224	0.388805	0.415927	0.399967	0.3013088	0.1286444	-0.0725259	-0.2347551	-0.2960783	-0.223223	-0.02549791	0.2289789	0.409359	0.330951	-0.2083412	-1.365589	-3.18371	-5.54632	-8.17793	-10.68614	-12.6322	-13.61816	-13.37913	-11.85652	-9.21995
-0.0005	9.04228	11.69492	13.2325	13.48049	12.49548	10.54327	8.02488	5.38408	3.019243	1.210995	0.0767872	-0.430599	-0.475903	-0.2676016	0.00646581	0.2153944	0.2935811	0.2343232	0.076867	-0.1126983	-0.2622957	-0.317927	-0.2733622	-0.1720259	-0.0966276	-0.1231325	-0.2653591	-0.444949	-0.510573	-0.350423	-0.0000184591	0.350402	0.511635	0.444995	0.2654038	0.1231415	0.096605	0.1711758	0.2737248	0.318636	0.2623156	0.1130306	-0.0768286	-0.2345165	-0.2935538	-0.215275	-0.00651014	0.2676215	0.475933	0.430632	-0.0767574	-1.21096	-3.019212	-5.38405	-8.02483	-10.54324	-12.49546	-13.48048	-13.23256	-11.695	-9.04237
