#pv_name, el_idx_va, machine, cell, girder, handle, el_name_va, el_field_va, el_type_va
V:1-SR:C30-MG:G2{SH1:7}Fld:SP,7,V:1-SR,C30,G2,setpoint,SH1G2C30A,K,Sextupole
V:1-SR:C30-MG:G2{SH1:7}Fld:I,7,V:1-SR,C30,G2,readback,SH1G2C30A,K,Sextupole
V:1-SR:C30-BI:G2{BPM:9}SA:X,9,V:1-SR,C30,G2,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G2{BPM:9}SA:Y,9,V:1-SR,C30,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G2{QH1:11}Fld:SP,11,V:1-SR,C30,G2,setpoint,QH1G2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{QH1:11}Fld:I,11,V:1-SR,C30,G2,readback,QH1G2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{SQHH:13}Fld:SP,13,V:1-SR,C30,G2,setpoint,SQHHG2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{SQHH:13}Fld:I,13,V:1-SR,C30,G2,readback,SQHHG2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{CH:14}Fld:SP,14,V:1-SR,C30,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G2{CH:14}Fld:I,14,V:1-SR,C30,G2,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G2{CV:15}Fld:SP,15,V:1-SR,C30,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G2{CV:15}Fld:I,15,V:1-SR,C30,G2,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G2{SQHH:16}Fld:SP,16,V:1-SR,C30,G2,setpoint,SQHHG2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{SQHH:16}Fld:I,16,V:1-SR,C30,G2,readback,SQHHG2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{QH2:18}Fld:SP,18,V:1-SR,C30,G2,setpoint,QH2G2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{QH2:18}Fld:I,18,V:1-SR,C30,G2,readback,QH2G2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{SH3:20}Fld:SP,20,V:1-SR,C30,G2,setpoint,SH3G2C30A,K,Sextupole
V:1-SR:C30-MG:G2{SH3:20}Fld:I,20,V:1-SR,C30,G2,readback,SH3G2C30A,K,Sextupole
V:1-SR:C30-MG:G2{QH3:22}Fld:SP,22,V:1-SR,C30,G2,setpoint,QH3G2C30A,K,Quadrupole
V:1-SR:C30-MG:G2{QH3:22}Fld:I,22,V:1-SR,C30,G2,readback,QH3G2C30A,K,Quadrupole
V:1-SR:C30-BI:G2{BPM:24}SA:X,24,V:1-SR,C30,G2,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G2{BPM:24}SA:Y,24,V:1-SR,C30,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G2{SH4:26}Fld:SP,26,V:1-SR,C30,G2,setpoint,SH4G2C30A,K,Sextupole
V:1-SR:C30-MG:G2{SH4:26}Fld:I,26,V:1-SR,C30,G2,readback,SH4G2C30A,K,Sextupole
V:1-SR:C30-MG:G2{CH:29}Fld:SP,29,V:1-SR,C30,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G2{CH:29}Fld:I,29,V:1-SR,C30,G2,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G2{CV:30}Fld:SP,30,V:1-SR,C30,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G2{CV:30}Fld:I,30,V:1-SR,C30,G2,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G3{B1:35}Fld:SP,35,V:1-SR,C30,G3,setpoint,B1G3C30A,T,Bending
V:1-SR:C30-MG:G3{B1:35}Fld:I,35,V:1-SR,C30,G3,readback,B1G3C30A,T,Bending
V:1-SR:C30-MG:G4{CH:40}Fld:SP,40,V:1-SR,C30,G4,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G4{CH:40}Fld:I,40,V:1-SR,C30,G4,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G4{CV:41}Fld:SP,41,V:1-SR,C30,G4,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G4{CV:41}Fld:I,41,V:1-SR,C30,G4,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G4{QM1:44}Fld:SP,44,V:1-SR,C30,G4,setpoint,QM1G4C30A,K,Quadrupole
V:1-SR:C30-MG:G4{QM1:44}Fld:I,44,V:1-SR,C30,G4,readback,QM1G4C30A,K,Quadrupole
V:1-SR:C30-MG:G4{SM1:46}Fld:SP,46,V:1-SR,C30,G4,setpoint,SM1G4C30A,K,Sextupole
V:1-SR:C30-MG:G4{SM1:46}Fld:I,46,V:1-SR,C30,G4,readback,SM1G4C30A,K,Sextupole
V:1-SR:C30-BI:G4{BPM:51}SA:X,51,V:1-SR,C30,G4,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G4{BPM:51}SA:Y,51,V:1-SR,C30,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G4{QM2:53}Fld:SP,53,V:1-SR,C30,G4,setpoint,QM2G4C30A,K,Quadrupole
V:1-SR:C30-MG:G4{QM2:53}Fld:I,53,V:1-SR,C30,G4,readback,QM2G4C30A,K,Quadrupole
V:1-SR:C30-MG:G4{SM2H:55}Fld:SP,55,V:1-SR,C30,G4,setpoint,SM2HG4C30B,K,Sextupole
V:1-SR:C30-MG:G4{SM2H:55}Fld:I,55,V:1-SR,C30,G4,readback,SM2HG4C30B,K,Sextupole
V:1-SR:C30-MG:G4{SM2H:56}Fld:SP,56,V:1-SR,C30,G4,setpoint,SM2HG4C30B,K,Sextupole
V:1-SR:C30-MG:G4{SM2H:56}Fld:I,56,V:1-SR,C30,G4,readback,SM2HG4C30B,K,Sextupole
V:1-SR:C30-MG:G4{QM2:58}Fld:SP,58,V:1-SR,C30,G4,setpoint,QM2G4C30B,K,Quadrupole
V:1-SR:C30-MG:G4{QM2:58}Fld:I,58,V:1-SR,C30,G4,readback,QM2G4C30B,K,Quadrupole
V:1-SR:C30-MG:G4{SM1:60}Fld:SP,60,V:1-SR,C30,G4,setpoint,SM1G4C30B,K,Sextupole
V:1-SR:C30-MG:G4{SM1:60}Fld:I,60,V:1-SR,C30,G4,readback,SM1G4C30B,K,Sextupole
V:1-SR:C30-BI:G4{BPM:62}SA:X,62,V:1-SR,C30,G4,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G4{BPM:62}SA:Y,62,V:1-SR,C30,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G4{QM1:64}Fld:SP,64,V:1-SR,C30,G4,setpoint,QM1G4C30B,K,Quadrupole
V:1-SR:C30-MG:G4{QM1:64}Fld:I,64,V:1-SR,C30,G4,readback,QM1G4C30B,K,Quadrupole
V:1-SR:C30-MG:G4{CH:67}Fld:SP,67,V:1-SR,C30,G4,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G4{CH:67}Fld:I,67,V:1-SR,C30,G4,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G4{CV:68}Fld:SP,68,V:1-SR,C30,G4,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G4{CV:68}Fld:I,68,V:1-SR,C30,G4,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G5{B1:75}Fld:SP,75,V:1-SR,C30,G5,setpoint,B1G5C30B,T,Bending
V:1-SR:C30-MG:G5{B1:75}Fld:I,75,V:1-SR,C30,G5,readback,B1G5C30B,T,Bending
V:1-SR:C30-MG:G6{QL3:80}Fld:SP,80,V:1-SR,C30,G6,setpoint,QL3G6C30B,K,Quadrupole
V:1-SR:C30-MG:G6{QL3:80}Fld:I,80,V:1-SR,C30,G6,readback,QL3G6C30B,K,Quadrupole
V:1-SR:C30-BI:G6{BPM:82}SA:X,82,V:1-SR,C30,G6,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G6{BPM:82}SA:Y,82,V:1-SR,C30,G6,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G6{SL3:84}Fld:SP,84,V:1-SR,C30,G6,setpoint,SL3G6C30B,K,Sextupole
V:1-SR:C30-MG:G6{SL3:84}Fld:I,84,V:1-SR,C30,G6,readback,SL3G6C30B,K,Sextupole
V:1-SR:C30-MG:G6{CH:87}Fld:SP,87,V:1-SR,C30,G6,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G6{CH:87}Fld:I,87,V:1-SR,C30,G6,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G6{CV:88}Fld:SP,88,V:1-SR,C30,G6,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G6{CV:88}Fld:I,88,V:1-SR,C30,G6,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G6{QL2:91}Fld:SP,91,V:1-SR,C30,G6,setpoint,QL2G6C30B,K,Quadrupole
V:1-SR:C30-MG:G6{QL2:91}Fld:I,91,V:1-SR,C30,G6,readback,QL2G6C30B,K,Quadrupole
V:1-SR:C30-MG:G6{SL2:93}Fld:SP,93,V:1-SR,C30,G6,setpoint,SL2G6C30B,K,Sextupole
V:1-SR:C30-MG:G6{SL2:93}Fld:I,93,V:1-SR,C30,G6,readback,SL2G6C30B,K,Sextupole
V:1-SR:C30-MG:G6{CH:96}Fld:SP,96,V:1-SR,C30,G6,setpoint,CH,,Horizontal Corrector
V:1-SR:C30-MG:G6{CH:96}Fld:I,96,V:1-SR,C30,G6,readback,CH,,Horizontal Corrector
V:1-SR:C30-MG:G6{CV:97}Fld:SP,97,V:1-SR,C30,G6,setpoint,CV,,Vertical Corrector
V:1-SR:C30-MG:G6{CV:97}Fld:I,97,V:1-SR,C30,G6,readback,CV,,Vertical Corrector
V:1-SR:C30-MG:G6{QL1:100}Fld:SP,100,V:1-SR,C30,G6,setpoint,QL1G6C30B,K,Quadrupole
V:1-SR:C30-MG:G6{QL1:100}Fld:I,100,V:1-SR,C30,G6,readback,QL1G6C30B,K,Quadrupole
V:1-SR:C30-BI:G6{BPM:102}SA:X,102,V:1-SR,C30,G6,X,BPM,,Beam Position Monitor
V:1-SR:C30-BI:G6{BPM:102}SA:Y,102,V:1-SR,C30,G6,Y,BPM,,Beam Position Monitor
V:1-SR:C30-MG:G6{SL1:104}Fld:SP,104,V:1-SR,C30,G6,setpoint,SL1G6C30B,K,Sextupole
V:1-SR:C30-MG:G6{SL1:104}Fld:I,104,V:1-SR,C30,G6,readback,SL1G6C30B,K,Sextupole
V:1-SR:C01-MG:G2{SL1:121}Fld:SP,121,V:1-SR,C01,G2,setpoint,SL1G2C01A,K,Sextupole
V:1-SR:C01-MG:G2{SL1:121}Fld:I,121,V:1-SR,C01,G2,readback,SL1G2C01A,K,Sextupole
V:1-SR:C01-BI:G2{BPM:123}SA:X,123,V:1-SR,C01,G2,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G2{BPM:123}SA:Y,123,V:1-SR,C01,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G2{QL1:125}Fld:SP,125,V:1-SR,C01,G2,setpoint,QL1G2C01A,K,Quadrupole
V:1-SR:C01-MG:G2{QL1:125}Fld:I,125,V:1-SR,C01,G2,readback,QL1G2C01A,K,Quadrupole
V:1-SR:C01-MG:G2{CH:128}Fld:SP,128,V:1-SR,C01,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G2{CH:128}Fld:I,128,V:1-SR,C01,G2,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G2{CV:129}Fld:SP,129,V:1-SR,C01,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G2{CV:129}Fld:I,129,V:1-SR,C01,G2,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G2{SL2:132}Fld:SP,132,V:1-SR,C01,G2,setpoint,SL2G2C01A,K,Sextupole
V:1-SR:C01-MG:G2{SL2:132}Fld:I,132,V:1-SR,C01,G2,readback,SL2G2C01A,K,Sextupole
V:1-SR:C01-MG:G2{QL2:134}Fld:SP,134,V:1-SR,C01,G2,setpoint,QL2G2C01A,K,Quadrupole
V:1-SR:C01-MG:G2{QL2:134}Fld:I,134,V:1-SR,C01,G2,readback,QL2G2C01A,K,Quadrupole
V:1-SR:C01-MG:G2{CH:137}Fld:SP,137,V:1-SR,C01,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G2{CH:137}Fld:I,137,V:1-SR,C01,G2,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G2{CV:138}Fld:SP,138,V:1-SR,C01,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G2{CV:138}Fld:I,138,V:1-SR,C01,G2,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G2{SL3:141}Fld:SP,141,V:1-SR,C01,G2,setpoint,SL3G2C01A,K,Sextupole
V:1-SR:C01-MG:G2{SL3:141}Fld:I,141,V:1-SR,C01,G2,readback,SL3G2C01A,K,Sextupole
V:1-SR:C01-BI:G2{BPM:143}SA:X,143,V:1-SR,C01,G2,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G2{BPM:143}SA:Y,143,V:1-SR,C01,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G2{QL3:145}Fld:SP,145,V:1-SR,C01,G2,setpoint,QL3G2C01A,K,Quadrupole
V:1-SR:C01-MG:G2{QL3:145}Fld:I,145,V:1-SR,C01,G2,readback,QL3G2C01A,K,Quadrupole
V:1-SR:C01-MG:G3{B1:150}Fld:SP,150,V:1-SR,C01,G3,setpoint,B1G3C01A,T,Bending
V:1-SR:C01-MG:G3{B1:150}Fld:I,150,V:1-SR,C01,G3,readback,B1G3C01A,T,Bending
V:1-SR:C01-MG:G4{SQMH:154}Fld:SP,154,V:1-SR,C01,G4,setpoint,SQMHG4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{SQMH:154}Fld:I,154,V:1-SR,C01,G4,readback,SQMHG4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{CH:155}Fld:SP,155,V:1-SR,C01,G4,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G4{CH:155}Fld:I,155,V:1-SR,C01,G4,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G4{CV:156}Fld:SP,156,V:1-SR,C01,G4,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G4{CV:156}Fld:I,156,V:1-SR,C01,G4,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G4{SQMH:157}Fld:SP,157,V:1-SR,C01,G4,setpoint,SQMHG4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{SQMH:157}Fld:I,157,V:1-SR,C01,G4,readback,SQMHG4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{QM1:159}Fld:SP,159,V:1-SR,C01,G4,setpoint,QM1G4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{QM1:159}Fld:I,159,V:1-SR,C01,G4,readback,QM1G4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{SM1:161}Fld:SP,161,V:1-SR,C01,G4,setpoint,SM1G4C01A,K,Sextupole
V:1-SR:C01-MG:G4{SM1:161}Fld:I,161,V:1-SR,C01,G4,readback,SM1G4C01A,K,Sextupole
V:1-SR:C01-BI:G4{BPM:166}SA:X,166,V:1-SR,C01,G4,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G4{BPM:166}SA:Y,166,V:1-SR,C01,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G4{QM2:168}Fld:SP,168,V:1-SR,C01,G4,setpoint,QM2G4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{QM2:168}Fld:I,168,V:1-SR,C01,G4,readback,QM2G4C01A,K,Quadrupole
V:1-SR:C01-MG:G4{SM2H:170}Fld:SP,170,V:1-SR,C01,G4,setpoint,SM2HG4C01B,K,Sextupole
V:1-SR:C01-MG:G4{SM2H:170}Fld:I,170,V:1-SR,C01,G4,readback,SM2HG4C01B,K,Sextupole
V:1-SR:C01-MG:G4{SM2H:171}Fld:SP,171,V:1-SR,C01,G4,setpoint,SM2HG4C01B,K,Sextupole
V:1-SR:C01-MG:G4{SM2H:171}Fld:I,171,V:1-SR,C01,G4,readback,SM2HG4C01B,K,Sextupole
V:1-SR:C01-MG:G4{QM2:173}Fld:SP,173,V:1-SR,C01,G4,setpoint,QM2G4C01B,K,Quadrupole
V:1-SR:C01-MG:G4{QM2:173}Fld:I,173,V:1-SR,C01,G4,readback,QM2G4C01B,K,Quadrupole
V:1-SR:C01-MG:G4{SM1:175}Fld:SP,175,V:1-SR,C01,G4,setpoint,SM1G4C01B,K,Sextupole
V:1-SR:C01-MG:G4{SM1:175}Fld:I,175,V:1-SR,C01,G4,readback,SM1G4C01B,K,Sextupole
V:1-SR:C01-BI:G4{BPM:177}SA:X,177,V:1-SR,C01,G4,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G4{BPM:177}SA:Y,177,V:1-SR,C01,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G4{QM1:179}Fld:SP,179,V:1-SR,C01,G4,setpoint,QM1G4C01B,K,Quadrupole
V:1-SR:C01-MG:G4{QM1:179}Fld:I,179,V:1-SR,C01,G4,readback,QM1G4C01B,K,Quadrupole
V:1-SR:C01-MG:G4{CH:182}Fld:SP,182,V:1-SR,C01,G4,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G4{CH:182}Fld:I,182,V:1-SR,C01,G4,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G4{CV:183}Fld:SP,183,V:1-SR,C01,G4,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G4{CV:183}Fld:I,183,V:1-SR,C01,G4,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G5{B1:190}Fld:SP,190,V:1-SR,C01,G5,setpoint,B1G5C01B,T,Bending
V:1-SR:C01-MG:G5{B1:190}Fld:I,190,V:1-SR,C01,G5,readback,B1G5C01B,T,Bending
V:1-SR:C01-MG:G6{CH:195}Fld:SP,195,V:1-SR,C01,G6,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G6{CH:195}Fld:I,195,V:1-SR,C01,G6,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G6{CV:196}Fld:SP,196,V:1-SR,C01,G6,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G6{CV:196}Fld:I,196,V:1-SR,C01,G6,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G6{SH4:199}Fld:SP,199,V:1-SR,C01,G6,setpoint,SH4G6C01B,K,Sextupole
V:1-SR:C01-MG:G6{SH4:199}Fld:I,199,V:1-SR,C01,G6,readback,SH4G6C01B,K,Sextupole
V:1-SR:C01-BI:G6{BPM:201}SA:X,201,V:1-SR,C01,G6,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G6{BPM:201}SA:Y,201,V:1-SR,C01,G6,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G6{QH3:203}Fld:SP,203,V:1-SR,C01,G6,setpoint,QH3G6C01B,K,Quadrupole
V:1-SR:C01-MG:G6{QH3:203}Fld:I,203,V:1-SR,C01,G6,readback,QH3G6C01B,K,Quadrupole
V:1-SR:C01-MG:G6{SH3:205}Fld:SP,205,V:1-SR,C01,G6,setpoint,SH3G6C01B,K,Sextupole
V:1-SR:C01-MG:G6{SH3:205}Fld:I,205,V:1-SR,C01,G6,readback,SH3G6C01B,K,Sextupole
V:1-SR:C01-MG:G6{QH2:207}Fld:SP,207,V:1-SR,C01,G6,setpoint,QH2G6C01B,K,Quadrupole
V:1-SR:C01-MG:G6{QH2:207}Fld:I,207,V:1-SR,C01,G6,readback,QH2G6C01B,K,Quadrupole
V:1-SR:C01-MG:G6{CH:210}Fld:SP,210,V:1-SR,C01,G6,setpoint,CH,,Horizontal Corrector
V:1-SR:C01-MG:G6{CH:210}Fld:I,210,V:1-SR,C01,G6,readback,CH,,Horizontal Corrector
V:1-SR:C01-MG:G6{CV:211}Fld:SP,211,V:1-SR,C01,G6,setpoint,CV,,Vertical Corrector
V:1-SR:C01-MG:G6{CV:211}Fld:I,211,V:1-SR,C01,G6,readback,CV,,Vertical Corrector
V:1-SR:C01-MG:G6{QH1:214}Fld:SP,214,V:1-SR,C01,G6,setpoint,QH1G6C01B,K,Quadrupole
V:1-SR:C01-MG:G6{QH1:214}Fld:I,214,V:1-SR,C01,G6,readback,QH1G6C01B,K,Quadrupole
V:1-SR:C01-BI:G6{BPM:216}SA:X,216,V:1-SR,C01,G6,X,BPM,,Beam Position Monitor
V:1-SR:C01-BI:G6{BPM:216}SA:Y,216,V:1-SR,C01,G6,Y,BPM,,Beam Position Monitor
V:1-SR:C01-MG:G6{SH1:218}Fld:SP,218,V:1-SR,C01,G6,setpoint,SH1G6C01B,K,Sextupole
V:1-SR:C01-MG:G6{SH1:218}Fld:I,218,V:1-SR,C01,G6,readback,SH1G6C01B,K,Sextupole
V:1-SR:C02-MG:G2{SH1:231}Fld:SP,231,V:1-SR,C02,G2,setpoint,SH1G2C30A,K,Sextupole
V:1-SR:C02-MG:G2{SH1:231}Fld:I,231,V:1-SR,C02,G2,readback,SH1G2C30A,K,Sextupole
V:1-SR:C02-BI:G2{BPM:233}SA:X,233,V:1-SR,C02,G2,X,BPM,,Beam Position Monitor
V:1-SR:C02-BI:G2{BPM:233}SA:Y,233,V:1-SR,C02,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C02-MG:G2{QH1:235}Fld:SP,235,V:1-SR,C02,G2,setpoint,QH1G2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{QH1:235}Fld:I,235,V:1-SR,C02,G2,readback,QH1G2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{SQHH:237}Fld:SP,237,V:1-SR,C02,G2,setpoint,SQHHG2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{SQHH:237}Fld:I,237,V:1-SR,C02,G2,readback,SQHHG2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{CH:238}Fld:SP,238,V:1-SR,C02,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C02-MG:G2{CH:238}Fld:I,238,V:1-SR,C02,G2,readback,CH,,Horizontal Corrector
V:1-SR:C02-MG:G2{CV:239}Fld:SP,239,V:1-SR,C02,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C02-MG:G2{CV:239}Fld:I,239,V:1-SR,C02,G2,readback,CV,,Vertical Corrector
V:1-SR:C02-MG:G2{SQHH:240}Fld:SP,240,V:1-SR,C02,G2,setpoint,SQHHG2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{SQHH:240}Fld:I,240,V:1-SR,C02,G2,readback,SQHHG2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{QH2:242}Fld:SP,242,V:1-SR,C02,G2,setpoint,QH2G2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{QH2:242}Fld:I,242,V:1-SR,C02,G2,readback,QH2G2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{SH3:244}Fld:SP,244,V:1-SR,C02,G2,setpoint,SH3G2C30A,K,Sextupole
V:1-SR:C02-MG:G2{SH3:244}Fld:I,244,V:1-SR,C02,G2,readback,SH3G2C30A,K,Sextupole
V:1-SR:C02-MG:G2{QH3:246}Fld:SP,246,V:1-SR,C02,G2,setpoint,QH3G2C30A,K,Quadrupole
V:1-SR:C02-MG:G2{QH3:246}Fld:I,246,V:1-SR,C02,G2,readback,QH3G2C30A,K,Quadrupole
V:1-SR:C02-BI:G2{BPM:248}SA:X,248,V:1-SR,C02,G2,X,BPM,,Beam Position Monitor
V:1-SR:C02-BI:G2{BPM:248}SA:Y,248,V:1-SR,C02,G2,Y,BPM,,Beam Position Monitor
V:1-SR:C02-MG:G2{SH4:250}Fld:SP,250,V:1-SR,C02,G2,setpoint,SH4G2C30A,K,Sextupole
V:1-SR:C02-MG:G2{SH4:250}Fld:I,250,V:1-SR,C02,G2,readback,SH4G2C30A,K,Sextupole
V:1-SR:C02-MG:G2{CH:253}Fld:SP,253,V:1-SR,C02,G2,setpoint,CH,,Horizontal Corrector
V:1-SR:C02-MG:G2{CH:253}Fld:I,253,V:1-SR,C02,G2,readback,CH,,Horizontal Corrector
V:1-SR:C02-MG:G2{CV:254}Fld:SP,254,V:1-SR,C02,G2,setpoint,CV,,Vertical Corrector
V:1-SR:C02-MG:G2{CV:254}Fld:I,254,V:1-SR,C02,G2,readback,CV,,Vertical Corrector
V:1-SR:C02-MG:G3{B1:259}Fld:SP,259,V:1-SR,C02,G3,setpoint,B1G3C30A,T,Bending
V:1-SR:C02-MG:G3{B1:259}Fld:I,259,V:1-SR,C02,G3,readback,B1G3C30A,T,Bending
V:1-SR:C02-MG:G4{CH:264}Fld:SP,264,V:1-SR,C02,G4,setpoint,CH,,Horizontal Corrector
V:1-SR:C02-MG:G4{CH:264}Fld:I,264,V:1-SR,C02,G4,readback,CH,,Horizontal Corrector
V:1-SR:C02-MG:G4{CV:265}Fld:SP,265,V:1-SR,C02,G4,setpoint,CV,,Vertical Corrector
V:1-SR:C02-MG:G4{CV:265}Fld:I,265,V:1-SR,C02,G4,readback,CV,,Vertical Corrector
V:1-SR:C02-MG:G4{QM1:268}Fld:SP,268,V:1-SR,C02,G4,setpoint,QM1G4C30A,K,Quadrupole
V:1-SR:C02-MG:G4{QM1:268}Fld:I,268,V:1-SR,C02,G4,readback,QM1G4C30A,K,Quadrupole
V:1-SR:C02-MG:G4{SM1:270}Fld:SP,270,V:1-SR,C02,G4,setpoint,SM1G4C30A,K,Sextupole
V:1-SR:C02-MG:G4{SM1:270}Fld:I,270,V:1-SR,C02,G4,readback,SM1G4C30A,K,Sextupole
V:1-SR:C02-BI:G4{BPM:275}SA:X,275,V:1-SR,C02,G4,X,BPM,,Beam Position Monitor
V:1-SR:C02-BI:G4{BPM:275}SA:Y,275,V:1-SR,C02,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C02-MG:G4{QM2:277}Fld:SP,277,V:1-SR,C02,G4,setpoint,QM2G4C30A,K,Quadrupole
V:1-SR:C02-MG:G4{QM2:277}Fld:I,277,V:1-SR,C02,G4,readback,QM2G4C30A,K,Quadrupole
V:1-SR:C02-MG:G4{SM2H:279}Fld:SP,279,V:1-SR,C02,G4,setpoint,SM2HG4C30B,K,Sextupole
V:1-SR:C02-MG:G4{SM2H:279}Fld:I,279,V:1-SR,C02,G4,readback,SM2HG4C30B,K,Sextupole
V:1-SR:C02-MG:G4{SM2H:280}Fld:SP,280,V:1-SR,C02,G4,setpoint,SM2HG4C30B,K,Sextupole
V:1-SR:C02-MG:G4{SM2H:280}Fld:I,280,V:1-SR,C02,G4,readback,SM2HG4C30B,K,Sextupole
V:1-SR:C02-MG:G4{QM2:282}Fld:SP,282,V:1-SR,C02,G4,setpoint,QM2G4C30B,K,Quadrupole
V:1-SR:C02-MG:G4{QM2:282}Fld:I,282,V:1-SR,C02,G4,readback,QM2G4C30B,K,Quadrupole
V:1-SR:C02-MG:G4{SM1:284}Fld:SP,284,V:1-SR,C02,G4,setpoint,SM1G4C30B,K,Sextupole
V:1-SR:C02-MG:G4{SM1:284}Fld:I,284,V:1-SR,C02,G4,readback,SM1G4C30B,K,Sextupole
V:1-SR:C02-BI:G4{BPM:286}SA:X,286,V:1-SR,C02,G4,X,BPM,,Beam Position Monitor
V:1-SR:C02-BI:G4{BPM:286}SA:Y,286,V:1-SR,C02,G4,Y,BPM,,Beam Position Monitor
V:1-SR:C02-MG:G4{QM1:288}Fld:SP,288,V:1-SR,C02,G4,setpoint,QM1G4C30B,K,Quadrupole
