 ElementName  ElementType     s       betax    alphax     betay    alphay      etax      etaxp     yAper     xAper  
                              m         m                   m                   m                    m         m    
--------------------------------------------------------------------------------------------------------------------
 QH2G6C01B    QUAD         46.705200   31.024583  4.953372  10.358699  -0.338079  0.001142   -0.000172  0.004602  0.021788 
 DH2BG6B      DRIF         47.189700   26.417977  4.554587  10.711549  -0.390197  0.001059   -0.000172  0.004679  0.020105 
 DSCH         DRIF         47.289700   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 CH1YG6C01B   VKICK        47.289700   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 CH1XG6C01B   HKICK        47.289700   25.515290  4.472278  10.790664  -0.400954  0.001041   -0.000172  0.004697  0.019759 
 DSCH         DRIF         47.389700   24.629066  4.389969  10.871930  -0.411711  0.001024   -0.000172  0.004714  0.019413 
 DH2AG6B      DRIF         47.509700   23.587325  4.291199  10.972290  -0.424620  0.001004   -0.000172  0.004736  0.018998 
 QH1G6C01B    QUAD         47.784700   22.361645  0.236717  10.689530  1.436380  0.000980   0.000000  0.004675  0.018497 
 DH1AG6B      DRIF         47.861790   22.325428  0.233076  10.469772  1.414289  0.000980   0.000000  0.004626  0.018482 
 PH1G6C01B    MONI         47.861790   22.325428  0.233076  10.469772  1.414289  0.000980   0.000000  0.004626  0.018482 
 DBPM12       DRIF         47.947200   22.285959  0.229043  10.230273  1.389814  0.000980   0.000000  0.004573  0.018466 
 SH1G6C01B    SEXT         48.147200   22.196231  0.219598  9.685810  1.332502  0.000980   0.000000  0.004450  0.018429 
 GEG6C01B     MULT         48.147200   22.196231  0.219598  9.685810  1.332502  0.000980   0.000000  0.004450  0.018429 
 GSG1C02A     MULT         48.147200   22.196231  0.219598  9.685810  1.332502  0.000980   0.000000  0.004450  0.018429 
 DH2G1A       DRIF         48.588100   22.011770  0.198776  8.566515  1.206158  0.000980   0.000000  0.004185  0.018352 
 DFT          DRIF         48.610100   22.003047  0.197737  8.513583  1.199854  0.000980   0.000000  0.004172  0.018349 
 FH1G1C02A    MARK         48.610100   22.003047  0.197737  8.513583  1.199854  0.000980   0.000000  0.004172  0.018349 
 DFT          DRIF         48.632100   21.994369  0.196698  8.460928  1.193549  0.000980   0.000000  0.004159  0.018345 
 DH01G1A      DRIF         52.797200   21.175102  -0.000000  3.489676  0.000000  0.000980   0.000000  0.002671  0.018000 
 MK4G1C02A    MARK         52.797200   21.175102  -0.000000  3.489676  0.000000  0.000980   0.000000  0.002671  0.018000 
 DH02G1A      DRIF         57.090990   22.045777  -0.202775  8.772869  -1.230427  0.000980   0.000000  0.004235  0.018366 
 DFT          DRIF         57.112990   22.054722  -0.203814  8.827147  -1.236731  0.000980   0.000000  0.004248  0.018370 
 FH2G1C02A    MARK         57.112990   22.054722  -0.203814  8.827147  -1.236731  0.000980   0.000000  0.004248  0.018370 
 DFT          DRIF         57.134990   22.063713  -0.204853  8.881702  -1.243035  0.000980   0.000000  0.004261  0.018374 
 DH1G1A       DRIF         57.447200   22.196231  -0.219598  9.685810  -1.332502  0.000980   0.000000  0.004450  0.018429 
 GEG1C02A     MULT         57.447200   22.196231  -0.219598  9.685810  -1.332502  0.000980   0.000000  0.004450  0.018429 
 GSG2C02A     MULT         57.447200   22.196231  -0.219598  9.685810  -1.332502  0.000980   0.000000  0.004450  0.018429 
 SH1G2C02A    SEXT         57.647200   22.285959  -0.229043  10.230273  -1.389814  0.000980   0.000000  0.004573  0.018466 
 DH1AG2A      DRIF         57.732200   22.325237  -0.233057  10.468612  -1.414171  0.000980   0.000000  0.004626  0.018482 
 PH1G2C02A    MONI         57.732200   22.325237  -0.233057  10.468612  -1.414171  0.000980   0.000000  0.004626  0.018482 
 DBPM01       DRIF         57.809700   22.361645  -0.236717  10.689530  -1.436380  0.000980   0.000000  0.004675  0.018497 
 QH1G2C02A    QUAD         58.084700   23.587325  -4.291199  10.972290  0.424620  0.001004   0.000172  0.004736  0.018998 
 DH2AG2A      DRIF         58.229700   24.849079  -4.410547  10.851412  0.409022  0.001029   0.000172  0.004710  0.019499 
 SQHHG2C02A   QUAD         58.329700   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 CH1XG2C02A   HKICK        58.329700   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 CH1YG2C02A   VKICK        58.329700   25.739419  -4.492855  10.770683  0.398265  0.001046   0.000172  0.004692  0.019845 
 SQHHG2C02A   QUAD         58.429700   26.646221  -4.575164  10.692106  0.387508  0.001063   0.000172  0.004675  0.020192 
 DH2BG2A      DRIF         58.889200   31.024583  -4.953372  10.358699  0.338079  0.001142   0.000172  0.004602  0.021788 
 QH2G2C02A    QUAD         59.337200   26.458802  14.116850  13.404090  -7.794907  0.001050   -0.000572  0.005235  0.020121 
 DH3AG2A      DRIF         59.527200   21.367666  12.678605  16.532489  -8.670350  0.000941   -0.000572  0.005813  0.018082 
 SH3G2C02A    SEXT         59.727200   16.599012  11.164663  20.184932  -9.591868  0.000827   -0.000572  0.006424  0.015937 
 DH3BG2A      DRIF         59.909700   12.776029  9.783191  23.839426  -10.432754  0.000723   -0.000572  0.006981  0.013982 
 QH3G2C02A    QUAD         60.184700   9.239530  3.625649  26.481550  1.242196  0.000609   -0.000263  0.007358  0.011890 
 DH4AG2A      DRIF         60.257220   8.721718  3.514624  26.301887  1.235232  0.000590   -0.000263  0.007333  0.011552 
 PH2G2C02A    MONI         60.257220   8.721718  3.514624  26.301887  1.235232  0.000590   -0.000263  0.007333  0.011552 
 DBPM02       DRIF         60.347200   8.101621  3.376868  26.080372  1.226591  0.000566   -0.000263  0.007302  0.011134 
 SH4G2C02A    SEXT         60.547200   6.812112  3.070677  25.593577  1.207385  0.000514   -0.000263  0.007233  0.010209 
 DH4BG2A      DRIF         60.795700   5.380526  2.690234  24.999437  1.183521  0.000448   -0.000263  0.007149  0.009073 
 DFCH         DRIF         60.945700   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 CH2XG2C02A   HKICK        60.945700   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 CH2YG2C02A   VKICK        60.945700   4.607903  2.460590  24.646541  1.169116  0.000409   -0.000263  0.007098  0.008397 
 DFCH         DRIF         61.095700   3.904172  2.230946  24.297967  1.154711  0.000370   -0.000263  0.007048  0.007729 
 GEG2C02A     MULT         61.095700   3.904172  2.230946  24.297967  1.154711  0.000370   -0.000263  0.007048  0.007729 
 DH4CG3A      DRIF         61.127200   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 GSG3C02A     MULT         61.127200   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 MK1G3C02A    MARK         61.127200   3.765142  2.182721  24.225316  1.151687  0.000361   -0.000263  0.007037  0.007590 
 B1G3C02A     SBEN         63.747200   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 GEG3C02A     MULT         63.747200   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 GSG4C02A     MULT         63.747200   2.819321  -1.821060  18.617619  0.976909  0.136732   0.104553  0.006169  0.008428 
 DM1AG4A      DRIF         64.248200   5.028296  -2.588070  17.665105  0.924317  0.189113   0.104553  0.006009  0.011450 
 DSCH         DRIF         64.348200   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 CM1XG4C02A   HKICK        64.348200   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 CM1YG4C02A   VKICK        64.348200   5.561219  -2.741166  17.481291  0.913820  0.199568   0.104553  0.005978  0.012062 
 DSCH         DRIF         64.448200   6.124762  -2.894262  17.299577  0.903323  0.210023   0.104553  0.005947  0.012676 
 DM1BG4A      DRIF         64.722200   7.825755  -3.313744  16.812437  0.874560  0.238671   0.104553  0.005863  0.014367 
 QM1G4C02A    QUAD         64.972200   10.035374  -5.672127  15.566192  4.026728  0.271044   0.155512  0.005641  0.016292 
 DM2AG4A      DRIF         65.172200   12.436450  -6.333249  13.999737  3.805549  0.302146   0.155512  0.005350  0.018149 
 SM1G4C02A    SEXT         65.372200   15.101974  -6.994371  12.521753  3.584371  0.333248   0.155512  0.005059  0.020009 
 DFT1         DRIF         65.605400   18.543915  -7.765239  10.910144  3.326476  0.369514   0.155512  0.004723  0.022179 
 DFT          DRIF         65.627400   18.887185  -7.837963  10.764314  3.302147  0.372935   0.155512  0.004691  0.022384 
 FM1G4C02A    MARK         65.627400   18.887185  -7.837963  10.764314  3.302147  0.372935   0.155512  0.004691  0.022384 
 DFT          DRIF         65.649400   19.233656  -7.910686  10.619555  3.277817  0.376356   0.155512  0.004659  0.022589 
 DM2BG4A      DRIF         65.941800   24.142447  -8.877246  8.797238  2.954454  0.421828   0.155512  0.004241  0.025313 
 PM1G4C02A    MONI         65.941800   24.142447  -8.877246  8.797238  2.954454  0.421828   0.155512  0.004241  0.025313 
 DBPM03       DRIF         66.025700   25.655318  -9.154587  8.309266  2.861670  0.434875   0.155512  0.004121  0.026095 
 QM2G4C02A    QUAD         66.308700   28.330864  0.010891  7.513570  0.041127  0.457058   -0.000023  0.003919  0.027424 
 DM2CG4A      DRIF         66.492200   28.328056  0.004414  7.502966  0.016664  0.457054   -0.000023  0.003916  0.027423 
 SM2HG4C02B   SEXT         66.617200   28.327504  0.000001  7.500883  -0.000001  0.457051   -0.000023  0.003916  0.027423 
 MK3G4C02B    MARK         66.617200   28.327504  0.000001  7.500883  -0.000001  0.457051   -0.000023  0.003916  0.027423 
 SM2HG4C02B   SEXT         66.742200   28.328055  -0.004412  7.502966  -0.016666  0.457048   -0.000023  0.003916  0.027423 
 DM2CG4B      DRIF         66.925700   28.330863  -0.010890  7.513572  -0.041130  0.457044   -0.000023  0.003919  0.027424 
 QM2G4C02B    QUAD         67.208700   25.655316  9.154588  8.309268  -2.861673  0.434849   -0.155551  0.004121  0.026094 
 DM2BG4B      DRIF         67.712200   17.274659  7.490213  11.471330  -3.418490  0.356529   -0.155551  0.004843  0.021403 
 SM1G4C02B    SEXT         67.912200   14.410798  6.829091  12.882962  -3.639669  0.325419   -0.155551  0.005132  0.019542 
 DM2AG4B      DRIF         68.174460   11.056164  5.962162  14.868105  -3.929701  0.284624   -0.155551  0.005513  0.017105 
 PM1G4C02B    MONI         68.174460   11.056164  5.962162  14.868105  -3.929701  0.284624   -0.155551  0.005513  0.017105 
 DBPM04       DRIF         68.262200   10.035372  5.672127  15.566203  -4.026732  0.270976   -0.155551  0.005641  0.016290 
 QM1G4C02B    QUAD         68.512200   7.825752  3.313744  16.812449  -0.874563  0.238591   -0.104607  0.005863  0.014365 
 DM1EG4B      DRIF         68.621200   7.121546  3.146870  17.004351  -0.886005  0.227189   -0.104607  0.005896  0.013691 
 DFCH         DRIF         68.771200   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 CM1YG4C02B   VKICK        68.771200   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 CM1XG4C02B   HKICK        68.771200   6.211931  2.917226  17.272514  -0.901751  0.211498   -0.104607  0.005942  0.012766 
 DFCH         DRIF         68.921200   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 GEG4C02B     MULT         68.921200   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 GSG5C02B     MULT         68.921200   5.371210  2.687582  17.545401  -0.917497  0.195807   -0.104607  0.005989  0.011845 
 DM1DG5B1     DRIF         69.021200   4.849003  2.534487  17.729951  -0.927994  0.185346   -0.104607  0.006020  0.011233 
 DPWG5B       DRIF         69.221200   3.896447  2.228295  18.105347  -0.948989  0.164425   -0.104607  0.006084  0.010018 
 DM1CG5B1     DRIF         69.487200   2.819318  1.821060  18.617637  -0.976912  0.136600   -0.104607  0.006169  0.008424 
 B1G5C02B     SBEN         72.107200   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 MK2G5C02B    MARK         72.107200   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 GEG5C02B     MULT         72.107200   3.765147  -2.182724  24.225348  -1.151690  0.000088   0.000209  0.007037  0.007590 
 DL4BG6B      DRIF         72.325000   4.788566  -2.516167  24.731580  -1.172605  0.000133   0.000209  0.007110  0.008560 
 GSG6C02B     MULT         72.325000   4.788566  -2.516167  24.731580  -1.172605  0.000133   0.000209  0.007110  0.008560 
 DL4AG6B      DRIF         72.694700   6.858268  -3.082162  25.611729  -1.208108  0.000210   0.000209  0.007236  0.010244 
 QL3G6C02B    QUAD         72.969700   9.605688  -7.280739  23.456525  8.748759  0.000281   0.000308  0.006925  0.012123 
 DBPM05       DRIF         73.044420   10.725113  -7.700862  22.167566  8.501756  0.000304   0.000308  0.006732  0.012810 
 PL2G6C02B    MONI         73.044420   10.725113  -7.700862  22.167566  8.501756  0.000304   0.000308  0.006732  0.012810 
 DL3CG6B      DRIF         73.132200   12.120401  -8.194416  20.700470  8.211579  0.000331   0.000308  0.006505  0.013618 
 SL3G6C02B    SEXT         73.332200   15.623072  -9.318940  17.548067  7.550435  0.000392   0.000308  0.005989  0.015461 
 DL3BG6B      DRIF         73.489700   18.698015  -10.204504  15.251683  7.029783  0.000441   0.000308  0.005584  0.016914 
 DSCH         DRIF         73.589700   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 CL2YG6C02B   VKICK        73.589700   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 CL2XG6C02B   HKICK        73.589700   20.795142  -10.766766  13.878783  6.699211  0.000472   0.000308  0.005327  0.017838 
 DSCH         DRIF         73.689700   23.004721  -11.329028  12.571999  6.368638  0.000503   0.000308  0.005070  0.018762 
 DL3AG6B      DRIF         73.897800   27.963354  -12.499096  10.064528  5.680717  0.000567   0.000308  0.004536  0.020685 
 QL2G6C02B    QUAD         74.345800   28.635103  11.186103  8.523477  -1.833413  0.000597   -0.000179  0.004174  0.020932 
 DL2CG6B      DRIF         74.595800   23.317345  10.084930  9.472164  -1.961337  0.000552   -0.000179  0.004400  0.018889 
 SL2G6C02B    SEXT         74.795800   19.459561  9.203990  10.277167  -2.063675  0.000516   -0.000179  0.004584  0.017255 
 DL2BG6B      DRIF         74.927050   17.119391  8.625874  10.827696  -2.130835  0.000493   -0.000179  0.004705  0.016185 
 DSCH         DRIF         75.027050   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 CL1YG6C02B   VKICK        75.027050   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 CL1XG6C02B   HKICK        75.027050   15.438263  8.185405  11.258980  -2.182004  0.000475   -0.000179  0.004798  0.015369 
 DSCH         DRIF         75.127050   13.845229  7.744935  11.700498  -2.233174  0.000457   -0.000179  0.004891  0.014555 
 DL2AG6B      DRIF         75.258300   11.888062  7.166819  12.295521  -2.300333  0.000433   -0.000179  0.005014  0.013487 
 QL1G6C02B    QUAD         75.533300   9.435496  2.100070  12.104321  2.968008  0.000409   0.000000  0.004974  0.012016 
 DL1AG6B      DRIF         75.608100   9.124533  2.057180  11.664841  2.907391  0.000409   0.000000  0.004883  0.011816 
 PL1G6C02B    MONI         75.608100   9.124533  2.057180  11.664841  2.907391  0.000409   0.000000  0.004883  0.011816 
 DBPM06       DRIF         75.695800   8.768114  2.006893  11.161117  2.836321  0.000409   0.000000  0.004777  0.011583 
 SL1G6C02B    SEXT         75.895800   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 GEG6C02B     MULT         75.895800   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 GSG1C03A     MULT         75.895800   7.988293  1.892213  10.059004  2.674246  0.000409   0.000000  0.004535  0.011056 
 DL0BG1A      DRIF         76.342320   6.412795  1.636180  7.832369  2.312396  0.000409   0.000000  0.004001  0.009906 
 DFT          DRIF         76.364320   6.341081  1.623565  7.731015  2.294568  0.000409   0.000000  0.003975  0.009850 
 FL1G1C03A    MARK         76.364320   6.341081  1.623565  7.731015  2.294568  0.000409   0.000000  0.003975  0.009850 
 DFT          DRIF         76.386320   6.269921  1.610950  7.630447  2.276739  0.000409   0.000000  0.003950  0.009795 
 DFT2         DRIF         76.437320   6.107096  1.581707  7.400327  2.235410  0.000409   0.000000  0.003889  0.009667 
 DLDK         DRIF         76.532320   5.811747  1.527234  6.982913  2.158424  0.000409   0.000000  0.003778  0.009430 
 DLP1C03      DRIF         76.653020   5.451426  1.458025  6.473675  2.060612  0.000409   0.000000  0.003638  0.009133 
 PU1G1C03A    MONI         76.653020   5.451426  1.458025  6.473675  2.060612  0.000409   0.000000  0.003638  0.009133 
 DL01G1C03A   DRIF         79.195800   1.743990  0.000000  1.233993  0.000000  0.000409   0.000000  0.001588  0.005166 
 MK5G1C03A    MARK         79.195800   1.743990  0.000000  1.233993  0.000000  0.000409   0.000000  0.001588  0.005166 
 DL02G1C03A   DRIF         81.874430   5.858153  -1.535921  7.048499  -2.170702  0.000409   0.000000  0.003796  0.009468 
