#pv_name, el_idx_va, machine, cell, girder, handle, el_name_va, el_field_va, el_type_va
V:3-BSR-MG{CYL2G6C12B_T1:1717}Fld:SP,1717,V:3-BSR,,,setpoint,CYL2G6C12B_T1,,Vertical Corrector
V:3-BSR-MG{CYL2G6C12B_T1:1717}Fld:I,1717,V:3-BSR,,,readback,CYL2G6C12B_T1,,Vertical Corrector
V:3-BSR-MG{QL2G6C12B_T1:1720}Fld:SP,1720,V:3-BSR,,,setpoint,QL2G6C12B_T1,K,Quadrupole
V:3-BSR-MG{QL2G6C12B_T1:1720}Fld:I,1720,V:3-BSR,,,readback,QL2G6C12B_T1,K,Quadrupole
V:3-BSR-MG{SL2G6C12B_T1:1722}Fld:SP,1722,V:3-BSR,,,setpoint,SL2G6C12B_T1,K,Sextupole
V:3-BSR-MG{SL2G6C12B_T1:1722}Fld:I,1722,V:3-BSR,,,readback,SL2G6C12B_T1,K,Sextupole
V:3-BSR-MG{CXL1G6C12B_T1:1725}Fld:SP,1725,V:3-BSR,,,setpoint,CXL1G6C12B_T1,,Horizontal Corrector
V:3-BSR-MG{CXL1G6C12B_T1:1725}Fld:I,1725,V:3-BSR,,,readback,CXL1G6C12B_T1,,Horizontal Corrector
V:3-BSR-MG{CYL1G6C12B_T1:1726}Fld:SP,1726,V:3-BSR,,,setpoint,CYL1G6C12B_T1,,Vertical Corrector
V:3-BSR-MG{CYL1G6C12B_T1:1726}Fld:I,1726,V:3-BSR,,,readback,CYL1G6C12B_T1,,Vertical Corrector
V:3-BSR-MG{QL1G6C12B_T1:1729}Fld:SP,1729,V:3-BSR,,,setpoint,QL1G6C12B_T1,K,Quadrupole
V:3-BSR-MG{QL1G6C12B_T1:1729}Fld:I,1729,V:3-BSR,,,readback,QL1G6C12B_T1,K,Quadrupole
V:3-BSR-BI{PL1G6C12B_T1:1731}SA:X,1731,V:3-BSR,,,readback,PL1G6C12B_T1,X,Beam Position Monitor
V:3-BSR-BI{PL1G6C12B_T1:1731}SA:Y,1731,V:3-BSR,,,readback,PL1G6C12B_T1,Y,Beam Position Monitor
V:3-BSR-MG{SL1G6C12B_T1:1733}Fld:SP,1733,V:3-BSR,,,setpoint,SL1G6C12B_T1,K,Sextupole
V:3-BSR-MG{SL1G6C12B_T1:1733}Fld:I,1733,V:3-BSR,,,readback,SL1G6C12B_T1,K,Sextupole
V:3-BSR-MG{FXL1G1C13A_T1:1738}Fld:SP,1738,V:3-BSR,,,setpoint,FXL1G1C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FXL1G1C13A_T1:1738}Fld:I,1738,V:3-BSR,,,readback,FXL1G1C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FYL1G1C13A_T1:1739}Fld:SP,1739,V:3-BSR,,,setpoint,FYL1G1C13A_T1,,Vertical Corrector
V:3-BSR-MG{FYL1G1C13A_T1:1739}Fld:I,1739,V:3-BSR,,,readback,FYL1G1C13A_T1,,Vertical Corrector
V:3-BSR-MG{FXL2G1C13A_T1:1748}Fld:SP,1748,V:3-BSR,,,setpoint,FXL2G1C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FXL2G1C13A_T1:1748}Fld:I,1748,V:3-BSR,,,readback,FXL2G1C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FYL2G1C13A_T1:1749}Fld:SP,1749,V:3-BSR,,,setpoint,FYL2G1C13A_T1,,Vertical Corrector
V:3-BSR-MG{FYL2G1C13A_T1:1749}Fld:I,1749,V:3-BSR,,,readback,FYL2G1C13A_T1,,Vertical Corrector
V:3-BSR-MG{SL1G2C13A_T1:1754}Fld:SP,1754,V:3-BSR,,,setpoint,SL1G2C13A_T1,K,Sextupole
V:3-BSR-MG{SL1G2C13A_T1:1754}Fld:I,1754,V:3-BSR,,,readback,SL1G2C13A_T1,K,Sextupole
V:3-BSR-BI{PL1G2C13A_T1:1756}SA:X,1756,V:3-BSR,,,readback,PL1G2C13A_T1,X,Beam Position Monitor
V:3-BSR-BI{PL1G2C13A_T1:1756}SA:Y,1756,V:3-BSR,,,readback,PL1G2C13A_T1,Y,Beam Position Monitor
V:3-BSR-MG{QL1G2C13A_T1:1758}Fld:SP,1758,V:3-BSR,,,setpoint,QL1G2C13A_T1,K,Quadrupole
V:3-BSR-MG{QL1G2C13A_T1:1758}Fld:I,1758,V:3-BSR,,,readback,QL1G2C13A_T1,K,Quadrupole
V:3-BSR-MG{CXL1G2C13A_T1:1761}Fld:SP,1761,V:3-BSR,,,setpoint,CXL1G2C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CXL1G2C13A_T1:1761}Fld:I,1761,V:3-BSR,,,readback,CXL1G2C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CYL1G2C13A_T1:1762}Fld:SP,1762,V:3-BSR,,,setpoint,CYL1G2C13A_T1,,Vertical Corrector
V:3-BSR-MG{CYL1G2C13A_T1:1762}Fld:I,1762,V:3-BSR,,,readback,CYL1G2C13A_T1,,Vertical Corrector
V:3-BSR-MG{SL2G2C13A_T1:1765}Fld:SP,1765,V:3-BSR,,,setpoint,SL2G2C13A_T1,K,Sextupole
V:3-BSR-MG{SL2G2C13A_T1:1765}Fld:I,1765,V:3-BSR,,,readback,SL2G2C13A_T1,K,Sextupole
V:3-BSR-MG{QL2G2C13A_T1:1767}Fld:SP,1767,V:3-BSR,,,setpoint,QL2G2C13A_T1,K,Quadrupole
V:3-BSR-MG{QL2G2C13A_T1:1767}Fld:I,1767,V:3-BSR,,,readback,QL2G2C13A_T1,K,Quadrupole
V:3-BSR-MG{CXL2G2C13A_T1:1770}Fld:SP,1770,V:3-BSR,,,setpoint,CXL2G2C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CXL2G2C13A_T1:1770}Fld:I,1770,V:3-BSR,,,readback,CXL2G2C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CYL2G2C13A_T1:1771}Fld:SP,1771,V:3-BSR,,,setpoint,CYL2G2C13A_T1,,Vertical Corrector
V:3-BSR-MG{CYL2G2C13A_T1:1771}Fld:I,1771,V:3-BSR,,,readback,CYL2G2C13A_T1,,Vertical Corrector
V:3-BSR-MG{SL3G2C13A_T1:1774}Fld:SP,1774,V:3-BSR,,,setpoint,SL3G2C13A_T1,K,Sextupole
V:3-BSR-MG{SL3G2C13A_T1:1774}Fld:I,1774,V:3-BSR,,,readback,SL3G2C13A_T1,K,Sextupole
V:3-BSR-BI{PL2G2C13A_T1:1776}SA:X,1776,V:3-BSR,,,readback,PL2G2C13A_T1,X,Beam Position Monitor
V:3-BSR-BI{PL2G2C13A_T1:1776}SA:Y,1776,V:3-BSR,,,readback,PL2G2C13A_T1,Y,Beam Position Monitor
V:3-BSR-MG{QL3G2C13A_T1:1778}Fld:SP,1778,V:3-BSR,,,setpoint,QL3G2C13A_T1,K,Quadrupole
V:3-BSR-MG{QL3G2C13A_T1:1778}Fld:I,1778,V:3-BSR,,,readback,QL3G2C13A_T1,K,Quadrupole
V:3-BSR-MG{B2G3C13A_T1:1783}Fld:SP,1783,V:3-BSR,,,setpoint,B2G3C13A_T1,T,Bending
V:3-BSR-MG{B2G3C13A_T1:1783}Fld:I,1783,V:3-BSR,,,readback,B2G3C13A_T1,T,Bending
V:3-BSR-MG{SQMHG4C13A_T1:1787}Fld:SP,1787,V:3-BSR,,,setpoint,SQMHG4C13A_T1,K,Quadrupole
V:3-BSR-MG{SQMHG4C13A_T1:1787}Fld:I,1787,V:3-BSR,,,readback,SQMHG4C13A_T1,K,Quadrupole
V:3-BSR-MG{CXM1G4C13A_T1:1788}Fld:SP,1788,V:3-BSR,,,setpoint,CXM1G4C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CXM1G4C13A_T1:1788}Fld:I,1788,V:3-BSR,,,readback,CXM1G4C13A_T1,,Horizontal Corrector
V:3-BSR-MG{CYM1G4C13A_T1:1789}Fld:SP,1789,V:3-BSR,,,setpoint,CYM1G4C13A_T1,,Vertical Corrector
V:3-BSR-MG{CYM1G4C13A_T1:1789}Fld:I,1789,V:3-BSR,,,readback,CYM1G4C13A_T1,,Vertical Corrector
V:3-BSR-MG{SQMHG4C13A_T1:1790}Fld:SP,1790,V:3-BSR,,,setpoint,SQMHG4C13A_T1,K,Quadrupole
V:3-BSR-MG{SQMHG4C13A_T1:1790}Fld:I,1790,V:3-BSR,,,readback,SQMHG4C13A_T1,K,Quadrupole
V:3-BSR-MG{QM1G4C13A_T1:1792}Fld:SP,1792,V:3-BSR,,,setpoint,QM1G4C13A_T1,K,Quadrupole
V:3-BSR-MG{QM1G4C13A_T1:1792}Fld:I,1792,V:3-BSR,,,readback,QM1G4C13A_T1,K,Quadrupole
V:3-BSR-MG{SM1G4C13A_T1:1794}Fld:SP,1794,V:3-BSR,,,setpoint,SM1G4C13A_T1,K,Sextupole
V:3-BSR-MG{SM1G4C13A_T1:1794}Fld:I,1794,V:3-BSR,,,readback,SM1G4C13A_T1,K,Sextupole
V:3-BSR-MG{FXM1G4C13A_T1:1797}Fld:SP,1797,V:3-BSR,,,setpoint,FXM1G4C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FXM1G4C13A_T1:1797}Fld:I,1797,V:3-BSR,,,readback,FXM1G4C13A_T1,,Horizontal Corrector
V:3-BSR-MG{FYM1G4C13A_T1:1798}Fld:SP,1798,V:3-BSR,,,setpoint,FYM1G4C13A_T1,,Vertical Corrector
V:3-BSR-MG{FYM1G4C13A_T1:1798}Fld:I,1798,V:3-BSR,,,readback,FYM1G4C13A_T1,,Vertical Corrector
V:3-BSR-BI{PM1G4C13A_T1:1801}SA:X,1801,V:3-BSR,,,readback,PM1G4C13A_T1,X,Beam Position Monitor
V:3-BSR-BI{PM1G4C13A_T1:1801}SA:Y,1801,V:3-BSR,,,readback,PM1G4C13A_T1,Y,Beam Position Monitor
V:3-BSR-MG{QM2G4C13A_T1:1803}Fld:SP,1803,V:3-BSR,,,setpoint,QM2G4C13A_T1,K,Quadrupole
V:3-BSR-MG{QM2G4C13A_T1:1803}Fld:I,1803,V:3-BSR,,,readback,QM2G4C13A_T1,K,Quadrupole
V:3-BSR-MG{SM2G4C13B_T1:1805}Fld:SP,1805,V:3-BSR,,,setpoint,SM2G4C13B_T1,K,Sextupole
V:3-BSR-MG{SM2G4C13B_T1:1805}Fld:I,1805,V:3-BSR,,,readback,SM2G4C13B_T1,K,Sextupole
V:3-BSR-MG{QM2G4C13B_T1:1807}Fld:SP,1807,V:3-BSR,,,setpoint,QM2G4C13B_T1,K,Quadrupole
V:3-BSR-MG{QM2G4C13B_T1:1807}Fld:I,1807,V:3-BSR,,,readback,QM2G4C13B_T1,K,Quadrupole
V:3-BSR-MG{SM1G4C13B_T1:1809}Fld:SP,1809,V:3-BSR,,,setpoint,SM1G4C13B_T1,K,Sextupole
V:3-BSR-MG{SM1G4C13B_T1:1809}Fld:I,1809,V:3-BSR,,,readback,SM1G4C13B_T1,K,Sextupole
V:3-BSR-BI{PM1G4C13B_T1:1811}SA:X,1811,V:3-BSR,,,readback,PM1G4C13B_T1,X,Beam Position Monitor
V:3-BSR-BI{PM1G4C13B_T1:1811}SA:Y,1811,V:3-BSR,,,readback,PM1G4C13B_T1,Y,Beam Position Monitor
V:3-BSR-MG{QM1G4C13B_T1:1813}Fld:SP,1813,V:3-BSR,,,setpoint,QM1G4C13B_T1,K,Quadrupole
V:3-BSR-MG{QM1G4C13B_T1:1813}Fld:I,1813,V:3-BSR,,,readback,QM1G4C13B_T1,K,Quadrupole
V:3-BSR-MG{CXM1G4C13B_T1:1816}Fld:SP,1816,V:3-BSR,,,setpoint,CXM1G4C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CXM1G4C13B_T1:1816}Fld:I,1816,V:3-BSR,,,readback,CXM1G4C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CYM1G4C13B_T1:1817}Fld:SP,1817,V:3-BSR,,,setpoint,CYM1G4C13B_T1,,Vertical Corrector
V:3-BSR-MG{CYM1G4C13B_T1:1817}Fld:I,1817,V:3-BSR,,,readback,CYM1G4C13B_T1,,Vertical Corrector
V:3-BSR-MG{B2G5C13B_T1:1824}Fld:SP,1824,V:3-BSR,,,setpoint,B2G5C13B_T1,T,Bending
V:3-BSR-MG{B2G5C13B_T1:1824}Fld:I,1824,V:3-BSR,,,readback,B2G5C13B_T1,T,Bending
V:3-BSR-MG{CXH2G6C13B_T1:1829}Fld:SP,1829,V:3-BSR,,,setpoint,CXH2G6C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CXH2G6C13B_T1:1829}Fld:I,1829,V:3-BSR,,,readback,CXH2G6C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CYH2G6C13B_T1:1830}Fld:SP,1830,V:3-BSR,,,setpoint,CYH2G6C13B_T1,,Vertical Corrector
V:3-BSR-MG{CYH2G6C13B_T1:1830}Fld:I,1830,V:3-BSR,,,readback,CYH2G6C13B_T1,,Vertical Corrector
V:3-BSR-MG{SH4G6C13B_T1:1833}Fld:SP,1833,V:3-BSR,,,setpoint,SH4G6C13B_T1,K,Sextupole
V:3-BSR-MG{SH4G6C13B_T1:1833}Fld:I,1833,V:3-BSR,,,readback,SH4G6C13B_T1,K,Sextupole
V:3-BSR-BI{PH2G6C13B_T1:1835}SA:X,1835,V:3-BSR,,,readback,PH2G6C13B_T1,X,Beam Position Monitor
V:3-BSR-BI{PH2G6C13B_T1:1835}SA:Y,1835,V:3-BSR,,,readback,PH2G6C13B_T1,Y,Beam Position Monitor
V:3-BSR-MG{QH3G6C13B_T1:1837}Fld:SP,1837,V:3-BSR,,,setpoint,QH3G6C13B_T1,K,Quadrupole
V:3-BSR-MG{QH3G6C13B_T1:1837}Fld:I,1837,V:3-BSR,,,readback,QH3G6C13B_T1,K,Quadrupole
V:3-BSR-MG{SH3G6C13B_T1:1839}Fld:SP,1839,V:3-BSR,,,setpoint,SH3G6C13B_T1,K,Sextupole
V:3-BSR-MG{SH3G6C13B_T1:1839}Fld:I,1839,V:3-BSR,,,readback,SH3G6C13B_T1,K,Sextupole
V:3-BSR-MG{QH2G6C13B_T1:1841}Fld:SP,1841,V:3-BSR,,,setpoint,QH2G6C13B_T1,K,Quadrupole
V:3-BSR-MG{QH2G6C13B_T1:1841}Fld:I,1841,V:3-BSR,,,readback,QH2G6C13B_T1,K,Quadrupole
V:3-BSR-MG{CXH1G6C13B_T1:1844}Fld:SP,1844,V:3-BSR,,,setpoint,CXH1G6C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CXH1G6C13B_T1:1844}Fld:I,1844,V:3-BSR,,,readback,CXH1G6C13B_T1,,Horizontal Corrector
V:3-BSR-MG{CYH1G6C13B_T1:1845}Fld:SP,1845,V:3-BSR,,,setpoint,CYH1G6C13B_T1,,Vertical Corrector
V:3-BSR-MG{CYH1G6C13B_T1:1845}Fld:I,1845,V:3-BSR,,,readback,CYH1G6C13B_T1,,Vertical Corrector
V:3-BSR-MG{QH1G6C13B_T1:1848}Fld:SP,1848,V:3-BSR,,,setpoint,QH1G6C13B_T1,K,Quadrupole
V:3-BSR-MG{QH1G6C13B_T1:1848}Fld:I,1848,V:3-BSR,,,readback,QH1G6C13B_T1,K,Quadrupole
V:3-BSR-BI{PH1G6C13B_T1:1850}SA:X,1850,V:3-BSR,,,readback,PH1G6C13B_T1,X,Beam Position Monitor
V:3-BSR-BI{PH1G6C13B_T1:1850}SA:Y,1850,V:3-BSR,,,readback,PH1G6C13B_T1,Y,Beam Position Monitor
V:3-BSR-MG{SH1G6C13B_T1:1852}Fld:SP,1852,V:3-BSR,,,setpoint,SH1G6C13B_T1,K,Sextupole
V:3-BSR-MG{SH1G6C13B_T1:1852}Fld:I,1852,V:3-BSR,,,readback,SH1G6C13B_T1,K,Sextupole
V:3-BSR-MG{FXH1G1C14A_T1:1857}Fld:SP,1857,V:3-BSR,,,setpoint,FXH1G1C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FXH1G1C14A_T1:1857}Fld:I,1857,V:3-BSR,,,readback,FXH1G1C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FYH1G1C14A_T1:1858}Fld:SP,1858,V:3-BSR,,,setpoint,FYH1G1C14A_T1,,Vertical Corrector
V:3-BSR-MG{FYH1G1C14A_T1:1858}Fld:I,1858,V:3-BSR,,,readback,FYH1G1C14A_T1,,Vertical Corrector
V:3-BSR-MG{FXH2G1C14A_T1:1863}Fld:SP,1863,V:3-BSR,,,setpoint,FXH2G1C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FXH2G1C14A_T1:1863}Fld:I,1863,V:3-BSR,,,readback,FXH2G1C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FYH2G1C14A_T1:1864}Fld:SP,1864,V:3-BSR,,,setpoint,FYH2G1C14A_T1,,Vertical Corrector
V:3-BSR-MG{FYH2G1C14A_T1:1864}Fld:I,1864,V:3-BSR,,,readback,FYH2G1C14A_T1,,Vertical Corrector
V:3-BSR-MG{SH1G2C14A_T1:1869}Fld:SP,1869,V:3-BSR,,,setpoint,SH1G2C14A_T1,K,Sextupole
V:3-BSR-MG{SH1G2C14A_T1:1869}Fld:I,1869,V:3-BSR,,,readback,SH1G2C14A_T1,K,Sextupole
V:3-BSR-BI{PH1G2C14A_T1:1871}SA:X,1871,V:3-BSR,,,readback,PH1G2C14A_T1,X,Beam Position Monitor
V:3-BSR-BI{PH1G2C14A_T1:1871}SA:Y,1871,V:3-BSR,,,readback,PH1G2C14A_T1,Y,Beam Position Monitor
V:3-BSR-MG{QH1G2C14A_T1:1873}Fld:SP,1873,V:3-BSR,,,setpoint,QH1G2C14A_T1,K,Quadrupole
V:3-BSR-MG{QH1G2C14A_T1:1873}Fld:I,1873,V:3-BSR,,,readback,QH1G2C14A_T1,K,Quadrupole
V:3-BSR-MG{SQHHG2C14A_T1:1875}Fld:SP,1875,V:3-BSR,,,setpoint,SQHHG2C14A_T1,K,Quadrupole
V:3-BSR-MG{SQHHG2C14A_T1:1875}Fld:I,1875,V:3-BSR,,,readback,SQHHG2C14A_T1,K,Quadrupole
V:3-BSR-MG{CXH1G2C14A_T1:1876}Fld:SP,1876,V:3-BSR,,,setpoint,CXH1G2C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CXH1G2C14A_T1:1876}Fld:I,1876,V:3-BSR,,,readback,CXH1G2C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CYH1G2C14A_T1:1877}Fld:SP,1877,V:3-BSR,,,setpoint,CYH1G2C14A_T1,,Vertical Corrector
V:3-BSR-MG{CYH1G2C14A_T1:1877}Fld:I,1877,V:3-BSR,,,readback,CYH1G2C14A_T1,,Vertical Corrector
V:3-BSR-MG{SQHHG2C14A_T1:1878}Fld:SP,1878,V:3-BSR,,,setpoint,SQHHG2C14A_T1,K,Quadrupole
V:3-BSR-MG{SQHHG2C14A_T1:1878}Fld:I,1878,V:3-BSR,,,readback,SQHHG2C14A_T1,K,Quadrupole
V:3-BSR-MG{QH2G2C14A_T1:1880}Fld:SP,1880,V:3-BSR,,,setpoint,QH2G2C14A_T1,K,Quadrupole
V:3-BSR-MG{QH2G2C14A_T1:1880}Fld:I,1880,V:3-BSR,,,readback,QH2G2C14A_T1,K,Quadrupole
V:3-BSR-MG{SH3G2C14A_T1:1882}Fld:SP,1882,V:3-BSR,,,setpoint,SH3G2C14A_T1,K,Sextupole
V:3-BSR-MG{SH3G2C14A_T1:1882}Fld:I,1882,V:3-BSR,,,readback,SH3G2C14A_T1,K,Sextupole
V:3-BSR-MG{QH3G2C14A_T1:1884}Fld:SP,1884,V:3-BSR,,,setpoint,QH3G2C14A_T1,K,Quadrupole
V:3-BSR-MG{QH3G2C14A_T1:1884}Fld:I,1884,V:3-BSR,,,readback,QH3G2C14A_T1,K,Quadrupole
V:3-BSR-BI{PH2G2C14A_T1:1886}SA:X,1886,V:3-BSR,,,readback,PH2G2C14A_T1,X,Beam Position Monitor
V:3-BSR-BI{PH2G2C14A_T1:1886}SA:Y,1886,V:3-BSR,,,readback,PH2G2C14A_T1,Y,Beam Position Monitor
V:3-BSR-MG{SH4G2C14A_T1:1888}Fld:SP,1888,V:3-BSR,,,setpoint,SH4G2C14A_T1,K,Sextupole
V:3-BSR-MG{SH4G2C14A_T1:1888}Fld:I,1888,V:3-BSR,,,readback,SH4G2C14A_T1,K,Sextupole
V:3-BSR-MG{CXH2G2C14A_T1:1891}Fld:SP,1891,V:3-BSR,,,setpoint,CXH2G2C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CXH2G2C14A_T1:1891}Fld:I,1891,V:3-BSR,,,readback,CXH2G2C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CYH2G2C14A_T1:1892}Fld:SP,1892,V:3-BSR,,,setpoint,CYH2G2C14A_T1,,Vertical Corrector
V:3-BSR-MG{CYH2G2C14A_T1:1892}Fld:I,1892,V:3-BSR,,,readback,CYH2G2C14A_T1,,Vertical Corrector
V:3-BSR-MG{B1G3C14A_T1:1897}Fld:SP,1897,V:3-BSR,,,setpoint,B1G3C14A_T1,T,Bending
V:3-BSR-MG{B1G3C14A_T1:1897}Fld:I,1897,V:3-BSR,,,readback,B1G3C14A_T1,T,Bending
V:3-BSR-MG{CXM1G4C14A_T1:1902}Fld:SP,1902,V:3-BSR,,,setpoint,CXM1G4C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CXM1G4C14A_T1:1902}Fld:I,1902,V:3-BSR,,,readback,CXM1G4C14A_T1,,Horizontal Corrector
V:3-BSR-MG{CYM1G4C14A_T1:1903}Fld:SP,1903,V:3-BSR,,,setpoint,CYM1G4C14A_T1,,Vertical Corrector
V:3-BSR-MG{CYM1G4C14A_T1:1903}Fld:I,1903,V:3-BSR,,,readback,CYM1G4C14A_T1,,Vertical Corrector
V:3-BSR-MG{QM1G4C14A_T1:1906}Fld:SP,1906,V:3-BSR,,,setpoint,QM1G4C14A_T1,K,Quadrupole
V:3-BSR-MG{QM1G4C14A_T1:1906}Fld:I,1906,V:3-BSR,,,readback,QM1G4C14A_T1,K,Quadrupole
V:3-BSR-MG{SM1G4C14A_T1:1908}Fld:SP,1908,V:3-BSR,,,setpoint,SM1G4C14A_T1,K,Sextupole
V:3-BSR-MG{SM1G4C14A_T1:1908}Fld:I,1908,V:3-BSR,,,readback,SM1G4C14A_T1,K,Sextupole
V:3-BSR-MG{FXM1G4C14A_T1:1911}Fld:SP,1911,V:3-BSR,,,setpoint,FXM1G4C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FXM1G4C14A_T1:1911}Fld:I,1911,V:3-BSR,,,readback,FXM1G4C14A_T1,,Horizontal Corrector
V:3-BSR-MG{FYM1G4C14A_T1:1912}Fld:SP,1912,V:3-BSR,,,setpoint,FYM1G4C14A_T1,,Vertical Corrector
V:3-BSR-MG{FYM1G4C14A_T1:1912}Fld:I,1912,V:3-BSR,,,readback,FYM1G4C14A_T1,,Vertical Corrector
V:3-BSR-BI{PM1G4C14A_T1:1915}SA:X,1915,V:3-BSR,,,readback,PM1G4C14A_T1,X,Beam Position Monitor
V:3-BSR-BI{PM1G4C14A_T1:1915}SA:Y,1915,V:3-BSR,,,readback,PM1G4C14A_T1,Y,Beam Position Monitor
V:3-BSR-MG{QM2G4C14A_T1:1917}Fld:SP,1917,V:3-BSR,,,setpoint,QM2G4C14A_T1,K,Quadrupole
V:3-BSR-MG{QM2G4C14A_T1:1917}Fld:I,1917,V:3-BSR,,,readback,QM2G4C14A_T1,K,Quadrupole
V:3-BSR-MG{SM2G4C14B_T1:1919}Fld:SP,1919,V:3-BSR,,,setpoint,SM2G4C14B_T1,K,Sextupole
V:3-BSR-MG{SM2G4C14B_T1:1919}Fld:I,1919,V:3-BSR,,,readback,SM2G4C14B_T1,K,Sextupole
V:3-BSR-MG{QM2G4C14B_T1:1921}Fld:SP,1921,V:3-BSR,,,setpoint,QM2G4C14B_T1,K,Quadrupole
V:3-BSR-MG{QM2G4C14B_T1:1921}Fld:I,1921,V:3-BSR,,,readback,QM2G4C14B_T1,K,Quadrupole
V:3-BSR-MG{SM1G4C14B_T1:1923}Fld:SP,1923,V:3-BSR,,,setpoint,SM1G4C14B_T1,K,Sextupole
V:3-BSR-MG{SM1G4C14B_T1:1923}Fld:I,1923,V:3-BSR,,,readback,SM1G4C14B_T1,K,Sextupole
V:3-BSR-BI{PM1G4C14B_T1:1925}SA:X,1925,V:3-BSR,,,readback,PM1G4C14B_T1,X,Beam Position Monitor
V:3-BSR-BI{PM1G4C14B_T1:1925}SA:Y,1925,V:3-BSR,,,readback,PM1G4C14B_T1,Y,Beam Position Monitor
V:3-BSR-MG{QM1G4C14B_T1:1927}Fld:SP,1927,V:3-BSR,,,setpoint,QM1G4C14B_T1,K,Quadrupole
V:3-BSR-MG{QM1G4C14B_T1:1927}Fld:I,1927,V:3-BSR,,,readback,QM1G4C14B_T1,K,Quadrupole
V:3-BSR-MG{CXM1G4C14B_T1:1930}Fld:SP,1930,V:3-BSR,,,setpoint,CXM1G4C14B_T1,,Horizontal Corrector
V:3-BSR-MG{CXM1G4C14B_T1:1930}Fld:I,1930,V:3-BSR,,,readback,CXM1G4C14B_T1,,Horizontal Corrector
V:3-BSR-MG{CYM1G4C14B_T1:1931}Fld:SP,1931,V:3-BSR,,,setpoint,CYM1G4C14B_T1,,Vertical Corrector
V:3-BSR-MG{CYM1G4C14B_T1:1931}Fld:I,1931,V:3-BSR,,,readback,CYM1G4C14B_T1,,Vertical Corrector
V:3-BSR-MG{B1G5C14B_T1:1938}Fld:SP,1938,V:3-BSR,,,setpoint,B1G5C14B_T1,T,Bending
V:3-BSR-MG{B1G5C14B_T1:1938}Fld:I,1938,V:3-BSR,,,readback,B1G5C14B_T1,T,Bending
V:3-BSR-MG{QL3G6C14B_T1:1943}Fld:SP,1943,V:3-BSR,,,setpoint,QL3G6C14B_T1,K,Quadrupole
V:3-BSR-MG{QL3G6C14B_T1:1943}Fld:I,1943,V:3-BSR,,,readback,QL3G6C14B_T1,K,Quadrupole
V:3-BSR-BI{PL2G6C14B_T1:1945}SA:X,1945,V:3-BSR,,,readback,PL2G6C14B_T1,X,Beam Position Monitor
V:3-BSR-BI{PL2G6C14B_T1:1945}SA:Y,1945,V:3-BSR,,,readback,PL2G6C14B_T1,Y,Beam Position Monitor
V:3-BSR-MG{SL3G6C14B_T1:1947}Fld:SP,1947,V:3-BSR,,,setpoint,SL3G6C14B_T1,K,Sextupole
V:3-BSR-MG{SL3G6C14B_T1:1947}Fld:I,1947,V:3-BSR,,,readback,SL3G6C14B_T1,K,Sextupole
V:3-BSR-MG{CXL2G6C14B_T1:1950}Fld:SP,1950,V:3-BSR,,,setpoint,CXL2G6C14B_T1,,Horizontal Corrector
V:3-BSR-MG{CXL2G6C14B_T1:1950}Fld:I,1950,V:3-BSR,,,readback,CXL2G6C14B_T1,,Horizontal Corrector
V:3-BSR-MG{CYL2G6C14B_T1:1951}Fld:SP,1951,V:3-BSR,,,setpoint,CYL2G6C14B_T1,,Vertical Corrector
V:3-BSR-MG{CYL2G6C14B_T1:1951}Fld:I,1951,V:3-BSR,,,readback,CYL2G6C14B_T1,,Vertical Corrector
V:3-BSR-MG{QL2G6C14B_T1:1954}Fld:SP,1954,V:3-BSR,,,setpoint,QL2G6C14B_T1,K,Quadrupole
V:3-BSR-MG{QL2G6C14B_T1:1954}Fld:I,1954,V:3-BSR,,,readback,QL2G6C14B_T1,K,Quadrupole
V:3-BSR-MG{SL2G6C14B_T1:1956}Fld:SP,1956,V:3-BSR,,,setpoint,SL2G6C14B_T1,K,Sextupole
V:3-BSR-MG{SL2G6C14B_T1:1956}Fld:I,1956,V:3-BSR,,,readback,SL2G6C14B_T1,K,Sextupole
