 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DL2AG6B      DRIF          0.13475  392.045     0         0          0        
 QL1G6C14B    QUAD          0.268    392.313     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   392.391     0         0          0        
 PL1G6C14B    BPM           0        392.391     0         0          0        
 DBPM06       DRIF          0.0877   392.479     0         0          0        
 SL1G6C14B    SEXT          0.2      392.679     0         -13.2716   0        
 GEG6C14B     MARK          0        392.679     0         0          0        
 GSG1C15A     MARK          0        392.679     0         0          0        
 DL0BG1A      DRIF          0.44652  393.126     0         0          0        
 FL1G1C15A    FTRIM         0.044    393.17      0         0          0        
 DFT2         DRIF          0.051    393.221     0         0          0        
 DLDK         DRIF          0.095    393.316     0         0          0        
 DL01G1A      DRIF          2.66348  395.979     0         0          0        
 DL02G1A      DRIF          2.79768  398.777     0         0          0        
 DLDK         DRIF          0.095    398.872     0         0          0        
 DFT2         DRIF          0.051    398.923     0         0          0        
 FL2G1C15A    FTRIM         0.044    398.967     0         0          0        
 DL0AG1A      DRIF          0.31232  399.279     0         0          0        
 GEG1C15A     MARK          0        399.279     0         0          0        
 GSG2C15A     MARK          0        399.279     0         0          0        
 SL1G2C15A    SEXT          0.2      399.479     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     399.569     0         0          0        
 PL1G2C15A    BPM           0        399.569     0         0          0        
 DBPM07       DRIF          0.076    399.645     0         0          0        
 QL1G2C15A    QUAD          0.268    399.913     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  400.048     0         0          0        
 CL1G2C15A    TRIMD         0.2      400.248     0         0          0        
 DL2BG2A      DRIF          0.13125  400.379     0         0          0        
 SL2G2C15A    SEXT          0.2      400.579     0         35.6779    0        
 DL2CG2A      DRIF          0.244    400.823     0         0          0        
 QL2G2C15A    QUAD          0.46     401.283     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   401.485     0         0          0        
 CL2G2C15A    TRIMD         0.2      401.685     0         0          0        
 DL3BG2A      DRIF          0.1575   401.843     0         0          0        
 SL3G2C15A    SEXT          0.2      402.043     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  402.133     0         0          0        
 PL2G2C15A    BPM           0        402.133     0         0          0        
 DBPM08       DRIF          0.07592  402.209     0         0          0        
 QL3G2C15A    QUAD          0.268    402.477     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   403.049     0         0          0        
 GEG2C15A     MARK          0        403.049     0         0          0        
 DL4BG3A      DRIF          0.0183   403.068     0         0          0        
 GSG3C15A     MARK          0        403.068     0         0          0        
 B1G3C15A     DIPOLE        2.62     405.688     0         0          0.10472  
 GEG3C15A     MARK          0        405.688     0         0          0        
 GSG4C15A     MARK          0        405.688     0         0          0        
 DM1AG4A      DRIF          0.501    406.189     0         0          0        
 SQMG4C15A    SQ_TRIM       0.2      406.389     0         0          0        
 DM1BG4A      DRIF          0.2755   406.664     0         0          0        
 QM1G4C15A    QUAD          0.247    406.911     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   407.113     0         0          0        
 SM1G4C15A    SEXT          0.2      407.313     0         -23.6806   0        
 DFT1         DRIF          0.2332   407.546     0         0          0        
 FM1G4C15A    FTRIM         0.044    407.59      0         0          0        
 DM2B2G4A     DRIF          0.2924   407.882     0         0          0        
 PM1G4C15A    BPM           0        407.882     0         0          0        
 DBPM09       DRIF          0.0844   407.967     0         0          0        
 QM2G4C15A    QUAD          0.282    408.249     1.22615   0          0        
 DM2CG4A      DRIF          0.184    408.433     0         0          0        
 SM2G4C15B    SEXT          0.25     408.683     0         28.6432    0        
 DM2CG4B      DRIF          0.184    408.867     0         0          0        
 QM2G4C15B    QUAD          0.282    409.149     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    409.653     0         0          0        
 SM1G4C15B    SEXT          0.2      409.853     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  410.115     0         0          0        
 PM1G4C15B    BPM           0        410.115     0         0          0        
 DBPM10       DRIF          0.08924  410.204     0         0          0        
 QM1G4C15B    QUAD          0.247    410.451     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   410.562     0         0          0        
 CM1G4C15B    TRIMD         0.3      410.862     0         0          0        
 GEG4C15B     MARK          0        410.862     0         0          0        
 GSG5C15B     MARK          0        410.862     0         0          0        
 DM1DG5B2     DRIF          0.1      410.962     0         0          0        
 DPWG5B       DRIF          0.2      411.162     0         0          0        
 DM1CG5B2     DRIF          0.266    411.428     0         0          0        
 B1G5C15B     DIPOLE        2.62     414.048     0         0          0.10472  
 GEG5C15B     MARK          0        414.048     0         0          0        
 DH4CG6B      DRIF          0.21634  414.264     0         0          0        
 GSG6C15B     MARK          0        414.264     0         0          0        
 CH2G6C15B    TRIMD         0.3      414.564     0         0          0        
 DH4BG6B      DRIF          0.06366  414.628     0         0          0        
 SH4G6C15B    SEXT          0.2      414.828     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   414.917     0         0          0        
 PH2G6C15B    BPM           0        414.917     0         0          0        
 DBPM11       DRIF          0.0764   414.994     0         0          0        
 QH3G6C15B    QUAD          0.268    415.262     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    415.448     0         0          0        
 SH3G6C15B    SEXT          0.2      415.648     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    415.832     0         0          0        
 QH2G6C15B    QUAD          0.46     416.292     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   416.77      0         0          0        
 CH1G6C15B    TRIMD         0.2      416.97      0         0          0        
 DH2AG6B      DRIF          0.1235   417.094     0         0          0        
 QH1G6C15B    QUAD          0.268    417.362     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  417.442     0         0          0        
 PH1G6C15B    BPM           0        417.442     0         0          0        
 DBPM12       DRIF          0.08541  417.528     0         0          0        
 SH1G6C15B    SEXT          0.2      417.728     0         19.8329    0        
 GEG6C15B     MARK          0        417.728     0         0          0        
 GSG1C16A     MARK          0        417.728     0         0          0        
 DH2G1A       DRIF          0.4409   418.168     0         0          0        
 FH1G1C16A    FTRIM         0.044    418.212     0         0          0        
 DH01G1A      DRIF          4.1651   422.378     0         0          0        
 DH02G1A      DRIF          4.29379  426.671     0         0          0        
 FH2G1C16A    FTRIM         0.044    426.715     0         0          0        
 DH1G1A       DRIF          0.31221  427.028     0         0          0        
 GEG1C16A     MARK          0        427.028     0         0          0        
 GSG2C16A     MARK          0        427.028     0         0          0        
 SH1G2C16A    SEXT          0.2      427.228     0         19.8329    0        
 DH1AG2A      DRIF          0.085    427.313     0         0          0        
 PH1G2C16A    BPM           0        427.313     0         0          0        
 DBPM01       DRIF          0.081    427.394     0         0          0        
 QH1G2C16A    QUAD          0.268    427.662     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   427.81      0         0          0        
 SQHG2C16A    SQ_TRIM       0.2      428.01      0         0          0        
 DH2BG2A      DRIF          0.4535   428.464     0         0          0        
 QH2G2C16A    QUAD          0.46     428.924     1.43673   0          0        
 DH3AG2A      DRIF          0.184    429.108     0         0          0        
 SH3G2C16A    SEXT          0.2      429.308     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    429.494     0         0          0        
 QH3G2C16A    QUAD          0.268    429.762     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  429.838     0         0          0        
 PH2G2C16A    BPM           0        429.838     0         0          0        
 DBPM02       DRIF          0.08998  429.928     0         0          0        
 SH4G2C16A    SEXT          0.2      430.128     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   430.376     0         0          0        
 CH2G2C16A    TRIMD         0.3      430.676     0         0          0        
 GEG2C16A     MARK          0        430.676     0         0          0        
 DH4CG3A      DRIF          0.0315   430.708     0         0          0        
 GSG3C16A     MARK          0        430.708     0         0          0        
 B1G3C16A     DIPOLE        2.62     433.328     0         0          0.10472  
 GEG3C16A     MARK          0        433.328     0         0          0        
 GSG4C16A     MARK          0        433.328     0         0          0        
 DM1AG4A      DRIF          0.501    433.829     0         0          0        
 CM1G4C16A    TRIMD         0.2      434.029     0         0          0        
 DM1BG4A      DRIF          0.2755   434.304     0         0          0        
 QM1G4C16A    QUAD          0.247    434.551     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   434.753     0         0          0        
 SM1G4C16A    SEXT          0.2      434.953     0         -23.6806   0        
 DFT1         DRIF          0.2332   435.186     0         0          0        
 FM1G4C16A    FTRIM         0.044    435.23      0         0          0        
 DM2BG4A      DRIF          0.2924   435.522     0         0          0        
 PM1G4C16A    BPM           0        435.522     0         0          0        
 DBPM03       DRIF          0.0844   435.607     0         0          0        
 QM2G4C16A    QUAD          0.282    435.889     1.22615   0          0        
 DM2CG4A      DRIF          0.184    436.073     0         0          0        
 SM2G4C16B    SEXT          0.25     436.323     0         28.6432    0        
 DM2CG4B      DRIF          0.184    436.507     0         0          0        
 QM2G4C16B    QUAD          0.282    436.789     1.22615   0          0        
 DM2BG4B      DRIF          0.504    437.293     0         0          0        
 SM1G4C16B    SEXT          0.2      437.493     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  437.755     0         0          0        
 PM1G4C16B    BPM           0        437.755     0         0          0        
 DBPM04       DRIF          0.08924  437.844     0         0          0        
 QM1G4C16B    QUAD          0.247    438.091     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   438.202     0         0          0        
 CM1G4C16B    TRIMD         0.3      438.502     0         0          0        
 GEG4C16B     MARK          0        438.502     0         0          0        
 GSG5C16B     MARK          0        438.502     0         0          0        
 DM1DG5B1     DRIF          0.1      438.602     0         0          0        
 DPWG5B       DRIF          0.2      438.802     0         0          0        
 DM1CG5B1     DRIF          0.266    439.068     0         0          0        
 B1G5C16B     DIPOLE        2.62     441.688     0         0          0.10472  
 GEG5C16B     MARK          0        441.688     0         0          0        
 DL4BG6B      DRIF          0.2178   441.905     0         0          0        
 GSG6C16B     MARK          0        441.905     0         0          0        
 DL4AG6B      DRIF          0.3732   442.279     0         0          0        
 QL3G6C16B    QUAD          0.268    442.547     -1.51868  0          0        
 DBPM05       DRIF          0.07822  442.625     0         0          0        
 PL2G6C16B    BPM           0        442.625     0         0          0        
 DL3CG6B      DRIF          0.08778  442.713     0         0          0        
 SL3G6C16B    SEXT          0.2      442.913     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   443.07      0         0          0        
 CL2G6C16B    TRIMD         0.2      443.27      0         0          0        
 DL3AG6B      DRIF          0.2021   443.472     0         0          0        
 QL2G6C16B    QUAD          0.46     443.932     1.76477   0          0        
 DL2CG6B      DRIF          0.244    444.176     0         0          0        
 SL2G6C16B    SEXT          0.2      444.376     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  444.507     0         0          0        
 CL1G6C16B    TRIMD         0.2      444.707     0         0          0        
 DL2AG6B      DRIF          0.13475  444.842     0         0          0        
 QL1G6C16B    QUAD          0.268    445.11      -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   445.188     0         0          0        
 PL1G6C16B    BPM           0        445.188     0         0          0        
 DBPM06       DRIF          0.0877   445.276     0         0          0        
 SL1G6C16B    SEXT          0.2      445.476     0         -13.2716   0        
 GEG6C16B     MARK          0        445.476     0         0          0        
 GSG1C17A     MARK          0        445.476     0         0          0        
 DL0BG1A      DRIF          0.44652  445.923     0         0          0        
 FL1G1C17A    FTRIM         0.044    445.967     0         0          0        
 DFT2         DRIF          0.051    446.018     0         0          0        
 DLDK         DRIF          0.095    446.113     0         0          0        
 DL01G1A      DRIF          2.66348  448.776     0         0          0        
 DL02G1A      DRIF          2.79768  451.574     0         0          0        
 DLDK         DRIF          0.095    451.669     0         0          0        
 DFT2         DRIF          0.051    451.72      0         0          0        
 FL2G1C17A    FTRIM         0.044    451.764     0         0          0        
 DL0AG1A      DRIF          0.31232  452.076     0         0          0        
 GEG1C17A     MARK          0        452.076     0         0          0        
 GSG2C17A     MARK          0        452.076     0         0          0        
 SL1G2C17A    SEXT          0.2      452.276     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     452.366     0         0          0        
 PL1G2C17A    BPM           0        452.366     0         0          0        
 DBPM07       DRIF          0.076    452.442     0         0          0        
 QL1G2C17A    QUAD          0.268    452.71      -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  452.845     0         0          0        
 CL1G2C17A    TRIMD         0.2      453.045     0         0          0        
 DL2BG2A      DRIF          0.13125  453.176     0         0          0        
 SL2G2C17A    SEXT          0.2      453.376     0         35.6779    0        
 DL2CG2A      DRIF          0.244    453.62      0         0          0        
 QL2G2C17A    QUAD          0.46     454.08      1.76477   0          0        
 DL3AG2A      DRIF          0.2021   454.282     0         0          0        
 CL2G2C17A    TRIMD         0.2      454.482     0         0          0        
 DL3BG2A      DRIF          0.1575   454.64      0         0          0        
 SL3G2C17A    SEXT          0.2      454.84      0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  454.93      0         0          0        
 PL2G2C17A    BPM           0        454.93      0         0          0        
 DBPM08       DRIF          0.07592  455.006     0         0          0        
 QL3G2C17A    QUAD          0.268    455.274     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   455.846     0         0          0        
 GEG2C17A     MARK          0        455.846     0         0          0        
 DL4BG3A      DRIF          0.0183   455.865     0         0          0        
 GSG3C17A     MARK          0        455.865     0         0          0        
 B1G3C17A     DIPOLE        2.62     458.485     0         0          0.10472  
 GEG3C17A     MARK          0        458.485     0         0          0        
 GSG4C17A     MARK          0        458.485     0         0          0        
 DM1AG4A      DRIF          0.501    458.986     0         0          0        
 SQMG4C17A    SQ_TRIM       0.2      459.186     0         0          0        
 DM1BG4A      DRIF          0.2755   459.461     0         0          0        
 QM1G4C17A    QUAD          0.247    459.708     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   459.91      0         0          0        
 SM1G4C17A    SEXT          0.2      460.11      0         -23.6806   0        
 DFT1         DRIF          0.2332   460.343     0         0          0        
 FM1G4C17A    FTRIM         0.044    460.387     0         0          0        
 DM2B2G4A     DRIF          0.2924   460.679     0         0          0        
 PM1G4C17A    BPM           0        460.679     0         0          0        
 DBPM09       DRIF          0.0844   460.764     0         0          0        
 QM2G4C17A    QUAD          0.282    461.046     1.22615   0          0        
 DM2CG4A      DRIF          0.184    461.23      0         0          0        
 SM2G4C17B    SEXT          0.25     461.48      0         28.6432    0        
 DM2CG4B      DRIF          0.184    461.664     0         0          0        
 QM2G4C17B    QUAD          0.282    461.946     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    462.45      0         0          0        
 SM1G4C17B    SEXT          0.2      462.65      0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  462.912     0         0          0        
 PM1G4C17B    BPM           0        462.912     0         0          0        
 DBPM10       DRIF          0.08924  463.001     0         0          0        
 QM1G4C17B    QUAD          0.247    463.248     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   463.359     0         0          0        
 CM1G4C17B    TRIMD         0.3      463.659     0         0          0        
 GEG4C17B     MARK          0        463.659     0         0          0        
 GSG5C17B     MARK          0        463.659     0         0          0        
 DM1DG5B2     DRIF          0.1      463.759     0         0          0        
 DPWG5B       DRIF          0.2      463.959     0         0          0        
 DM1CG5B2     DRIF          0.266    464.225     0         0          0        
 B1G5C17B     DIPOLE        2.62     466.845     0         0          0.10472  
 GEG5C17B     MARK          0        466.845     0         0          0        
 DH4CG6B      DRIF          0.21634  467.061     0         0          0        
 GSG6C17B     MARK          0        467.061     0         0          0        
 CH2G6C17B    TRIMD         0.3      467.361     0         0          0        
 DH4BG6B      DRIF          0.06366  467.425     0         0          0        
 SH4G6C17B    SEXT          0.2      467.625     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   467.714     0         0          0        
 PH2G6C17B    BPM           0        467.714     0         0          0        
 DBPM11       DRIF          0.0764   467.791     0         0          0        
 QH3G6C17B    QUAD          0.268    468.059     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    468.245     0         0          0        
 SH3G6C17B    SEXT          0.2      468.445     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    468.629     0         0          0        
 QH2G6C17B    QUAD          0.46     469.089     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   469.567     0         0          0        
 CH1G6C17B    TRIMD         0.2      469.767     0         0          0        
 DH2AG6B      DRIF          0.1235   469.891     0         0          0        
 QH1G6C17B    QUAD          0.268    470.159     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  470.239     0         0          0        
 PH1G6C17B    BPM           0        470.239     0         0          0        
 DBPM12       DRIF          0.08541  470.325     0         0          0        
 SH1G6C17B    SEXT          0.2      470.525     0         19.8329    0        
 GEG6C17B     MARK          0        470.525     0         0          0        
 GSG1C18A     MARK          0        470.525     0         0          0        
 DH2G1A       DRIF          0.4409   470.966     0         0          0        
 FH1G1C18A    FTRIM         0.044    471.01      0         0          0        
 DH01G1A      DRIF          4.1651   475.175     0         0          0        
 DH02G1A      DRIF          4.29379  479.469     0         0          0        
 FH2G1C18A    FTRIM         0.044    479.513     0         0          0        
 DH1G1A       DRIF          0.31221  479.825     0         0          0        
 GEG1C18A     MARK          0        479.825     0         0          0        
 GSG2C18A     MARK          0        479.825     0         0          0        
 SH1G2C18A    SEXT          0.2      480.025     0         19.8329    0        
 DH1AG2A      DRIF          0.085    480.11      0         0          0        
 PH1G2C18A    BPM           0        480.11      0         0          0        
 DBPM01       DRIF          0.081    480.191     0         0          0        
 QH1G2C18A    QUAD          0.268    480.459     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   480.607     0         0          0        
 SQHG2C18A    SQ_TRIM       0.2      480.807     0         0          0        
 DH2BG2A      DRIF          0.4535   481.261     0         0          0        
 QH2G2C18A    QUAD          0.46     481.721     1.43673   0          0        
 DH3AG2A      DRIF          0.184    481.905     0         0          0        
 SH3G2C18A    SEXT          0.2      482.105     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    482.291     0         0          0        
 QH3G2C18A    QUAD          0.268    482.559     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  482.635     0         0          0        
 PH2G2C18A    BPM           0        482.635     0         0          0        
 DBPM02       DRIF          0.08998  482.725     0         0          0        
 SH4G2C18A    SEXT          0.2      482.925     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   483.173     0         0          0        
 CH2G2C18A    TRIMD         0.3      483.473     0         0          0        
 GEG2C18A     MARK          0        483.473     0         0          0        
 DH4CG3A      DRIF          0.0315   483.505     0         0          0        
 GSG3C18A     MARK          0        483.505     0         0          0        
 B1G3C18A     DIPOLE        2.62     486.125     0         0          0.10472  
 GEG3C18A     MARK          0        486.125     0         0          0        
 GSG4C18A     MARK          0        486.125     0         0          0        
 DM1AG4A      DRIF          0.501    486.626     0         0          0        
 CM1G4C18A    TRIMD         0.2      486.826     0         0          0        
 DM1BG4A      DRIF          0.2755   487.101     0         0          0        
 QM1G4C18A    QUAD          0.247    487.348     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   487.55      0         0          0        
 SM1G4C18A    SEXT          0.2      487.75      0         -23.6806   0        
 DFT1         DRIF          0.2332   487.983     0         0          0        
 FM1G4C18A    FTRIM         0.044    488.027     0         0          0        
 DM2BG4A      DRIF          0.2924   488.319     0         0          0        
 PM1G4C18A    BPM           0        488.319     0         0          0        
 DBPM03       DRIF          0.0844   488.404     0         0          0        
 QM2G4C18A    QUAD          0.282    488.686     1.22615   0          0        
 DM2CG4A      DRIF          0.184    488.87      0         0          0        
 SM2G4C18B    SEXT          0.25     489.12      0         28.6432    0        
 DM2CG4B      DRIF          0.184    489.304     0         0          0        
 QM2G4C18B    QUAD          0.282    489.586     1.22615   0          0        
 DM2BG4B      DRIF          0.504    490.09      0         0          0        
 SM1G4C18B    SEXT          0.2      490.29      0         -25.946    0        
 DM2AG4B      DRIF          0.26226  490.552     0         0          0        
 PM1G4C18B    BPM           0        490.552     0         0          0        
 DBPM04       DRIF          0.08924  490.641     0         0          0        
 QM1G4C18B    QUAD          0.247    490.888     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   490.999     0         0          0        
 CM1G4C18B    TRIMD         0.3      491.299     0         0          0        
 GEG4C18B     MARK          0        491.299     0         0          0        
 GSG5C18B     MARK          0        491.299     0         0          0        
 DM1DG5B1     DRIF          0.1      491.399     0         0          0        
 DPWG5B       DRIF          0.2      491.599     0         0          0        
 DM1CG5B1     DRIF          0.266    491.865     0         0          0        
 B1G5C18B     DIPOLE        2.62     494.485     0         0          0.10472  
 GEG5C18B     MARK          0        494.485     0         0          0        
 DL4BG6B      DRIF          0.2178   494.703     0         0          0        
 GSG6C18B     MARK          0        494.703     0         0          0        
 DL4AG6B      DRIF          0.3732   495.076     0         0          0        
 QL3G6C18B    QUAD          0.268    495.344     -1.51868  0          0        
 DBPM05       DRIF          0.07822  495.422     0         0          0        
 PL2G6C18B    BPM           0        495.422     0         0          0        
 DL3CG6B      DRIF          0.08778  495.51      0         0          0        
 SL3G6C18B    SEXT          0.2      495.71      0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   495.867     0         0          0        
 CL2G6C18B    TRIMD         0.2      496.067     0         0          0        
 DL3AG6B      DRIF          0.2021   496.269     0         0          0        
 QL2G6C18B    QUAD          0.46     496.729     1.76477   0          0        
 DL2CG6B      DRIF          0.244    496.973     0         0          0        
 SL2G6C18B    SEXT          0.2      497.173     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  497.305     0         0          0        
 CL1G6C18B    TRIMD         0.2      497.505     0         0          0        
 DL2AG6B      DRIF          0.13475  497.639     0         0          0        
 QL1G6C18B    QUAD          0.268    497.907     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   497.986     0         0          0        
 PL1G6C18B    BPM           0        497.986     0         0          0        
 DBPM06       DRIF          0.0877   498.073     0         0          0        
 SL1G6C18B    SEXT          0.2      498.273     0         -13.2716   0        
 GEG6C18B     MARK          0        498.273     0         0          0        
 GSG1C19A     MARK          0        498.273     0         0          0        
 DL0BG1A      DRIF          0.44652  498.72      0         0          0        
 FL1G1C19A    FTRIM         0.044    498.764     0         0          0        
 DFT2         DRIF          0.051    498.815     0         0          0        
 DLDK         DRIF          0.095    498.91      0         0          0        
 DL01G1A      DRIF          2.66348  501.573     0         0          0        
 DL02G1A      DRIF          2.79768  504.371     0         0          0        
 DLDK         DRIF          0.095    504.466     0         0          0        
 DFT2         DRIF          0.051    504.517     0         0          0        
 FL2G1C19A    FTRIM         0.044    504.561     0         0          0        
 DL0AG1A      DRIF          0.31232  504.873     0         0          0        
 GEG1C19A     MARK          0        504.873     0         0          0        
 GSG2C19A     MARK          0        504.873     0         0          0        
 SL1G2C19A    SEXT          0.2      505.073     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     505.163     0         0          0        
 PL1G2C19A    BPM           0        505.163     0         0          0        
 DBPM07       DRIF          0.076    505.239     0         0          0        
 QL1G2C19A    QUAD          0.268    505.507     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  505.642     0         0          0        
 CL1G2C19A    TRIMD         0.2      505.842     0         0          0        
 DL2BG2A      DRIF          0.13125  505.973     0         0          0        
 SL2G2C19A    SEXT          0.2      506.173     0         35.6779    0        
 DL2CG2A      DRIF          0.244    506.417     0         0          0        
 QL2G2C19A    QUAD          0.46     506.877     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   507.079     0         0          0        
 CL2G2C19A    TRIMD         0.2      507.279     0         0          0        
 DL3BG2A      DRIF          0.1575   507.437     0         0          0        
 SL3G2C19A    SEXT          0.2      507.637     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  507.727     0         0          0        
 PL2G2C19A    BPM           0        507.727     0         0          0        
 DBPM08       DRIF          0.07592  507.803     0         0          0        
 QL3G2C19A    QUAD          0.268    508.071     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   508.644     0         0          0        
 GEG2C19A     MARK          0        508.644     0         0          0        
 DL4BG3A      DRIF          0.0183   508.662     0         0          0        
 GSG3C19A     MARK          0        508.662     0         0          0        
 B1G3C19A     DIPOLE        2.62     511.282     0         0          0.10472  
 GEG3C19A     MARK          0        511.282     0         0          0        
 GSG4C19A     MARK          0        511.282     0         0          0        
 DM1AG4A      DRIF          0.501    511.783     0         0          0        
 SQMG4C19A    SQ_TRIM       0.2      511.983     0         0          0        
 DM1BG4A      DRIF          0.2755   512.258     0         0          0        
 QM1G4C19A    QUAD          0.247    512.505     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   512.707     0         0          0        
 SM1G4C19A    SEXT          0.2      512.907     0         -23.6806   0        
 DFT1         DRIF          0.2332   513.14      0         0          0        
 FM1G4C19A    FTRIM         0.044    513.184     0         0          0        
 DM2B2G4A     DRIF          0.2924   513.477     0         0          0        
 PM1G4C19A    BPM           0        513.477     0         0          0        
 DBPM09       DRIF          0.0844   513.561     0         0          0        
 QM2G4C19A    QUAD          0.282    513.843     1.22615   0          0        
 DM2CG4A      DRIF          0.184    514.027     0         0          0        
 SM2G4C19B    SEXT          0.25     514.277     0         28.6432    0        
 DM2CG4B      DRIF          0.184    514.461     0         0          0        
 QM2G4C19B    QUAD          0.282    514.743     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    515.247     0         0          0        
 SM1G4C19B    SEXT          0.2      515.447     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  515.709     0         0          0        
 PM1G4C19B    BPM           0        515.709     0         0          0        
 DBPM10       DRIF          0.08924  515.799     0         0          0        
 QM1G4C19B    QUAD          0.247    516.046     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   516.156     0         0          0        
 CM1G4C19B    TRIMD         0.3      516.456     0         0          0        
 GEG4C19B     MARK          0        516.456     0         0          0        
 GSG5C19B     MARK          0        516.456     0         0          0        
 DM1DG5B2     DRIF          0.1      516.556     0         0          0        
 DPWG5B       DRIF          0.2      516.756     0         0          0        
 DM1CG5B2     DRIF          0.266    517.022     0         0          0        
 B1G5C19B     DIPOLE        2.62     519.642     0         0          0.10472  
 GEG5C19B     MARK          0        519.642     0         0          0        
 DH4CG6B      DRIF          0.21634  519.858     0         0          0        
 GSG6C19B     MARK          0        519.858     0         0          0        
 CH2G6C19B    TRIMD         0.3      520.158     0         0          0        
 DH4BG6B      DRIF          0.06366  520.222     0         0          0        
 SH4G6C19B    SEXT          0.2      520.422     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   520.512     0         0          0        
 PH2G6C19B    BPM           0        520.512     0         0          0        
 DBPM11       DRIF          0.0764   520.588     0         0          0        
 QH3G6C19B    QUAD          0.268    520.856     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    521.042     0         0          0        
 SH3G6C19B    SEXT          0.2      521.242     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    521.426     0         0          0        
 QH2G6C19B    QUAD          0.46     521.886     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   522.365     0         0          0        
 CH1G6C19B    TRIMD         0.2      522.565     0         0          0        
 DH2AG6B      DRIF          0.1235   522.688     0         0          0        
 QH1G6C19B    QUAD          0.268    522.956     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  523.037     0         0          0        
 PH1G6C19B    BPM           0        523.037     0         0          0        
 DBPM12       DRIF          0.08541  523.122     0         0          0        
 SH1G6C19B    SEXT          0.2      523.322     0         19.8329    0        
 GEG6C19B     MARK          0        523.322     0         0          0        
 GSG1C20A     MARK          0        523.322     0         0          0        
 DH2G1A       DRIF          0.4409   523.763     0         0          0        
 FH1G1C20A    FTRIM         0.044    523.807     0         0          0        
 DH01G1A      DRIF          4.1651   527.972     0         0          0        
 DH02G1A      DRIF          4.29379  532.266     0         0          0        
 FH2G1C20A    FTRIM         0.044    532.31      0         0          0        
 DH1G1A       DRIF          0.31221  532.622     0         0          0        
 GEG1C20A     MARK          0        532.622     0         0          0        
