 ElementName  ElementType      L          s         K1         K2       Angle  
                               m          m        1/m2       1/m3       rad   
-------------------------------------------------------------------------------
 DM1DG5B2     DRIF          0.1      199.773     0         0          0        
 DPWG5B       DRIF          0.2      199.973     0         0          0        
 DM1CG5B2     DRIF          0.266    200.239     0         0          0        
 B1G5C07B     DIPOLE        2.62     202.859     0         0          0.10472  
 GEG5C07B     MARK          0        202.859     0         0          0        
 DH4CG6B      DRIF          0.21634  203.075     0         0          0        
 GSG6C07B     MARK          0        203.075     0         0          0        
 CH2G6C07B    TRIMD         0.3      203.375     0         0          0        
 DH4BG6B      DRIF          0.06366  203.439     0         0          0        
 SH4G6C07B    SEXT          0.2      203.639     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   203.728     0         0          0        
 PH2G6C07B    BPM           0        203.728     0         0          0        
 DBPM11       DRIF          0.0764   203.805     0         0          0        
 QH3G6C07B    QUAD          0.268    204.073     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    204.259     0         0          0        
 SH3G6C07B    SEXT          0.2      204.459     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    204.643     0         0          0        
 QH2G6C07B    QUAD          0.46     205.103     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   205.581     0         0          0        
 CH1G6C07B    TRIMD         0.2      205.781     0         0          0        
 DH2AG6B      DRIF          0.1235   205.905     0         0          0        
 QH1G6C07B    QUAD          0.268    206.173     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  206.253     0         0          0        
 PH1G6C07B    BPM           0        206.253     0         0          0        
 DBPM12       DRIF          0.08541  206.339     0         0          0        
 SH1G6C07B    SEXT          0.2      206.539     0         19.8329    0        
 GEG6C07B     MARK          0        206.539     0         0          0        
 GSG1C08A     MARK          0        206.539     0         0          0        
 DH2G1A       DRIF          0.4409   206.98      0         0          0        
 FH1G1C08A    FTRIM         0.044    207.024     0         0          0        
 DH01G1A      DRIF          4.1651   211.189     0         0          0        
 DH02G1A      DRIF          4.29379  215.483     0         0          0        
 FH2G1C08A    FTRIM         0.044    215.527     0         0          0        
 DH1G1A       DRIF          0.31221  215.839     0         0          0        
 GEG1C08A     MARK          0        215.839     0         0          0        
 GSG2C08A     MARK          0        215.839     0         0          0        
 SH1G2C08A    SEXT          0.2      216.039     0         19.8329    0        
 DH1AG2A      DRIF          0.085    216.124     0         0          0        
 PH1G2C08A    BPM           0        216.124     0         0          0        
 DBPM01       DRIF          0.081    216.205     0         0          0        
 QH1G2C08A    QUAD          0.268    216.473     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   216.621     0         0          0        
 SQHG2C08A    SQ_TRIM       0.2      216.821     0         0          0        
 DH2BG2A      DRIF          0.4535   217.275     0         0          0        
 QH2G2C08A    QUAD          0.46     217.735     1.43673   0          0        
 DH3AG2A      DRIF          0.184    217.919     0         0          0        
 SH3G2C08A    SEXT          0.2      218.119     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    218.305     0         0          0        
 QH3G2C08A    QUAD          0.268    218.573     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  218.649     0         0          0        
 PH2G2C08A    BPM           0        218.649     0         0          0        
 DBPM02       DRIF          0.08998  218.739     0         0          0        
 SH4G2C08A    SEXT          0.2      218.939     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   219.187     0         0          0        
 CH2G2C08A    TRIMD         0.3      219.487     0         0          0        
 GEG2C08A     MARK          0        219.487     0         0          0        
 DH4CG3A      DRIF          0.0315   219.519     0         0          0        
 GSG3C08A     MARK          0        219.519     0         0          0        
 B1G3C08A     DIPOLE        2.62     222.139     0         0          0.10472  
 GEG3C08A     MARK          0        222.139     0         0          0        
 GSG4C08A     MARK          0        222.139     0         0          0        
 DM1AG4A      DRIF          0.501    222.64      0         0          0        
 CM1G4C08A    TRIMD         0.2      222.84      0         0          0        
 DM1BG4A      DRIF          0.2755   223.115     0         0          0        
 QM1G4C08A    QUAD          0.247    223.362     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   223.564     0         0          0        
 SM1G4C08A    SEXT          0.2      223.764     0         -23.6806   0        
 DFT1         DRIF          0.2332   223.997     0         0          0        
 FM1G4C08A    FTRIM         0.044    224.041     0         0          0        
 DM2BG4A      DRIF          0.2924   224.333     0         0          0        
 PM1G4C08A    BPM           0        224.333     0         0          0        
 DBPM03       DRIF          0.0844   224.418     0         0          0        
 QM2G4C08A    QUAD          0.282    224.7       1.22615   0          0        
 DM2CG4A      DRIF          0.184    224.884     0         0          0        
 SM2G4C08B    SEXT          0.25     225.134     0         28.6432    0        
 DM2CG4B      DRIF          0.184    225.318     0         0          0        
 QM2G4C08B    QUAD          0.282    225.6       1.22615   0          0        
 DM2BG4B      DRIF          0.504    226.104     0         0          0        
 SM1G4C08B    SEXT          0.2      226.304     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  226.566     0         0          0        
 PM1G4C08B    BPM           0        226.566     0         0          0        
 DBPM04       DRIF          0.08924  226.655     0         0          0        
 QM1G4C08B    QUAD          0.247    226.902     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   227.013     0         0          0        
 CM1G4C08B    TRIMD         0.3      227.313     0         0          0        
 GEG4C08B     MARK          0        227.313     0         0          0        
 GSG5C08B     MARK          0        227.313     0         0          0        
 DM1DG5B1     DRIF          0.1      227.413     0         0          0        
 DPWG5B       DRIF          0.2      227.613     0         0          0        
 DM1CG5B1     DRIF          0.266    227.879     0         0          0        
 B1G5C08B     DIPOLE        2.62     230.499     0         0          0.10472  
 GEG5C08B     MARK          0        230.499     0         0          0        
 DL4BG6B      DRIF          0.2178   230.717     0         0          0        
 GSG6C08B     MARK          0        230.717     0         0          0        
 DL4AG6B      DRIF          0.3732   231.09      0         0          0        
 QL3G6C08B    QUAD          0.268    231.358     -1.51868  0          0        
 DBPM05       DRIF          0.07822  231.436     0         0          0        
 PL2G6C08B    BPM           0        231.436     0         0          0        
 DL3CG6B      DRIF          0.08778  231.524     0         0          0        
 SL3G6C08B    SEXT          0.2      231.724     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   231.881     0         0          0        
 CL2G6C08B    TRIMD         0.2      232.081     0         0          0        
 DL3AG6B      DRIF          0.2021   232.283     0         0          0        
 QL2G6C08B    QUAD          0.46     232.743     1.76477   0          0        
 DL2CG6B      DRIF          0.244    232.987     0         0          0        
 SL2G6C08B    SEXT          0.2      233.187     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  233.319     0         0          0        
 CL1G6C08B    TRIMD         0.2      233.519     0         0          0        
 DL2AG6B      DRIF          0.13475  233.653     0         0          0        
 QL1G6C08B    QUAD          0.268    233.921     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   234         0         0          0        
 PL1G6C08B    BPM           0        234         0         0          0        
 DBPM06       DRIF          0.0877   234.087     0         0          0        
 SL1G6C08B    SEXT          0.2      234.287     0         -13.2716   0        
 GEG6C08B     MARK          0        234.287     0         0          0        
 GSG1C09A     MARK          0        234.287     0         0          0        
 DL0BG1A      DRIF          0.44652  234.734     0         0          0        
 FL1G1C09A    FTRIM         0.044    234.778     0         0          0        
 DFT2         DRIF          0.051    234.829     0         0          0        
 DLDK         DRIF          0.095    234.924     0         0          0        
 DL01G1A      DRIF          2.66348  237.587     0         0          0        
 DL02G1A      DRIF          2.79768  240.385     0         0          0        
 DLDK         DRIF          0.095    240.48      0         0          0        
 DFT2         DRIF          0.051    240.531     0         0          0        
 FL2G1C09A    FTRIM         0.044    240.575     0         0          0        
 DL0AG1A      DRIF          0.31232  240.887     0         0          0        
 GEG1C09A     MARK          0        240.887     0         0          0        
 GSG2C09A     MARK          0        240.887     0         0          0        
 SL1G2C09A    SEXT          0.2      241.087     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     241.177     0         0          0        
 PL1G2C09A    BPM           0        241.177     0         0          0        
 DBPM07       DRIF          0.076    241.253     0         0          0        
 QL1G2C09A    QUAD          0.268    241.521     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  241.656     0         0          0        
 CL1G2C09A    TRIMD         0.2      241.856     0         0          0        
 DL2BG2A      DRIF          0.13125  241.987     0         0          0        
 SL2G2C09A    SEXT          0.2      242.187     0         35.6779    0        
 DL2CG2A      DRIF          0.244    242.431     0         0          0        
 QL2G2C09A    QUAD          0.46     242.891     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   243.093     0         0          0        
 CL2G2C09A    TRIMD         0.2      243.293     0         0          0        
 DL3BG2A      DRIF          0.1575   243.451     0         0          0        
 SL3G2C09A    SEXT          0.2      243.651     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  243.741     0         0          0        
 PL2G2C09A    BPM           0        243.741     0         0          0        
 DBPM08       DRIF          0.07592  243.817     0         0          0        
 QL3G2C09A    QUAD          0.268    244.085     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   244.658     0         0          0        
 GEG2C09A     MARK          0        244.658     0         0          0        
 DL4BG3A      DRIF          0.0183   244.676     0         0          0        
 GSG3C09A     MARK          0        244.676     0         0          0        
 B1G3C09A     DIPOLE        2.62     247.296     0         0          0.10472  
 GEG3C09A     MARK          0        247.296     0         0          0        
 GSG4C09A     MARK          0        247.296     0         0          0        
 DM1AG4A      DRIF          0.501    247.797     0         0          0        
 SQMG4C09A    SQ_TRIM       0.2      247.997     0         0          0        
 DM1BG4A      DRIF          0.2755   248.272     0         0          0        
 QM1G4C09A    QUAD          0.247    248.519     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   248.721     0         0          0        
 SM1G4C09A    SEXT          0.2      248.921     0         -23.6806   0        
 DFT1         DRIF          0.2332   249.154     0         0          0        
 FM1G4C09A    FTRIM         0.044    249.198     0         0          0        
 DM2B2G4A     DRIF          0.2924   249.491     0         0          0        
 PM1G4C09A    BPM           0        249.491     0         0          0        
 DBPM09       DRIF          0.0844   249.575     0         0          0        
 QM2G4C09A    QUAD          0.282    249.857     1.22615   0          0        
 DM2CG4A      DRIF          0.184    250.041     0         0          0        
 SM2G4C09B    SEXT          0.25     250.291     0         28.6432    0        
 DM2CG4B      DRIF          0.184    250.475     0         0          0        
 QM2G4C09B    QUAD          0.282    250.757     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    251.261     0         0          0        
 SM1G4C09B    SEXT          0.2      251.461     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  251.723     0         0          0        
 PM1G4C09B    BPM           0        251.723     0         0          0        
 DBPM10       DRIF          0.08924  251.812     0         0          0        
 QM1G4C09B    QUAD          0.247    252.059     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   252.17      0         0          0        
 CM1G4C09B    TRIMD         0.3      252.47      0         0          0        
 GEG4C09B     MARK          0        252.47      0         0          0        
 GSG5C09B     MARK          0        252.47      0         0          0        
 DM1DG5B2     DRIF          0.1      252.57      0         0          0        
 DPWG5B       DRIF          0.2      252.77      0         0          0        
 DM1CG5B2     DRIF          0.266    253.036     0         0          0        
 B1G5C09B     DIPOLE        2.62     255.656     0         0          0.10472  
 GEG5C09B     MARK          0        255.656     0         0          0        
 DH4CG6B      DRIF          0.21634  255.872     0         0          0        
 GSG6C09B     MARK          0        255.872     0         0          0        
 CH2G6C09B    TRIMD         0.3      256.172     0         0          0        
 DH4BG6B      DRIF          0.06366  256.236     0         0          0        
 SH4G6C09B    SEXT          0.2      256.436     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   256.526     0         0          0        
 PH2G6C09B    BPM           0        256.526     0         0          0        
 DBPM11       DRIF          0.0764   256.602     0         0          0        
 QH3G6C09B    QUAD          0.268    256.87      -1.75355  0          0        
 DH3BG6B      DRIF          0.186    257.056     0         0          0        
 SH3G6C09B    SEXT          0.2      257.256     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    257.44      0         0          0        
 QH2G6C09B    QUAD          0.46     257.9       1.43673   0          0        
 DH2BG6B      DRIF          0.4785   258.378     0         0          0        
 CH1G6C09B    TRIMD         0.2      258.578     0         0          0        
 DH2AG6B      DRIF          0.1235   258.702     0         0          0        
 QH1G6C09B    QUAD          0.268    258.97      -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  259.051     0         0          0        
 PH1G6C09B    BPM           0        259.051     0         0          0        
 DBPM12       DRIF          0.08541  259.136     0         0          0        
 SH1G6C09B    SEXT          0.2      259.336     0         19.8329    0        
 GEG6C09B     MARK          0        259.336     0         0          0        
 GSG1C10A     MARK          0        259.336     0         0          0        
 DH2G1A       DRIF          0.4409   259.777     0         0          0        
 FH1G1C10A    FTRIM         0.044    259.821     0         0          0        
 DH01G1A      DRIF          4.1651   263.986     0         0          0        
 DH02G1A      DRIF          4.29379  268.28      0         0          0        
 FH2G1C10A    FTRIM         0.044    268.324     0         0          0        
 DH1G1A       DRIF          0.31221  268.636     0         0          0        
 GEG1C10A     MARK          0        268.636     0         0          0        
 GSG2C10A     MARK          0        268.636     0         0          0        
 SH1G2C10A    SEXT          0.2      268.836     0         19.8329    0        
 DH1AG2A      DRIF          0.085    268.921     0         0          0        
 PH1G2C10A    BPM           0        268.921     0         0          0        
 DBPM01       DRIF          0.081    269.002     0         0          0        
 QH1G2C10A    QUAD          0.268    269.27      -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   269.418     0         0          0        
 SQHG2C10A    SQ_TRIM       0.2      269.618     0         0          0        
 DH2BG2A      DRIF          0.4535   270.072     0         0          0        
 QH2G2C10A    QUAD          0.46     270.532     1.43673   0          0        
 DH3AG2A      DRIF          0.184    270.716     0         0          0        
 SH3G2C10A    SEXT          0.2      270.916     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    271.102     0         0          0        
 QH3G2C10A    QUAD          0.268    271.37      -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  271.446     0         0          0        
 PH2G2C10A    BPM           0        271.446     0         0          0        
 DBPM02       DRIF          0.08998  271.536     0         0          0        
 SH4G2C10A    SEXT          0.2      271.736     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   271.984     0         0          0        
 CH2G2C10A    TRIMD         0.3      272.284     0         0          0        
 GEG2C10A     MARK          0        272.284     0         0          0        
 DH4CG3A      DRIF          0.0315   272.316     0         0          0        
 GSG3C10A     MARK          0        272.316     0         0          0        
 B1G3C10A     DIPOLE        2.62     274.936     0         0          0.10472  
 GEG3C10A     MARK          0        274.936     0         0          0        
 GSG4C10A     MARK          0        274.936     0         0          0        
 DM1AG4A      DRIF          0.501    275.437     0         0          0        
 CM1G4C10A    TRIMD         0.2      275.637     0         0          0        
 DM1BG4A      DRIF          0.2755   275.912     0         0          0        
 QM1G4C10A    QUAD          0.247    276.159     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   276.361     0         0          0        
 SM1G4C10A    SEXT          0.2      276.561     0         -23.6806   0        
 DFT1         DRIF          0.2332   276.794     0         0          0        
 FM1G4C10A    FTRIM         0.044    276.838     0         0          0        
 DM2BG4A      DRIF          0.2924   277.131     0         0          0        
 PM1G4C10A    BPM           0        277.131     0         0          0        
 DBPM03       DRIF          0.0844   277.215     0         0          0        
 QM2G4C10A    QUAD          0.282    277.497     1.22615   0          0        
 DM2CG4A      DRIF          0.184    277.681     0         0          0        
 SM2G4C10B    SEXT          0.25     277.931     0         28.6432    0        
 DM2CG4B      DRIF          0.184    278.115     0         0          0        
 QM2G4C10B    QUAD          0.282    278.397     1.22615   0          0        
 DM2BG4B      DRIF          0.504    278.901     0         0          0        
 SM1G4C10B    SEXT          0.2      279.101     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  279.363     0         0          0        
 PM1G4C10B    BPM           0        279.363     0         0          0        
 DBPM04       DRIF          0.08924  279.452     0         0          0        
 QM1G4C10B    QUAD          0.247    279.699     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   279.81      0         0          0        
 CM1G4C10B    TRIMD         0.3      280.11      0         0          0        
 GEG4C10B     MARK          0        280.11      0         0          0        
 GSG5C10B     MARK          0        280.11      0         0          0        
 DM1DG5B1     DRIF          0.1      280.21      0         0          0        
 DPWG5B       DRIF          0.2      280.41      0         0          0        
 DM1CG5B1     DRIF          0.266    280.676     0         0          0        
 B1G5C10B     DIPOLE        2.62     283.296     0         0          0.10472  
 GEG5C10B     MARK          0        283.296     0         0          0        
 DL4BG6B      DRIF          0.2178   283.514     0         0          0        
 GSG6C10B     MARK          0        283.514     0         0          0        
 DL4AG6B      DRIF          0.3732   283.887     0         0          0        
 QL3G6C10B    QUAD          0.268    284.155     -1.51868  0          0        
 DBPM05       DRIF          0.07822  284.233     0         0          0        
 PL2G6C10B    BPM           0        284.233     0         0          0        
 DL3CG6B      DRIF          0.08778  284.321     0         0          0        
 SL3G6C10B    SEXT          0.2      284.521     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   284.678     0         0          0        
 CL2G6C10B    TRIMD         0.2      284.878     0         0          0        
 DL3AG6B      DRIF          0.2021   285.081     0         0          0        
 QL2G6C10B    QUAD          0.46     285.541     1.76477   0          0        
 DL2CG6B      DRIF          0.244    285.785     0         0          0        
 SL2G6C10B    SEXT          0.2      285.985     0         35.6779    0        
 DL2BG6B      DRIF          0.13125  286.116     0         0          0        
 CL1G6C10B    TRIMD         0.2      286.316     0         0          0        
 DL2AG6B      DRIF          0.13475  286.451     0         0          0        
 QL1G6C10B    QUAD          0.268    286.719     -1.61785  0          0        
 DL1AG6B      DRIF          0.0783   286.797     0         0          0        
 PL1G6C10B    BPM           0        286.797     0         0          0        
 DBPM06       DRIF          0.0877   286.885     0         0          0        
 SL1G6C10B    SEXT          0.2      287.085     0         -13.2716   0        
 GEG6C10B     MARK          0        287.085     0         0          0        
 GSG1C11A     MARK          0        287.085     0         0          0        
 DL0BG1A      DRIF          0.44652  287.531     0         0          0        
 FL1G1C11A    FTRIM         0.044    287.575     0         0          0        
 DFT2         DRIF          0.051    287.626     0         0          0        
 DLDK         DRIF          0.095    287.721     0         0          0        
 DL01G1A      DRIF          2.66348  290.385     0         0          0        
 DL02G1A      DRIF          2.79768  293.182     0         0          0        
 DLDK         DRIF          0.095    293.277     0         0          0        
 DFT2         DRIF          0.051    293.328     0         0          0        
 FL2G1C11A    FTRIM         0.044    293.372     0         0          0        
 DL0AG1A      DRIF          0.31232  293.685     0         0          0        
 GEG1C11A     MARK          0        293.685     0         0          0        
 GSG2C11A     MARK          0        293.685     0         0          0        
 SL1G2C11A    SEXT          0.2      293.885     0         -13.2716   0        
 DL1AG2A      DRIF          0.09     293.975     0         0          0        
 PL1G2C11A    BPM           0        293.975     0         0          0        
 DBPM07       DRIF          0.076    294.051     0         0          0        
 QL1G2C11A    QUAD          0.268    294.319     -1.61785  0          0        
 DL2AG2A      DRIF          0.13475  294.453     0         0          0        
 CL1G2C11A    TRIMD         0.2      294.653     0         0          0        
 DL2BG2A      DRIF          0.13125  294.785     0         0          0        
 SL2G2C11A    SEXT          0.2      294.985     0         35.6779    0        
 DL2CG2A      DRIF          0.244    295.229     0         0          0        
 QL2G2C11A    QUAD          0.46     295.689     1.76477   0          0        
 DL3AG2A      DRIF          0.2021   295.891     0         0          0        
 CL2G2C11A    TRIMD         0.2      296.091     0         0          0        
 DL3BG2A      DRIF          0.1575   296.248     0         0          0        
 SL3G2C11A    SEXT          0.2      296.448     0         -29.4609   0        
 DL3CG2A      DRIF          0.09008  296.538     0         0          0        
 PL2G2C11A    BPM           0        296.538     0         0          0        
 DBPM08       DRIF          0.07592  296.614     0         0          0        
 QL3G2C11A    QUAD          0.268    296.882     -1.51868  0          0        
 DL4AG2A      DRIF          0.5727   297.455     0         0          0        
 GEG2C11A     MARK          0        297.455     0         0          0        
 DL4BG3A      DRIF          0.0183   297.473     0         0          0        
 GSG3C11A     MARK          0        297.473     0         0          0        
 B1G3C11A     DIPOLE        2.62     300.093     0         0          0.10472  
 GEG3C11A     MARK          0        300.093     0         0          0        
 GSG4C11A     MARK          0        300.093     0         0          0        
 DM1AG4A      DRIF          0.501    300.594     0         0          0        
 SQMG4C11A    SQ_TRIM       0.2      300.794     0         0          0        
 DM1BG4A      DRIF          0.2755   301.07      0         0          0        
 QM1G4C11A    QUAD          0.247    301.317     -0.812235  0          0        
 DM2A2G4A     DRIF          0.2015   301.518     0         0          0        
 SM1G4C11A    SEXT          0.2      301.718     0         -23.6806   0        
 DFT1         DRIF          0.2332   301.951     0         0          0        
 FM1G4C11A    FTRIM         0.044    301.995     0         0          0        
 DM2B2G4A     DRIF          0.2924   302.288     0         0          0        
 PM1G4C11A    BPM           0        302.288     0         0          0        
 DBPM09       DRIF          0.0844   302.372     0         0          0        
 QM2G4C11A    QUAD          0.282    302.654     1.22615   0          0        
 DM2CG4A      DRIF          0.184    302.838     0         0          0        
 SM2G4C11B    SEXT          0.25     303.088     0         28.6432    0        
 DM2CG4B      DRIF          0.184    303.272     0         0          0        
 QM2G4C11B    QUAD          0.282    303.554     1.22615   0          0        
 DM2B2G4B     DRIF          0.504    304.058     0         0          0        
 SM1G4C11B    SEXT          0.2      304.258     0         -25.946    0        
 DM2A2G4B     DRIF          0.26226  304.52      0         0          0        
 PM1G4C11B    BPM           0        304.52      0         0          0        
 DBPM10       DRIF          0.08924  304.61      0         0          0        
 QM1G4C11B    QUAD          0.247    304.857     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   304.967     0         0          0        
 CM1G4C11B    TRIMD         0.3      305.267     0         0          0        
 GEG4C11B     MARK          0        305.267     0         0          0        
 GSG5C11B     MARK          0        305.267     0         0          0        
 DM1DG5B2     DRIF          0.1      305.367     0         0          0        
 DPWG5B       DRIF          0.2      305.567     0         0          0        
 DM1CG5B2     DRIF          0.266    305.833     0         0          0        
 B1G5C11B     DIPOLE        2.62     308.453     0         0          0.10472  
 GEG5C11B     MARK          0        308.453     0         0          0        
 DH4CG6B      DRIF          0.21634  308.67      0         0          0        
 GSG6C11B     MARK          0        308.67      0         0          0        
 CH2G6C11B    TRIMD         0.3      308.97      0         0          0        
 DH4BG6B      DRIF          0.06366  309.033     0         0          0        
 SH4G6C11B    SEXT          0.2      309.233     0         -15.8209   0        
 DH4AG6B      DRIF          0.0896   309.323     0         0          0        
 PH2G6C11B    BPM           0        309.323     0         0          0        
 DBPM11       DRIF          0.0764   309.399     0         0          0        
 QH3G6C11B    QUAD          0.268    309.667     -1.75355  0          0        
 DH3BG6B      DRIF          0.186    309.853     0         0          0        
 SH3G6C11B    SEXT          0.2      310.053     0         -5.85511   0        
 DH3AG6B      DRIF          0.184    310.237     0         0          0        
 QH2G6C11B    QUAD          0.46     310.697     1.43673   0          0        
 DH2BG6B      DRIF          0.4785   311.176     0         0          0        
 CH1G6C11B    TRIMD         0.2      311.376     0         0          0        
 DH2AG6B      DRIF          0.1235   311.499     0         0          0        
 QH1G6C11B    QUAD          0.268    311.767     -0.641957  0          0        
 DH1AG6B      DRIF          0.08059  311.848     0         0          0        
 PH1G6C11B    BPM           0        311.848     0         0          0        
 DBPM12       DRIF          0.08541  311.933     0         0          0        
 SH1G6C11B    SEXT          0.2      312.133     0         19.8329    0        
 GEG6C11B     MARK          0        312.133     0         0          0        
 GSG1C12A     MARK          0        312.133     0         0          0        
 DH2G1A       DRIF          0.4409   312.574     0         0          0        
 FH1G1C12A    FTRIM         0.044    312.618     0         0          0        
 DH01G1A      DRIF          4.1651   316.783     0         0          0        
 DH02G1A      DRIF          4.29379  321.077     0         0          0        
 FH2G1C12A    FTRIM         0.044    321.121     0         0          0        
 DH1G1A       DRIF          0.31221  321.433     0         0          0        
 GEG1C12A     MARK          0        321.433     0         0          0        
 GSG2C12A     MARK          0        321.433     0         0          0        
 SH1G2C12A    SEXT          0.2      321.633     0         19.8329    0        
 DH1AG2A      DRIF          0.085    321.718     0         0          0        
 PH1G2C12A    BPM           0        321.718     0         0          0        
 DBPM01       DRIF          0.081    321.799     0         0          0        
 QH1G2C12A    QUAD          0.268    322.067     -0.641957  0          0        
 DH2AG2A      DRIF          0.1485   322.216     0         0          0        
 SQHG2C12A    SQ_TRIM       0.2      322.416     0         0          0        
 DH2BG2A      DRIF          0.4535   322.869     0         0          0        
 QH2G2C12A    QUAD          0.46     323.329     1.43673   0          0        
 DH3AG2A      DRIF          0.184    323.513     0         0          0        
 SH3G2C12A    SEXT          0.2      323.713     0         -5.85511   0        
 DH3BG2A      DRIF          0.186    323.899     0         0          0        
 QH3G2C12A    QUAD          0.268    324.167     -1.75355  0          0        
 DH4AG2A      DRIF          0.07602  324.243     0         0          0        
 PH2G2C12A    BPM           0        324.243     0         0          0        
 DBPM02       DRIF          0.08998  324.333     0         0          0        
 SH4G2C12A    SEXT          0.2      324.533     0         -15.8209   0        
 DH4BG2A      DRIF          0.2485   324.782     0         0          0        
 CH2G2C12A    TRIMD         0.3      325.082     0         0          0        
 GEG2C12A     MARK          0        325.082     0         0          0        
 DH4CG3A      DRIF          0.0315   325.113     0         0          0        
 GSG3C12A     MARK          0        325.113     0         0          0        
 B1G3C12A     DIPOLE        2.62     327.733     0         0          0.10472  
 GEG3C12A     MARK          0        327.733     0         0          0        
 GSG4C12A     MARK          0        327.733     0         0          0        
 DM1AG4A      DRIF          0.501    328.234     0         0          0        
 CM1G4C12A    TRIMD         0.2      328.434     0         0          0        
 DM1BG4A      DRIF          0.2755   328.71      0         0          0        
 QM1G4C12A    QUAD          0.247    328.957     -0.812235  0          0        
 DM2AG4A      DRIF          0.2015   329.158     0         0          0        
 SM1G4C12A    SEXT          0.2      329.358     0         -23.6806   0        
 DFT1         DRIF          0.2332   329.591     0         0          0        
 FM1G4C12A    FTRIM         0.044    329.635     0         0          0        
 DM2BG4A      DRIF          0.2924   329.928     0         0          0        
 PM1G4C12A    BPM           0        329.928     0         0          0        
 DBPM03       DRIF          0.0844   330.012     0         0          0        
 QM2G4C12A    QUAD          0.282    330.294     1.22615   0          0        
 DM2CG4A      DRIF          0.184    330.478     0         0          0        
 SM2G4C12B    SEXT          0.25     330.728     0         28.6432    0        
 DM2CG4B      DRIF          0.184    330.912     0         0          0        
 QM2G4C12B    QUAD          0.282    331.194     1.22615   0          0        
 DM2BG4B      DRIF          0.504    331.698     0         0          0        
 SM1G4C12B    SEXT          0.2      331.898     0         -25.946    0        
 DM2AG4B      DRIF          0.26226  332.16      0         0          0        
 PM1G4C12B    BPM           0        332.16      0         0          0        
 DBPM04       DRIF          0.08924  332.25      0         0          0        
 QM1G4C12B    QUAD          0.247    332.497     -0.812235  0          0        
 DM1EG4B      DRIF          0.1105   332.607     0         0          0        
 CM1G4C12B    TRIMD         0.3      332.907     0         0          0        
 GEG4C12B     MARK          0        332.907     0         0          0        
 GSG5C12B     MARK          0        332.907     0         0          0        
 DM1DG5B1     DRIF          0.1      333.007     0         0          0        
 DPWG5B       DRIF          0.2      333.207     0         0          0        
 DM1CG5B1     DRIF          0.266    333.473     0         0          0        
 B1G5C12B     DIPOLE        2.62     336.093     0         0          0.10472  
 GEG5C12B     MARK          0        336.093     0         0          0        
 DL4BG6B      DRIF          0.2178   336.311     0         0          0        
 GSG6C12B     MARK          0        336.311     0         0          0        
 DL4AG6B      DRIF          0.3732   336.684     0         0          0        
 QL3G6C12B    QUAD          0.268    336.952     -1.51868  0          0        
 DBPM05       DRIF          0.07822  337.03      0         0          0        
 PL2G6C12B    BPM           0        337.03      0         0          0        
 DL3CG6B      DRIF          0.08778  337.118     0         0          0        
 SL3G6C12B    SEXT          0.2      337.318     0         -29.4609   0        
 DL3BG6B      DRIF          0.1575   337.476     0         0          0        
 CL2G6C12B    TRIMD         0.2      337.676     0         0          0        
 DL3AG6B      DRIF          0.2021   337.878     0         0          0        
 QL2G6C12B    QUAD          0.46     338.338     1.76477   0          0        
 DL2CG6B      DRIF          0.244    338.582     0         0          0        
 SL2G6C12B    SEXT          0.2      338.782     0         35.6779    0        
